Gene ID	CV-H3K9ac_1.sort.bam	CV-H3K9ac_2.sort.bam	CV-H3K9ac_3.sort.bam	CV-H3K9ac_4.sort.bam	CV-H3K9ac_5.sort.bam	CV-H3K9ac_6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
1700044C05Rik	441	597	2418	396	247	147	1400	1801	1500	1100
1700044K03Rik	448	587	1282	198	248	99	550	1200	750	948
1700045H11Rik	1824	1730	24493	2639	2819	1192	42600	72905	49051	67448
1700045I19Rik	395	150	724	150	248	99	850	1200	750	1050
1700046C09Rik	445	585	1581	197	248	248	900	1450	1300	950
1700047G03Rik	742	397	1929	541	300	198	1650	1550	2700	2000
1700047I17Rik2	1092	1140	8357	1095	844	441	10750	14250	10800	16250
1700047L14Rik	1234	250	1678	297	445	286	2200	1600	1350	1450
1700047M11Rik	596	395	1739	198	347	49	1800	1950	1950	1850
1700048M11Rik	992	691	2312	546	250	397	2250	2500	2850	1550
1700048O20Rik	1182	640	1932	346	149	297	2750	2200	2150	1900
1700049E15Rik	791	543	2128	497	349	296	1501	2100	2000	1200
1700049E22Rik	932	693	3146	643	398	497	2350	2200	2500	2150
1700049G17Rik	1041	1042	7578	1188	1287	150	10450	11900	11252	14750
1700049L16Rik	488	443	1870	149	149	50	500	1900	1300	300
1700051A21Rik	691	594	2079	398	292	499	2850	2800	2150	3700
1700052I22Rik	842	1393	3644	838	493	99	6500	4400	6049	7951
1700052K11Rik	2673	5362	43664	5180	4978	1390	52905	63002	52953	68604
1700052N19Rik	1931	2185	13814	1293	842	840	18850	21651	21352	29549
1700054A03Rik	743	648	3220	643	348	543	4450	4250	3800	4950
1700054K19Rik	694	742	1635	497	246	290	2000	3450	2000	3050
1700054M17Rik	1241	646	2575	744	149	298	2550	2600	2750	2000
1700054N08Rik	926	1047	5895	940	1040	496	10198	10800	10200	14401
1700054O13Rik	197	198	797	99	0	100	600	900	950	900
1700055C04Rik	347	697	1834	789	445	150	1600	2200	2050	3149
1700055N04Rik	663	893	1987	349	348	149	3650	2850	3900	3502
1700056E22Rik	1587	2487	16971	2627	2589	1141	23902	22300	20249	29750
1700057G04Rik	645	443	1684	347	247	198	1450	2300	1750	1600
1700057H15Rik	784	844	1781	394	543	298	1650	1750	1900	1600
1700057K13Rik	492	446	2131	199	347	549	1100	2500	1350	1450
1700058G18Rik	646	545	1967	200	50	0	1600	1750	1800	1800
1700060C16Rik	646	594	1384	248	349	148	1250	1500	1800	700
1700060C20Rik	792	732	2872	440	643	400	3250	2550	3350	3451
1700061F12Rik	448	445	1484	197	100	246	950	2000	1350	800
1700061G19Rik	744	1039	2524	545	200	192	2050	2750	2500	2300
1700061I17Rik	397	448	2284	346	98	198	600	2000	1800	800
1700061J05Rik	1092	491	2628	546	293	198	2250	3500	2201	2100
1700063A18Rik	590	447	1469	294	0	50	1150	1800	1250	750
1700063D05Rik	895	939	3659	689	545	96	4950	6952	5247	7600
1700063O14Rik	785	589	1786	250	50	297	1950	2800	2200	2300
1700064J06Rik	683	693	2573	199	299	446	1700	1500	1150	1450
1700064M15Rik	592	496	2086	494	100	394	2949	3300	2550	3252
1700065D16Rik	1193	1287	9012	1037	1141	598	14296	14000	11596	14800
1700065I16Rik	446	597	2025	100	99	149	1600	1600	1800	1850
1700065I17Rik	993	342	1487	497	384	446	1749	2100	1350	1500
1700065J11Rik	494	940	2073	443	246	147	1950	2450	1850	2800
1700065J18Rik	494	646	1681	48	149	299	1200	2050	1750	1650
1700065O20Rik	732	449	2029	149	347	98	1750	2550	2050	1250
1700066B17Rik	645	347	1978	298	248	196	1550	1900	1701	1650
1700066B19Rik	1145	938	5630	745	1286	797	6800	8003	7902	9448
1700066J24Rik	489	493	2956	394	247	199	2499	2300	3050	2450
1700066M21Rik	1582	1386	8436	1498	1288	297	14150	14450	13600	16902
1700066N21Rik	986	548	2226	248	48	150	1350	1600	1300	1450
1700066O22Rik	788	394	1880	549	150	442	1650	1600	2150	2100
1700067G17Rik	1047	1033	5497	1192	347	397	8050	8350	7050	9650
1700067K01Rik	1094	790	2281	444	194	395	3749	2650	2951	4250
1700067P10Rik	885	583	2033	591	300	246	1900	1600	1950	1550
1700069L16Rik	526	644	1923	599	396	444	1950	2150	1700	1700
1700069P05Rik	787	738	1588	250	344	200	1500	1650	1050	1250
1700071K01Rik	648	593	1534	398	200	99	950	1500	950	1300
1700071M16Rik	295	397	1881	346	297	247	2300	1450	1900	1250
1700072B07Rik	445	589	1978	347	294	297	2000	1700	2050	2150
1700072O05Rik	843	741	2284	99	498	394	1900	2100	1250	1750
1700073E17Rik	399	297	1733	543	395	245	2150	2652	1300	1902
1700074H08Rik	545	492	2130	446	196	147	2150	2100	1600	2600
1700074P13Rik	740	393	1639	399	100	447	900	1800	1700	700
1700080E11Rik	796	400	1578	340	300	347	1750	1500	1500	1000
1700080N15Rik	692	692	1823	245	150	98	1400	1600	1550	1200
1700080O16Rik	247	398	693	149	0	47	1100	650	800	350
1700081H04Rik	893	987	1776	399	297	196	1650	2303	2200	1350
1700081H22Rik	644	248	1332	150	100	239	600	1700	950	550
1700081L11Rik	2628	4025	42159	3456	4069	894	56450	62613	55863	72706
1700084C01Rik	1028	696	1885	346	248	294	2650	2450	2699	3000
1700084E18Rik	1377	2524	17427	2373	1884	645	25835	28435	25641	36934
1700084F23Rik	985	394	1931	345	447	344	1150	1350	1500	1050
1700084J12Rik	593	295	1784	197	149	148	750	2250	1250	1050
1700085B03Rik	693	641	2031	246	200	198	2100	1650	1300	1750
1700085C21Rik	699	599	1737	298	147	445	1650	1750	1800	2100
1700086L19Rik	685	590	1441	398	345	249	2500	2250	1550	1850
1700086O06Rik	1089	1938	16180	1985	1728	842	20151	22600	19450	25849
1700088E04Rik	1431	1292	7584	1141	1083	439	13499	15200	12552	15550
1700090G07Rik	751	744	2534	149	592	442	1600	2550	1850	2450
1700091E21Rik	644	448	1437	396	247	299	1150	1500	1550	2099
1700092C02Rik	392	346	1537	241	147	98	650	2049	1450	1300
1700092C10Rik	798	592	1933	446	295	100	1450	1750	1400	1100
1700092E19Rik	639	692	1665	297	49	147	1050	1850	1250	700
1700092K14Rik	497	482	1380	348	197	299	1300	1750	1500	2150
1700092M07Rik	1885	2527	24828	2384	1884	1193	30451	41700	29350	38499
1700093K21Rik	1138	547	2321	491	249	191	1501	2250	1150	1097
1700094D03Rik	694	294	2121	397	247	496	3049	2250	3052	3150
1700094J05Rik	788	347	1981	447	348	197	2000	2350	1800	2150
1700094M24Rik	792	794	2267	541	346	248	1150	1950	1350	1000
1700095A21Rik	1178	893	3265	834	697	489	2047	2550	2050	1350
1700095B10Rik	594	693	1878	397	49	343	1000	1400	1650	1600
1700095B22Rik	1043	350	2676	496	247	149	2750	3000	3000	3300
1700096J18Rik	594	1187	3597	746	639	398	5850	4800	5102	8200
1700096K18Rik	2337	1678	22409	1741	2669	845	28903	34651	33098	47345
1700097N02Rik	939	688	4107	591	645	498	3000	3450	3701	4200
1700100L14Rik	589	647	1739	396	399	398	1650	1950	1700	1250
1700101E01Rik	891	442	3766	738	447	145	7500	7450	7150	10750
1700101I11Rik	1043	942	5954	933	545	147	9201	12799	10100	15650
1700101O22Rik	447	545	2084	246	244	197	750	1750	800	550
1700102H20Rik	842	545	8149	788	998	400	8799	12150	9250	11050
1700102P08Rik	846	498	2375	150	198	149	2550	1850	2450	2200
1700104A03Rik	745	591	2772	299	198	200	1700	1950	1401	1350
1700105P06Rik	1483	1642	14916	2182	1584	397	22000	23001	21200	26400
1700106J16Rik	740	641	2088	244	197	395	2350	1700	2000	2000
1700106N22Rik	1583	1339	15154	1829	1736	689	20900	22400	19750	31296
1700108F19Rik	1037	496	2562	348	395	150	2451	2150	2500	2100
1700108J01Rik	881	347	1783	446	247	345	2250	2050	2100	2600
1700108M19Rik	393	595	1631	348	147	296	1100	2499	1650	1050
1700109F18Rik	396	541	1833	691	393	300	2350	3000	1850	2800
1700109G14Rik	297	448	2222	596	145	148	1750	1950	1400	1250
1700109G15Rik	691	396	2170	348	248	393	1150	1600	1600	1100
1700109H08Rik	1185	493	1681	350	147	198	1300	1800	1652	2250
1700109I08Rik	597	294	1918	394	149	299	1000	1400	1800	400
1700110C19Rik	394	887	1578	246	149	347	950	1350	1199	400
1700110I01Rik	889	742	1035	496	296	199	1400	1500	1150	1000
1700110K17Rik	1126	687	2668	797	392	495	4950	4000	3850	6649
1700110M21Rik	791	593	1631	345	198	347	950	1750	1099	550
1700111N16Rik	397	300	789	99	149	150	600	1300	500	450
1700112E06Rik	640	1141	2629	640	639	395	5451	4400	4950	4600
1700112H15Rik	1140	647	1385	245	49	99	1550	1650	1702	1350
1700113A16Rik	896	1640	12163	1541	1140	697	15650	21851	16152	25949
1700113H08Rik	691	549	1779	349	248	196	1250	2050	950	1550
1700113I22Rik	1568	1241	9204	1384	1485	443	15000	17600	14604	22850
1700119H24Rik	1087	742	5302	740	446	647	12602	10750	15550	17701
1700120C14Rik	992	1817	11104	1483	1339	697	19299	21047	20349	28200
1700120E14Rik	927	549	2726	348	245	248	2600	3100	2450	3050
1700120G07Rik	492	398	1530	200	199	50	1700	1050	1550	1700
1700120K04Rik	632	744	1786	590	399	247	3248	2451	2500	2900
1700121L16Rik	495	149	1288	292	347	49	750	850	700	450
1700121N20Rik	833	743	1287	595	199	248	850	1850	1000	700
1700122O11Rik	888	247	2922	494	347	497	3402	3299	4000	4850
1700123I01Rik	882	445	2081	488	448	347	2700	3452	3500	3600
1700123K08Rik	840	745	2192	349	397	197	1350	1550	1400	1350
1700123L14Rik	447	198	1483	99	150	98	900	1650	1301	750
1700123M08Rik	1234	1131	9524	986	1238	495	10001	12750	9600	12700
1700123O12Rik	493	447	1529	445	147	99	1500	2000	1550	1350
1700123O20Rik	2282	3005	30261	2581	2412	794	35596	47800	33101	50098
1700123O21Rik	494	347	1778	398	245	150	1000	1944	1500	700
1700125D06Rik	691	742	3061	346	298	548	2750	2950	3850	3849
1700125G02Rik	350	747	1786	346	547	537	2350	2150	1550	1600
1700125G22Rik	994	1234	13273	947	1140	441	17650	18745	15498	20001
1700125H03Rik	972	835	2277	247	199	344	2650	2700	2050	2800
1700125H20Rik	740	597	2685	348	397	99	3600	3400	2998	3097
1700126H18Rik	442	346	1679	250	246	447	1450	1450	1800	1400
1700128A07Rik	349	398	1588	150	199	0	550	1650	1400	1300
1700128F08Rik	692	545	1827	447	99	198	1000	1350	1700	1150
1700129C05Rik	642	745	2427	442	492	347	1451	1601	1350	1350
1810006J02Rik	735	394	2276	250	148	448	2250	2450	2250	2250
1810006K21Rik	1682	1985	16586	1592	1141	495	23250	28349	24601	33901
1810007C17Rik	494	496	1481	245	49	245	850	1500	1700	700
1810007D17Rik	549	741	1972	197	491	246	1050	1550	1600	900
1810007I06Rik	1087	993	3964	795	396	297	4150	4350	4404	5300
1810008A18Rik	1690	1623	12054	1731	1925	723	18550	20650	19800	30301
1810008I18Rik	990	791	2570	593	498	243	3400	3100	2350	2650
1810009A15Rik	1881	1487	14512	1286	1683	645	18702	25203	21750	28550
1810009J06Rik	1171	446	1727	146	299	347	700	2447	950	950
1810010D01Rik	888	1142	3967	849	496	348	5300	5001	5450	5950
1810010H24Rik	1184	1080	9974	1092	997	448	15000	17350	13850	20750
1810011H11Rik	346	992	1827	343	398	150	1700	2500	2250	2000
1810011O10Rik	2234	3466	29474	2301	2219	692	51548	63102	61451	70999
1810012K16Rik	1518	1739	18973	2239	2285	994	36905	38604	34503	39509
1810012P15Rik	1191	1381	5994	843	893	744	8251	9850	9550	12150
1810013A23Rik	1590	2679	20767	1817	2529	894	23297	29144	23650	32850
1810013D10Rik	1676	2227	13472	1538	1728	892	18249	23850	19250	25952
1810013L24Rik	2966	4268	36687	4726	4009	1283	52048	60698	41999	57203
1810014B01Rik	1140	996	10004	1289	797	294	11100	11700	12450	15050
1810014F10Rik	840	942	5445	745	641	348	7350	7700	7600	9300
1810018F18Rik	860	447	1683	248	148	344	1450	1850	1700	1700
1810019D21Rik	2176	2385	15251	2078	2377	985	24550	27050	24400	33500
1810019J16Rik	1835	2581	16829	2134	2523	348	27901	30799	26151	38550
1810020D17Rik	1890	2067	17941	2539	2880	543	34200	31448	33399	44998
1810020O05Rik	743	593	1928	199	249	544	1600	1800	1250	1300
1810021B22Rik	3114	4491	31958	3459	3824	944	41048	50797	40599	50451
1810022K09Rik	1563	1246	11605	994	973	345	11700	20350	15200	19550
1810024B03Rik	1731	1139	9036	1683	896	747	12799	14751	15500	20101
1810026B05Rik	5313	7096	71993	6921	7495	1789	90551	114994	104350	121852
1810026J23Rik	1489	1978	14129	2280	2125	497	23948	25400	22600	33100
1810027O10Rik	1536	1091	7728	829	846	250	10098	9001	10750	14499
1810029B16Rik	1340	792	6984	1141	642	395	13903	12097	12297	14903
1810030J14Rik	745	449	1529	343	247	199	2050	2150	1300	1250
1810030N24Rik	1185	744	7658	845	694	441	9050	11700	10002	16751
1810030O07Rik	545	698	7142	695	738	397	10250	11050	6700	13201
1810031K17Rik	2272	2671	23652	2576	3458	544	41004	44226	39176	58256
1810032O08Rik	1834	1494	11426	1290	1172	294	16101	17951	15500	20650
1810033B17Rik	346	841	1889	395	199	99	2050	2250	2100	1950
1810034E14Rik	994	895	8162	1240	1040	395	14647	13650	11850	15550
1810035I16Rik	1079	593	2331	546	645	490	1850	2000	2150	2750
1810035L17Rik	1829	1928	12779	1336	1185	548	22651	26346	20150	28299
1810037I17Rik	1436	935	10228	990	695	346	13301	14704	16802	26860
1810041L15Rik	441	495	2075	345	548	298	1250	1700	750	1050
1810043G02Rik	1177	644	3221	398	547	398	4450	3700	3250	5350
1810043H04Rik	1983	2525	22707	2175	3185	643	31801	36101	29150	43100
1810044D09Rik	788	1336	8275	1040	990	248	15400	16051	12950	20102
1810046J19Rik	1087	1333	7548	1089	597	497	13650	14501	14250	19600
1810046K07Rik	689	346	2180	342	399	199	1400	2300	2400	2300
1810048J11Rik	827	493	3663	446	299	471	3200	3800	3749	4450
1810049H13Rik	1734	1482	12009	1362	1877	745	18201	17750	21450	28399
1810053B23Rik	635	395	2233	348	346	490	1300	2300	1700	1500
1810055G02Rik	1436	1188	11948	1735	995	624	16550	28301	16800	18203
1810058I24Rik	886	1289	7239	894	498	597	11650	12100	10800	14500
1810062G17Rik	792	894	5555	797	444	397	4900	4850	4000	6200
1810062O18Rik	1936	2478	20333	1987	1940	743	27250	30098	23350	35200
1810063B05Rik	1591	1729	9644	1293	844	547	16399	17049	16200	20800
1810063B07Rik	936	1431	11577	1248	1539	647	16600	19099	16700	23249
1810064F22Rik	642	592	2626	394	494	295	3400	3750	4100	4900
1810065E05Rik	836	847	2575	396	497	246	1950	2050	2350	2050
1810074P20Rik	698	1682	10707	1091	1540	300	13300	19901	13251	18001
2010001E11Rik	894	1437	6919	746	446	793	15351	14100	15650	15450
2010001M06Rik	1637	2232	17548	1733	2471	791	22701	25500	26901	33000
2010001M09Rik	740	697	2379	347	49	249	1600	2550	1750	2250
2010002M12Rik	1141	497	3713	549	545	546	6150	6950	7550	12901
2010002N04Rik	1486	2033	10492	1722	1290	444	16050	16450	14101	18750
2010003K11Rik	1666	2527	22806	3761	2581	746	27350	53000	37750	38951
2010003K15Rik	1136	1035	5986	1041	838	445	12400	14001	11700	15302
2010003O02Rik	1781	2817	21189	2173	3213	793	28901	37700	31351	42350
2010005H15Rik	649	692	1784	300	196	249	1750	2950	1800	1450
2010009K17Rik	1484	1194	3670	745	647	399	3700	3850	4350	4700
2010010A06Rik	1920	2528	8973	887	1391	696	14051	16350	16503	19250
2010011I20Rik	1141	1136	5638	885	646	347	9350	9299	9851	13850
2010012O05Rik	1090	894	4858	544	545	298	4650	6951	6800	8051
2010015L04Rik	1241	838	2269	397	245	347	2050	3100	2900	2050
2010016I18Rik	1289	1138	9083	837	1482	299	11150	10500	11750	14300
2010106C02Rik	987	492	3999	598	493	495	6750	7750	7200	11850
2010106E10Rik	100	596	3013	150	348	247	9250	12200	10800	16901
2010106G01Rik	1765	2326	14582	1533	1730	644	23149	22901	23602	30602
2010107E04Rik	1687	1839	17585	2082	1238	637	17847	26751	22301	27150
2010107G12Rik	643	594	2671	492	396	200	2950	2300	2200	3300
2010107G23Rik	988	1287	5669	648	1293	892	10700	10050	9851	12150
2010107H07Rik	1033	1125	9508	988	1444	544	13150	15400	15501	20150
2010109A12Rik	2530	3628	31244	2633	3172	886	37352	51559	40698	56460
2010109I03Rik	1040	594	3225	789	743	395	6650	6650	10101	13450
2010109K11Rik	2773	3361	36043	4109	4168	1389	38100	57553	38649	50600
2010110P09Rik	1542	2225	10005	1385	1237	545	18801	19246	18603	23754
2010111I01Rik	840	639	1983	199	100	347	1950	2847	1500	2050
2010204K13Rik	250	295	1834	150	197	99	2050	2350	2350	2801
2010300C02Rik	894	1289	6444	984	1346	446	9500	9100	10250	13451
2010305A19Rik	1577	1194	11112	1576	871	597	13699	16801	14500	20046
2010308F09Rik	746	643	1283	297	196	100	2150	1894	2450	2950
2010310C07Rik	694	693	7708	1037	837	398	14601	23002	16550	15350
2010315B03Rik	1139	1339	13124	1542	1194	397	18048	21500	18900	24350
2010317E24Rik	1380	1389	7047	1292	1042	647	9750	9050	10150	15050
2010320M18Rik	2021	2630	25102	2471	3075	847	34947	41596	31450	45199
2010321M09Rik	1139	1484	10409	1038	1186	248	17150	19100	15801	21400
2200002D01Rik	4260	6400	79206	7927	7887	2131	92001	132853	83348	113856
2200002J24Rik	990	647	2725	498	392	250	3450	3050	3100	4300
2200002K05Rik	1435	2221	16005	2129	2125	446	19352	20900	21704	24002
2210009G21Rik	1718	1633	19871	1639	2325	548	29105	34000	25154	42945
2210010C04Rik	692	646	1774	493	246	194	1700	1500	1100	900
2210010C17Rik	1385	1431	13787	1540	1535	1042	19650	26847	24897	36850
2210012G02Rik	1632	1775	19256	2419	2577	1046	33000	32707	30851	44251
2210013O21Rik	449	298	3318	300	550	100	6149	6901	5949	7655
2210015D19Rik	1195	1187	10906	1437	1093	542	14301	18800	16100	22099
2210016F16Rik	1983	2276	20638	2722	1787	896	32000	31801	29253	38898
2210016L21Rik	1138	1284	5903	894	944	544	10402	10558	11999	17254
2210018M11Rik	1291	1984	13144	1188	1231	394	19451	21750	19800	30700
2210019I11Rik	991	834	2867	394	248	493	2450	2950	3500	3200
2210020M01Rik	684	694	3913	548	889	197	5800	5750	7550	7600
2210021J22Rik	1581	1632	10481	1478	1144	296	14100	17398	15899	22000
2210039B01Rik	678	1273	7189	647	697	446	10400	9550	9650	13750
2210403K04Rik	2888	3007	32536	2541	2236	1042	43649	53953	49549	64199
2210404J11Rik	1490	1590	11096	1089	1142	598	17602	20799	17600	25450
2210404O07Rik	2287	2921	26276	3080	2324	893	38399	36649	33050	38854
2210404O09Rik	786	945	7287	1183	794	392	11351	11400	11450	16300
2210407C18Rik	1138	790	3803	400	646	347	2800	3300	3200	2700
2210408F21Rik	741	500	3466	596	298	199	4650	3300	3500	4751
2210408I21Rik	989	1045	8581	947	844	348	15699	17500	14150	22500
2210409D07Rik	921	541	2076	243	400	548	1450	2200	1700	1300
2210409E12Rik	1142	1292	6554	597	698	445	9298	9346	8494	11096
2210411K11Rik	1828	1586	15904	1788	1779	549	19000	26348	18702	25750
2210414B05Rik	1035	347	1834	396	150	148	1100	1750	1300	1250
2210415F13Rik	2179	2514	20764	2280	3227	448	14900	17400	18000	18250
2210416O15Rik	597	1042	3671	996	446	397	6100	4700	6350	7750
2210417A02Rik	1190	992	4022	844	546	550	5500	6050	7300	9249
2210417K05Rik	1258	545	4550	693	547	348	7750	6049	5900	6851
2210420H20Rik	570	392	1735	198	250	185	1801	2200	2100	1650
2300002M23Rik	825	648	1687	348	328	396	2000	2750	2650	2001
2300003K06Rik	694	598	1971	346	298	393	1150	1300	1750	1200
2300005B03Rik	644	545	2180	447	550	147	1900	2000	2050	1350
2300009A05Rik	1559	1381	14131	1935	1631	698	18843	20050	20450	22749
2310001A20Rik	1270	797	6769	1270	1047	493	10850	12200	11900	15147
2310001H17Rik	1779	2324	21725	1822	1776	548	26600	32047	28099	32508
2310001H18Rik	547	594	2479	250	195	325	1250	1499	2248	1500
2310001K24Rik	941	987	5649	447	842	541	10350	9150	9749	14853
2310002D06Rik	476	590	2366	595	348	197	2700	2550	2200	1700
2310002J15Rik	741	1041	3775	647	398	493	5900	5950	5050	8250
2310002L09Rik	595	297	1380	147	245	246	1150	1600	1350	450
2310002L13Rik	697	248	1930	0	195	198	1050	2000	1250	950
2310003C23Rik	737	1096	8171	1084	647	490	14100	14600	13401	18901
2310003F16Rik	1038	1231	7524	1039	1024	640	14000	15800	13452	21050
2310003H01Rik	643	1485	7975	893	1091	395	9899	11601	10200	14199
2310003L22Rik	1540	1582	10746	1097	1336	496	19799	22206	19000	28300
2310004I24Rik	1190	1735	21016	1923	1839	690	31003	36454	29255	42105
2310004N24Rik	2514	2679	32744	3561	2826	838	40499	54303	46502	59611
2310005A03Rik	1283	1393	8474	546	547	392	12048	12250	12600	16653
2310005E17Rik	693	497	1928	446	396	346	1700	2001	2200	1550
2310005G13Rik	691	398	2272	247	300	50	1399	2150	2400	2500
2310007B03Rik	973	1189	4873	839	1080	643	8950	8900	9400	12600
2310007L24Rik	734	943	2276	681	344	344	3100	2299	3150	2450
2310008H04Rik	990	1181	6241	795	691	394	7251	10250	8100	10598
2310008H09Rik	1178	934	7255	538	946	398	12100	14401	11749	15501
2310008N11Rik	829	796	1485	347	100	99	1450	2450	1850	1500
2310009A05Rik	1433	2028	10296	1335	942	394	18250	19000	19250	23700
2310009B15Rik	842	943	4413	443	397	199	6348	6349	5198	6701
2310010J17Rik	2874	3772	39882	3373	4024	1044	55001	73315	60406	78121
2310010M20Rik	718	692	2481	298	298	196	1750	2950	2450	2647
2310011J03Rik	1408	1435	11437	1191	1326	545	16250	18149	16850	22798
2310014F07Rik	542	541	2223	493	198	150	2400	1800	1900	1800
2310014L17Rik	729	894	2727	696	641	298	4350	3300	4200	4600
2310015A10Rik	1495	1976	10711	1436	1246	646	18998	18049	20249	26300
2310015B20Rik	683	547	2076	498	346	298	2150	3100	2300	3200
2310015D24Rik	840	792	2275	246	348	291	1900	1650	1900	2150
2310016D03Rik	796	349	1585	249	200	345	699	2150	1499	750
2310016M24Rik	1227	2065	17205	1673	1986	645	23500	24452	22844	33901
2310020H05Rik	595	195	1439	249	148	150	1351	1750	1250	1300
2310021P13Rik	2515	1588	12567	1566	1022	695	16550	20898	16347	25797
2310022A10Rik	1181	786	9355	1195	1390	344	11749	13700	12701	17750
2310022B05Rik	1178	1291	5992	1320	644	347	12050	14251	12055	16899
2310028H24Rik	1287	1042	4109	646	741	742	5050	5600	5650	7350
2310030A07Rik	641	347	1442	296	296	297	1250	1600	1600	1000
2310030G06Rik	1723	1438	11351	1241	1244	391	16550	19142	18050	26600
2310030N02Rik	1090	696	4664	797	990	497	6100	6700	7150	10000
2310033E01Rik	880	1150	8097	1077	997	299	11255	10555	10559	13513
2310033P09Rik	1294	2038	13691	1984	1588	494	18901	23500	16750	24500
2310034C09Rik	697	245	1533	247	0	246	1000	2500	1450	1450
2310034G01Rik	1633	1429	9575	1240	1042	682	12300	13900	14400	14300
2310034O05Rik	686	492	2189	150	198	148	1100	1700	1850	1999
2310035C23Rik	1929	3021	19308	3023	2080	883	30950	36300	31351	46800
2310035K24Rik	1278	2772	20419	1489	1586	593	31200	33202	33957	43801
2310036O22Rik	1480	3892	27776	3223	2480	1035	44300	55798	41400	59449
