Xkr4	21
Xkr4	23
Xkr4	27
Rp1	13
Rp1	21
Rp1	25
Rp1	25
Rp1	22
Rp1	22
Rp1	21
Rp1	24
Sox17	26
Sox17	24
Sox17	27
Sox17	25
Sox17	27
Mrpl15	
Mrpl15	22
Mrpl15	28
Mrpl15	
Mrpl15	23
Mrpl15	23
Mrpl15	
Mrpl15	36
Mrpl15	36
Mrpl15	32
Mrpl15	32
Mrpl15	
Mrpl15	64
Mrpl15	64
Lypla1	94
Lypla1	94
Lypla1	23
Lypla1	26
Lypla1	20
Lypla1	23
Lypla1	19
Lypla1	24
Lypla1	22
Tcea1	71
Tcea1	71
Tcea1	66
Tcea1	20
Tcea1	20
Tcea1	20
Tcea1	11
Tcea1	11
Tcea1	11
Tcea1	12
Tcea1	12
Tcea1	12
Tcea1	25
Tcea1	25
Tcea1	25
Tcea1	24
Tcea1	24
Tcea1	24
Tcea1	25
Tcea1	25
Tcea1	25
Tcea1	22
Tcea1	22
Tcea1	22
Tcea1	22
Tcea1	22
Tcea1	22
Tcea1	16
Tcea1	16
Tcea1	16
Rgs20	21
Rgs20	21
Rgs20	13
Rgs20	13
Rgs20	22
Rgs20	22
Rgs20	26
Rgs20	26
Rgs20	25
Rgs20	20
Rgs20	18
Atp6v1h	58
Atp6v1h	37
Atp6v1h	25
Atp6v1h	21
Atp6v1h	24
Atp6v1h	27
Atp6v1h	20
Atp6v1h	17
Atp6v1h	17
Atp6v1h	24
Atp6v1h	20
Atp6v1h	20
Atp6v1h	23
Atp6v1h	28
Oprk1	25
Oprk1	25
Oprk1	23
Oprk1	23
Oprk1	17
Oprk1	17
Oprk1	21
Oprk1	21
Npbwr1	22
Rb1cc1	122
Rb1cc1	31
Rb1cc1	18
Rb1cc1	17
Rb1cc1	18
Rb1cc1	12
Rb1cc1	19
Rb1cc1	26
Rb1cc1	27
Rb1cc1	25
Rb1cc1	26
Rb1cc1	30
Rb1cc1	21
Rb1cc1	22
Rb1cc1	24
Rb1cc1	18
Rb1cc1	17
Rb1cc1	14
Rb1cc1	10
Rb1cc1	17
Rb1cc1	24
Rb1cc1	26
Rb1cc1	22
Rb1cc1	23
Fam150a	28
Fam150a	21
Fam150a	19
Fam150a	18
Fam150a	17
St18	18
St18	18
St18	23
St18	23
St18	
St18	17
St18	
St18	24
St18	
St18	
St18	
St18	
St18	22
St18	22
St18	
St18	22
St18	
St18	25
St18	25
St18	
St18	25
St18	
St18	24
St18	24
St18	
St18	24
St18	
St18	17
St18	17
St18	
St18	17
St18	
St18	29
St18	29
St18	
St18	29
St18	
St18	18
St18	18
St18	
St18	18
St18	
St18	32
St18	32
St18	
St18	32
St18	
St18	21
St18	21
St18	
St18	21
St18	
St18	16
St18	16
St18	
St18	16
St18	
St18	15
St18	15
St18	
St18	15
St18	
St18	17
St18	17
St18	
St18	17
St18	
St18	17
St18	17
St18	
St18	17
St18	
St18	23
St18	23
St18	
St18	23
St18	
St18	26
St18	26
St18	
St18	26
St18	
St18	17
St18	17
St18	
St18	17
St18	
St18	14
St18	14
St18	
St18	14
St18	
St18	16
St18	16
St18	
St18	16
St18	
St18	18
St18	18
St18	
St18	18
St18	
St18	27
St18	27
St18	
St18	27
St18	
St18	23
St18	23
St18	
St18	23
St18	
St18	21
St18	21
St18	
St18	21
Pcmtd1	56
Pcmtd1	27
Pcmtd1	21
Pcmtd1	24
Pcmtd1	34
Pcmtd1	21
Sntg1	21
Sntg1	25
Sntg1	28
Sntg1	21
Sntg1	18
Sntg1	12
Sntg1	19
Sntg1	23
Sntg1	18
Sntg1	14
Sntg1	26
Sntg1	21
Sntg1	21
Sntg1	24
Sntg1	14
Sntg1	14
Sntg1	14
Sntg1	30
Sntg1	21
Sntg1	16
Sntg1	22
Rrs1	70
Adhfe1	
Adhfe1	36
Adhfe1	
Adhfe1	26
Adhfe1	21
Adhfe1	
Adhfe1	22
Adhfe1	
Adhfe1	26
Adhfe1	
Adhfe1	26
Adhfe1	
Adhfe1	19
Adhfe1	
Adhfe1	27
Adhfe1	
Adhfe1	21
Adhfe1	
Adhfe1	18
2610203C22Rik	
Adhfe1	
Adhfe1	29
Adhfe1	
Adhfe1	27
2610203C22Rik	
Adhfe1	
Adhfe1	15
Adhfe1	
Adhfe1	24
3110035E14Rik	24
3110035E14Rik	14
3110035E14Rik	27
2610203C22Rik	
3110035E14Rik	14
2610203C22Rik	
3110035E14Rik	27
3110035E14Rik	18
2610203C22Rik	
Mybl1	21
Mybl1	21
Mybl1	17
Mybl1	13
Mybl1	14
Mybl1	14
Mybl1	30
Mybl1	24
Mybl1	19
Mybl1	25
Mybl1	19
Mybl1	18
Mybl1	27
Mybl1	25
Mybl1	21
Mybl1	44
Vcpip1	28
Vcpip1	29
Vcpip1	74
1700034P13Rik	
1700034P13Rik	
1700034P13Rik	
1700034P13Rik	
Sgk3	43
Sgk3	43
Sgk3	26
Sgk3	19
Sgk3	32
Sgk3	32
Sgk3	32
Sgk3	25
Sgk3	25
Sgk3	25
Sgk3	26
Sgk3	26
Sgk3	26
Sgk3	23
Sgk3	23
Sgk3	23
Sgk3	23
Sgk3	23
Sgk3	23
Sgk3	24
Sgk3	24
Sgk3	24
Sgk3	17
Sgk3	17
Sgk3	17
Sgk3	17
Sgk3	17
Sgk3	17
Sgk3	20
Sgk3	20
Sgk3	20
Sgk3	26
Sgk3	26
Sgk3	26
Sgk3	27
Sgk3	27
Sgk3	27
Sgk3	21
Sgk3	21
Sgk3	21
Sgk3	27
Sgk3	27
Sgk3	27
Sgk3	24
Sgk3	24
Sgk3	24
Sgk3	26
Sgk3	26
Sgk3	26
Sgk3	17
Sgk3	17
Sgk3	17
6030422M02Rik	21
6030422M02Rik	25
6030422M02Rik	26
6030422M02Rik	24
6030422M02Rik	25
6030422M02Rik	23
6030422M02Rik	27
6030422M02Rik	30
6030422M02Rik	23
6030422M02Rik	20
6030422M02Rik	33
6030422M02Rik	31
6030422M02Rik	23
6030422M02Rik	20
6030422M02Rik	32
Snhg6	
Snhg6	
Snord87	
Snhg6	
Snhg6	
Ppp1r42	26
Ppp1r42	30
Ppp1r42	19
Ppp1r42	34
Ppp1r42	26
Ppp1r42	26
Ppp1r42	27
Ppp1r42	27
Ppp1r42	22
Ppp1r42	22
Ppp1r42	23
Ppp1r42	23
Ppp1r42	18
Ppp1r42	18
Cops5	20
Cops5	24
Cops5	31
Cops5	35
Cops5	33
Cops5	28
Cops5	29
Cops5	108
Cspp1	107
Cspp1	26
Cspp1	26
Cspp1	16
Cspp1	21
Cspp1	15
Cspp1	16
Cspp1	21
Cspp1	24
Cspp1	19
Cspp1	24
Cspp1	30
Cspp1	16
Cspp1	22
Cspp1	26
Cspp1	15
Cspp1	27
Cspp1	28
Cspp1	18
Cspp1	17
Cspp1	17
Cspp1	40
Cspp1	36
Cspp1	22
Cspp1	19
Cspp1	24
Cspp1	28
Cspp1	28
Cspp1	30
Cspp1	33
Arfgef1	21
Arfgef1	19
Arfgef1	21
Arfgef1	26
Arfgef1	28
Arfgef1	23
Arfgef1	18
Arfgef1	26
Arfgef1	27
Arfgef1	21
Arfgef1	20
Arfgef1	25
Arfgef1	27
Arfgef1	26
Arfgef1	23
Arfgef1	21
Arfgef1	20
Arfgef1	34
Arfgef1	32
Arfgef1	29
Arfgef1	28
Arfgef1	21
Arfgef1	22
Arfgef1	22
Arfgef1	23
Arfgef1	18
Arfgef1	18
Arfgef1	17
Arfgef1	32
Arfgef1	26
Arfgef1	31
Arfgef1	24
Arfgef1	15
Arfgef1	21
Arfgef1	23
Arfgef1	25
Arfgef1	25
Arfgef1	121
Cpa6	26
Cpa6	27
Cpa6	23
Cpa6	14
Cpa6	18
Cpa6	9
Cpa6	14
Cpa6	18
Cpa6	30
Cpa6	20
Mir467e	
Mir467e	
