Gene ID	CV-H3K9ac_F1.sort.bam	CV-H3K9ac_F2.sort.bam	CV-H3K9ac_F4.sort.bam	CV-H3K9ac_F5.sort.bam	CV-H3K9ac_F6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
1700045I19Rik	1295	1349	600	448	599	850	1200	750	1050
1700046C09Rik	1845	1735	847	998	1148	900	1450	1300	950
1700047G03Rik	2342	1847	1541	950	698	1650	1550	2700	2000
1700047I17Rik2	4042	4639	5045	4044	1491	10750	14250	10800	16250
1700047L14Rik	2684	1800	1197	995	886	2200	1600	1350	1450
1700047M11Rik	1896	1795	1098	897	399	1800	1950	1950	1850
1700048M11Rik	2442	2991	2146	1350	997	2250	2500	2850	1550
1700048O20Rik	2432	2090	1196	999	947	2750	2200	2150	1900
1700049E15Rik	1887	1540	1497	1049	896	1501	2100	2000	1200
1700049E22Rik	2932	2643	1493	998	1197	2350	2200	2500	2150
1700049G17Rik	3541	3292	3788	3537	1350	10450	11900	11252	14750
1700049L16Rik	1938	1292	799	649	550	500	1900	1300	300
1700051A21Rik	2492	2844	2098	892	1199	2850	2800	2150	3700
1700052I22Rik	2642	3743	3188	2343	1299	6500	4400	6049	7951
1700052K11Rik	10819	17862	18431	19128	5141	52905	63002	52953	68604
1700052N19Rik	4831	7385	5291	4741	2340	18850	21651	21352	29549
1700054A03Rik	2844	2748	2043	1598	1443	4450	4250	3800	4950
1700054K19Rik	2544	2292	2097	1446	940	2000	3450	2000	3050
1700054M17Rik	2641	2246	2294	1698	1048	2550	2600	2750	2000
1700054N08Rik	3828	3797	3688	4490	1946	10198	10800	10200	14401
1700054O13Rik	1247	698	649	500	450	600	900	950	900
1700055C04Rik	2347	2747	1691	1545	1000	1600	2200	2050	3149
1700055N04Rik	2813	2743	1449	1598	1099	3650	2850	3900	3502
1700056E22Rik	6387	8987	9127	8939	3691	23902	22300	20249	29750
1700057G04Rik	2095	1743	1147	997	598	1450	2300	1750	1600
1700057H15Rik	1834	2044	1496	1443	950	1650	1750	1900	1600
1700057K13Rik	2642	1996	999	1097	1199	1100	2500	1350	1450
1700058G18Rik	1796	1745	800	800	600	1600	1750	1800	1800
1700060C16Rik	1946	2043	798	649	698	1250	1500	1800	700
1700060C20Rik	2943	2732	2140	2193	950	3250	2550	3350	3451
1700061F12Rik	1398	1295	547	500	746	950	2000	1350	800
1700061G19Rik	2494	3639	2096	1350	1192	2050	2750	2500	2300
1700061I17Rik	1547	1298	1446	198	698	600	2000	1800	800
1700061J05Rik	3142	2341	1896	843	848	2250	3500	2201	2100
1700063A18Rik	1790	1197	1194	450	900	1150	1800	1250	750
1700063D05Rik	3096	2585	2289	1595	796	4950	6952	5247	7600
1700063O14Rik	2685	2089	1250	900	997	1950	2800	2200	2300
1700064J06Rik	2133	2393	1299	1149	1896	1700	1500	1150	1450
1700064M15Rik	1642	3346	1794	850	694	2949	3300	2550	3252
1700065D16Rik	3693	4937	3987	3591	1398	14296	14000	11596	14800
1700065I16Rik	1896	2597	1400	1199	899	1600	1600	1800	1850
1700065I17Rik	2343	1942	1648	1034	844	1749	2100	1350	1500
1700065J11Rik	1744	3240	1443	996	948	1950	2450	1850	2800
1700065J18Rik	2594	2096	1048	699	1199	1200	2050	1750	1650
1700065O20Rik	1982	1701	999	997	448	1750	2550	2050	1250
1700066B17Rik	2545	1597	948	698	996	1550	1900	1701	1650
1700066B19Rik	3945	3638	2845	3236	2047	6800	8003	7902	9448
1700066J24Rik	3086	2393	1844	1197	849	2499	2300	3050	2450
1700066M21Rik	4732	5736	4748	4788	1497	14150	14450	13600	16902
1700066N21Rik	2236	1849	1048	398	500	1350	1600	1300	1450
1700066O22Rik	2239	1294	1349	750	692	1650	1600	2150	2100
1700067G17Rik	3045	3133	3292	2293	1247	8050	8350	7050	9650
1700067K01Rik	2444	2540	1445	1894	1193	3749	2650	2951	4250
1700067P10Rik	2735	2883	1641	950	1096	1900	1600	1950	1550
1700069L16Rik	2026	2146	1599	1346	843	1950	2150	1700	1700
1700069P05Rik	2137	1988	1350	1044	1100	1500	1650	1050	1250
1700071K01Rik	2248	2243	1498	800	449	950	1500	950	1300
1700071M16Rik	1995	2097	1396	947	797	2300	1450	1900	1250
1700072B07Rik	1995	2839	2197	994	1347	2000	1700	2050	2150
1700072O05Rik	2643	2542	1199	1448	794	1900	2100	1250	1750
1700073E17Rik	1799	1897	1693	845	895	2150	2652	1300	1902
1700074H08Rik	1945	2742	896	846	597	2150	2100	1600	2600
1700074P13Rik	2640	1793	1249	750	1147	900	1800	1700	700
1700080E11Rik	2746	1950	1637	1000	747	1750	1500	1500	1000
1700080N15Rik	2441	1992	1295	550	648	1400	1600	1550	1200
1700080O16Rik	997	1848	549	300	297	1100	650	800	350
1700081H04Rik	2343	2837	1549	1097	1396	1650	2303	2200	1350
1700081H22Rik	1944	1348	650	450	639	600	1700	950	550
1700081L11Rik	9869	14068	13897	16157	4090	56450	62613	55863	72706
1700084C01Rik	2778	2844	1796	1148	1443	2650	2450	2699	3000
1700084E18Rik	6023	7869	7268	7580	2744	25835	28435	25641	36934
1700084F23Rik	2785	1694	1495	1247	993	1150	1350	1500	1050
1700084J12Rik	2093	1295	946	799	1048	750	2250	1250	1050
1700085B03Rik	3447	1991	1846	1150	998	2100	1650	1300	1750
1700085C21Rik	2049	2499	1148	1047	995	1650	1750	1800	2100
1700086L19Rik	1935	2340	1398	1295	1049	2500	2250	1550	1850
1700086O06Rik	4889	7188	6685	6828	2337	20151	22600	19450	25849
1700088E04Rik	4231	5442	4591	5034	2090	13499	15200	12552	15550
1700090G07Rik	2801	2944	1249	1442	1142	1600	2550	1850	2450
1700091E21Rik	2594	1748	1146	897	999	1150	1500	1550	2099
1700092C02Rik	1942	1796	1041	847	448	650	2049	1450	1300
1700092C10Rik	2398	1942	1096	1095	750	1450	1750	1400	1100
1700092E19Rik	2389	1842	1197	499	897	1050	1850	1250	700
1700092K14Rik	1747	1982	1298	847	900	1300	1750	1500	2150
1700092M07Rik	6785	9875	9134	7734	3043	30451	41700	29350	38499
1700093K21Rik	2388	2394	1741	949	541	1501	2250	1150	1097
1700094D03Rik	2244	1494	1597	697	1096	3049	2250	3052	3150
1700094J05Rik	2438	2198	1697	1148	797	2000	2350	1800	2150
1700094M24Rik	2342	2594	1591	1446	998	1150	1950	1350	1000
1700095A21Rik	3576	4493	3084	1947	1589	2047	2550	2050	1350
1700095B10Rik	1944	2293	1347	1249	1243	1000	1400	1650	1600
1700095B22Rik	2695	2150	1846	1098	799	2750	3000	3000	3300
1700096J18Rik	2694	4287	2796	1489	1348	5850	4800	5102	8200
1700096K18Rik	6737	7027	6341	8969	3095	28903	34651	33098	47345
1700097N02Rik	3240	2938	1991	1895	1348	3000	3450	3701	4200
1700100L14Rik	2039	1847	1546	1049	998	1650	1950	1700	1250
1700101E01Rik	3592	2742	2388	1697	1195	7500	7450	7150	10750
1700101I11Rik	3492	3392	3383	2495	748	9201	12799	10100	15650
1700101O22Rik	1797	1845	946	894	447	750	1750	800	550
1700102H20Rik	3292	3995	2238	2999	1500	8799	12150	9250	11050
1700102P08Rik	2546	2700	1650	948	999	2550	1850	2450	2200
1700104A03Rik	2645	2091	949	498	500	1700	1950	1401	1350
1700105P06Rik	5433	7941	7782	6834	1997	22000	23001	21200	26400
1700106J16Rik	2741	1941	1444	1097	1045	2350	1700	2000	2000
1700106N22Rik	5033	6539	5979	6236	1989	20900	22400	19750	31296
1700108F19Rik	2337	2995	1498	1095	550	2451	2150	2500	2100
1700108J01Rik	2681	1597	1446	1297	795	2250	2050	2100	2600
1700108M19Rik	2243	1295	1148	547	696	1100	2499	1650	1050
1700109F18Rik	2396	2191	1742	1593	950	2350	3000	1850	2800
1700109G14Rik	2197	2298	1596	1645	748	1750	1950	1400	1250
1700109G15Rik	2141	1646	1348	1048	1043	1150	1600	1600	1100
1700109H08Rik	2135	2094	1450	1097	698	1300	1800	1652	2250
1700109I08Rik	2046	1544	1194	899	849	1000	1400	1800	400
1700110C19Rik	1344	2338	1196	749	697	950	1350	1199	400
1700110I01Rik	2539	2292	1496	546	799	1400	1500	1150	1000
1700110K17Rik	3326	2937	1747	2142	1495	4950	4000	3850	6649
1700110M21Rik	2541	2143	1495	748	947	950	1750	1099	550
1700111N16Rik	997	1000	499	449	650	600	1300	500	450
1700112E06Rik	2185	3041	2692	1989	1394	5451	4400	4950	4600
1700112H15Rik	2090	1647	1195	699	699	1550	1650	1702	1350
1700113A16Rik	4292	5541	5342	6290	1747	15650	21851	16152	25949
1700113H08Rik	2191	1750	1449	848	846	1250	2050	950	1550
1700113I22Rik	4921	6089	4184	5585	2243	15000	17600	14604	22850
1700119H24Rik	3737	4390	3440	2746	2197	12602	10750	15550	17701
1700120C14Rik	3494	5467	5577	5589	1797	19299	21047	20349	28200
1700120E14Rik	3127	2449	1198	1094	498	2600	3100	2450	3050
1700120G07Rik	1942	1950	850	849	550	1700	1050	1550	1700
1700120K04Rik	2232	2594	2040	1649	1047	3248	2451	2500	2900
1700121L16Rik	1645	1001	692	997	499	750	850	700	450
1700121N20Rik	1983	2643	1945	899	848	850	1850	1000	700
1700122O11Rik	2684	2497	1494	1297	1497	3402	3299	4000	4850
1700123I01Rik	2283	2145	1638	1499	1247	2700	3452	3500	3600
1700123K08Rik	2190	1995	1399	1147	947	1350	1550	1400	1350
1700123L14Rik	1797	1448	1149	1000	648	900	1650	1301	750
1700123M08Rik	4584	4931	3734	3988	1995	10001	12750	9600	12700
1700123O12Rik	1993	1947	1545	647	749	1500	2000	1550	1350
1700123O20Rik	7482	10805	11081	9262	2744	35596	47800	33101	50098
1700123O21Rik	2544	1697	1098	745	900	1000	1944	1500	700
1700125D06Rik	2591	2942	1946	1548	1648	2750	2950	3850	3849
1700125G02Rik	2100	2696	1896	1447	1087	2350	2150	1550	1600
1700125G22Rik	4593	5785	3297	4490	1191	17650	18745	15498	20001
1700125H03Rik	3422	2435	1097	1049	1394	2650	2700	2050	2800
1700125H20Rik	2440	1749	1298	1397	997	3600	3400	2998	3097
1700126H18Rik	2242	1846	1250	1396	1396	1450	1450	1800	1400
1700128A07Rik	1649	1298	1050	499	650	550	1650	1400	1300
1700128F08Rik	2692	1795	1197	649	848	1000	1350	1700	1150
1700129C05Rik	2542	2447	1242	942	997	1451	1601	1350	1350
1810006J02Rik	2735	1842	1050	698	848	2250	2450	2250	2250
1810006K21Rik	5882	7885	6142	6091	2295	23250	28349	24601	33901
1810007C17Rik	1444	1345	1045	299	395	850	1500	1700	700
1810007D17Rik	2299	2140	897	1093	850	1050	1550	1600	900
1810007I06Rik	3387	3593	2395	2246	1097	4150	4350	4404	5300
1810008A18Rik	4539	5673	5630	7020	2073	18550	20650	19800	30301
1810008I18Rik	2790	3641	1843	1098	843	3400	3100	2350	2650
1810009A15Rik	5332	6290	4586	6087	1895	18702	25203	21750	28550
1810009J06Rik	2471	1296	1046	949	1047	700	2447	950	950
1810010D01Rik	3188	3492	2999	1846	1248	5300	5001	5450	5950
1810010H24Rik	4582	6380	5942	4297	1745	15000	17350	13850	20750
1810011H11Rik	1896	3492	1893	1148	850	1700	2500	2250	2000
1810011O10Rik	8033	12067	9050	7769	2892	51548	63102	61451	70999
1810012K16Rik	5818	8840	8389	7685	2494	36905	38604	34503	39509
1810012P15Rik	3641	4181	2993	2594	1444	8251	9850	9550	12150
1810013A23Rik	6240	10129	7367	9879	3493	23297	29144	23650	32850
1810013D10Rik	5026	6777	4688	6529	2242	18249	23850	19250	25952
1810013L24Rik	10515	15918	15925	15509	5083	52048	60698	41999	57203
1810014B01Rik	4090	3346	4539	3897	1594	11100	11700	12450	15050
1810014F10Rik	2989	3792	3045	2491	1198	7350	7700	7600	9300
1810018F18Rik	2260	2044	1098	648	1194	1450	1850	1700	1700
1810019D21Rik	6726	7882	8178	7877	3235	24550	27050	24400	33500
1810019J16Rik	6485	8331	8385	9173	2598	27901	30799	26151	38550
1810020D17Rik	6640	9418	9139	9980	2743	34200	31448	33399	44998
1810020O05Rik	2192	2443	1249	1099	1194	1600	1800	1250	1300
1810021B22Rik	8814	15441	13109	15074	3998	41048	50797	40599	50451
1810022K09Rik	4263	5196	4194	3673	1245	11700	20350	15200	19550
1810024B03Rik	4028	4788	4833	3846	1797	12799	14751	15500	20101
1810026B05Rik	17463	27746	25721	27946	6940	90551	114994	104350	121852
1810026J23Rik	6689	8378	7580	7875	2197	23948	25400	22600	33100
1810027O10Rik	3933	4291	3029	2896	1200	10098	9001	10750	14499
1810029B16Rik	3290	3842	3541	3242	1295	13903	12097	12297	14903
1810030J14Rik	2340	1049	893	797	699	2050	2150	1300	1250
1810030N24Rik	3185	3244	2445	2494	1191	9050	11700	10002	16751
1810030O07Rik	2145	2948	2895	2488	1247	10250	11050	6700	13201
1810031K17Rik	6170	10517	10522	11806	3144	41004	44226	39176	58256
1810032O08Rik	5384	5644	4540	4819	1194	16101	17951	15500	20650
1810033B17Rik	1846	2391	1095	899	399	2050	2250	2100	1950
1810034E14Rik	3842	3996	4090	4091	995	14647	13650	11850	15550
1810035I16Rik	3379	2739	1896	1947	1440	1850	2000	2150	2750
1810035L17Rik	4829	6178	5086	4735	1448	22651	26346	20150	28299
1810037I17Rik	3887	4085	2741	3494	1196	13301	14704	16802	26860
1810041L15Rik	1940	2395	1395	1448	1048	1250	1700	750	1050
1810043G02Rik	3027	3344	1998	2247	1498	4450	3700	3250	5350
1810043H04Rik	7633	10325	9125	11935	2893	31801	36101	29150	43100
1810044D09Rik	3688	4136	3689	3490	898	15400	16051	12950	20102
1810046J19Rik	3289	4283	4339	4347	1594	13650	14501	14250	19600
1810046K07Rik	2139	2096	942	1097	799	1400	2300	2400	2300
1810048J11Rik	3026	2243	1246	1199	1271	3200	3800	3749	4450
1810049H13Rik	4584	6232	5562	6177	2495	18201	17750	21450	28399
1810053B23Rik	2185	1895	1048	1046	1340	1300	2300	1700	1500
1810055G02Rik	4887	6138	5785	5245	1724	16550	28301	16800	18203
1810058I24Rik	4188	4989	2989	2248	1447	11650	12100	10800	14500
1810062G17Rik	3091	2794	2397	2294	1447	4900	4850	4000	6200
1810062O18Rik	5735	8674	7538	8190	2392	27250	30098	23350	35200
1810063B05Rik	5241	5929	4245	4594	1745	16399	17049	16200	20800
1810063B07Rik	4136	5831	5098	6589	2147	16600	19099	16700	23249
1810064F22Rik	2542	2092	1444	1944	1295	3400	3750	4100	4900
1810065E05Rik	2736	2847	2046	1797	1146	1950	2050	2350	2050
1810074P20Rik	3798	5932	4241	4490	1350	13300	19901	13251	18001
2010001E11Rik	3144	4687	2846	2746	1593	15351	14100	15650	15450
2010001M06Rik	6037	8537	7633	8070	2341	22701	25500	26901	33000
2010001M09Rik	2491	2447	1546	849	949	1600	2550	1750	2250
2010002M12Rik	3691	2747	2249	2095	1396	6150	6950	7550	12901
2010002N04Rik	4784	5083	4672	4840	1494	16050	16450	14101	18750
2010003K11Rik	5817	9379	12061	9331	3096	27350	53000	37750	38951
2010003K15Rik	4186	4136	3441	2538	1945	12400	14001	11700	15302
2010003O02Rik	5731	9315	8919	10713	2943	28901	37700	31351	42350
2010005H15Rik	1649	1992	850	896	599	1750	2950	1800	1450
2010009K17Rik	4934	4044	2445	2247	1401	3700	3850	4350	4700
2010010A06Rik	6070	7578	4787	4543	2296	14051	16350	16503	19250
2010011I20Rik	3891	4286	3235	3445	1143	9350	9299	9851	13850
2010012O05Rik	2891	2843	2244	2196	948	4650	6951	6800	8051
2010015L04Rik	2941	2188	1647	695	1097	2050	3100	2900	2050
2010016I18Rik	4239	4688	3837	4333	1449	11150	10500	11750	14300
2010106C02Rik	4537	3092	2348	2393	1545	6750	7750	7200	11850
2010106E10Rik	1300	1546	1000	1048	747	9250	12200	10800	16901
2010106G01Rik	4766	7676	5533	4880	2044	23149	22901	23602	30602
2010107E04Rik	5437	6589	6782	7389	2487	17847	26751	22301	27150
2010107G12Rik	2893	2244	1542	1246	1100	2950	2300	2200	3300
2010107G23Rik	3638	4337	3398	4493	2042	10700	10050	9851	12150
2010107H07Rik	3583	5625	4239	4744	1594	13150	15400	15501	20150
2010109A12Rik	7529	12578	11785	11074	3486	37352	51559	40698	56460
2010109I03Rik	3040	3292	2989	3143	1795	6650	6650	10101	13450
2010109K11Rik	9123	13358	14509	14768	3839	38100	57553	38649	50600
2010110P09Rik	5038	7733	6386	5137	2396	18801	19246	18603	23754
2010111I01Rik	2690	1689	1099	450	1147	1950	2847	1500	2050
2010204K13Rik	1000	1445	800	997	449	2050	2350	2350	2801
2010300C02Rik	3093	4939	3334	4646	1546	9500	9100	10250	13451
2010305A19Rik	4226	4344	5225	4121	2347	13699	16801	14500	20046
2010308F09Rik	1746	1743	1197	645	500	2150	1894	2450	2950
2010310C07Rik	3547	3393	3187	2737	1048	14601	23002	16550	15350
2010315B03Rik	4539	6239	4992	4244	1247	18048	21500	18900	24350
2010317E24Rik	3680	4939	4292	3742	1597	9750	9050	10150	15050
2010320M18Rik	7671	12330	10321	11975	3497	34947	41596	31450	45199
2010321M09Rik	4539	5935	4237	4886	1648	17150	19100	15801	21400
2200002D01Rik	15009	27352	29628	26237	5780	92001	132853	83348	113856
2200002J24Rik	2890	2147	2148	1392	1301	3450	3050	3100	4300
2200002K05Rik	6185	9871	7679	8325	2346	19352	20900	21704	24002
2210009G21Rik	6019	7533	6639	7475	1798	29105	34000	25154	42945
2210010C04Rik	2642	1646	1043	896	644	1700	1500	1100	900
2210010C17Rik	4637	6831	6440	5685	2692	19650	26847	24897	36850
2210012G02Rik	6332	8225	8069	8927	2996	33000	32707	30851	44251
2210013O21Rik	1949	2098	1600	1650	850	6149	6901	5949	7655
2210015D19Rik	4345	5388	5787	5143	2042	14301	18800	16100	22099
2210016F16Rik	7383	10427	9824	7788	3048	32000	31801	29253	38898
2210016L21Rik	3738	4433	2794	3244	1444	10402	10558	11999	17254
2210018M11Rik	4991	6334	4638	5831	1594	19451	21750	19800	30700
2210019I11Rik	2591	2534	1094	2048	1643	2450	2950	3500	3200
2210020M01Rik	2834	3094	3048	2689	1047	5800	5750	7550	7600
2210021J22Rik	3878	4982	4678	4894	1596	14100	17398	15899	22000
2210039B01Rik	2778	3824	3297	2950	1246	10400	9550	9650	13750
2210403K04Rik	8488	11605	10491	10687	2692	43649	53953	49549	64199
2210404J11Rik	4040	4690	3789	3792	2048	17602	20799	17600	25450
2210404O07Rik	6987	11618	11130	9474	3243	38399	36649	33050	38854
2210404O09Rik	3086	4244	2831	3044	1092	11351	11400	11450	16300
2210407C18Rik	3088	3640	1850	2546	1397	2800	3300	3200	2700
2210408F21Rik	2391	2750	2196	1598	1149	4650	3300	3500	4751
2210408I21Rik	3489	4845	4247	4694	1648	15699	17500	14150	22500
2210409D07Rik	2571	2441	1243	1000	1098	1450	2200	1700	1300
2210409E12Rik	4342	4792	3297	3248	1595	9298	9346	8494	11096
2210411K11Rik	5178	6583	7938	7778	2499	19000	26348	18702	25750
2210414B05Rik	2785	1347	1146	1000	598	1100	1750	1300	1250
2210415F13Rik	6980	9712	10630	11627	2748	14900	17400	18000	18250
2210416O15Rik	3047	3642	2696	1746	1547	6100	4700	6350	7750
2210417A02Rik	3340	3492	2894	2546	1500	5500	6050	7300	9249
2210417K05Rik	3810	3145	2943	2097	1348	7750	6049	5900	6851
2210420H20Rik	2220	1940	1048	800	785	1801	2200	2100	1650
2300002M23Rik	2075	2348	1498	1428	1096	2000	2750	2650	2001
2300003K06Rik	2344	2098	946	748	1293	1150	1300	1750	1200
2300005B03Rik	2044	2645	1897	1150	997	1900	2000	2050	1350
2300009A05Rik	5359	6431	6684	7181	2399	18843	20050	20450	22749
2310001A20Rik	3670	3547	4570	3797	1443	10850	12200	11900	15147
2310001H17Rik	6429	8922	7622	9678	1898	26600	32047	28099	32508
2310001H18Rik	2347	1844	750	845	675	1250	1499	2248	1500
2310001K24Rik	3791	4435	3047	3542	1741	10350	9150	9749	14853
2310002D06Rik	1826	2340	1345	1098	697	2700	2550	2200	1700
2310002J15Rik	2441	3441	2397	1598	1343	5900	5950	5050	8250
2310002L09Rik	1695	1548	897	795	796	1150	1600	1350	450
2310002L13Rik	2047	1598	400	495	898	1050	2000	1250	950
2310003C23Rik	2887	4845	3834	3047	1490	14100	14600	13401	18901
2310003F16Rik	4038	4531	2889	3624	1890	14000	15800	13452	21050
2310003H01Rik	2943	4883	3843	4391	1645	9899	11601	10200	14199
2310003L22Rik	4942	6082	4749	4236	1796	19799	22206	19000	28300
2310004I24Rik	5090	7884	7623	6339	2640	31003	36454	29255	42105
2310004N24Rik	8012	11376	12460	10876	3588	40499	54303	46502	59611
2310005A03Rik	3833	3943	2246	2847	1542	12048	12250	12600	16653
2310005E17Rik	2493	2047	1396	996	1096	1700	2001	2200	1550
2310005G13Rik	2240	1948	897	1000	650	1399	2150	2400	2500
2310007B03Rik	3425	4239	3389	3277	1493	8950	8900	9400	12600
2310007L24Rik	2934	3392	2531	1394	844	3100	2299	3150	2450
2310008H04Rik	3540	3928	2995	2841	1144	7251	10250	8100	10598
2310008H09Rik	3928	4234	3488	3196	1398	12100	14401	11749	15501
2310008N11Rik	2328	2046	1547	750	999	1450	2450	1850	1500
2310009A05Rik	4683	5978	5135	4192	1594	18250	19000	19250	23700
2310009B15Rik	2842	3189	1843	2148	999	6348	6349	5198	6701
2310010J17Rik	10018	16527	15374	17574	3194	55001	73315	60406	78121
2310010M20Rik	2318	2042	1348	1048	896	1750	2950	2450	2647
2310011J03Rik	4658	5685	4991	5976	2295	16250	18149	16850	22798
2310014F07Rik	1892	2191	1143	798	850	2400	1800	1900	1800
2310014L17Rik	2930	3044	2096	1691	698	4350	3300	4200	4600
2310015A10Rik	4796	6825	5686	5495	2046	18998	18049	20249	26300
2310015B20Rik	1933	2547	1198	1096	1043	2150	3100	2300	3200
2310015D24Rik	2690	2192	1446	1298	841	1900	1650	1900	2150
2310016D03Rik	2296	1799	1399	500	845	699	2150	1499	750
2310016M24Rik	5127	7514	8623	8286	2695	23500	24452	22844	33901
2310020H05Rik	2445	1994	1199	598	751	1351	1750	1250	1300
2310021P13Rik	6115	5588	4666	5222	1945	16550	20898	16347	25797
2310022A10Rik	4483	4636	3946	5140	1844	11749	13700	12701	17750
2310022B05Rik	3528	4491	3620	3744	1647	12050	14251	12055	16899
2310028H24Rik	3537	3842	2796	2641	1542	5050	5600	5650	7350
2310030A07Rik	2241	1497	1046	796	897	1250	1600	1600	1000
2310030G06Rik	4523	5938	4291	4994	1441	16550	19142	18050	26600
2310030N02Rik	3440	3345	3047	2640	1647	6100	6700	7150	10000
2310033E01Rik	3936	4500	4631	4451	1499	11255	10555	10559	13513
2310033P09Rik	5444	6789	6484	5988	2444	18901	23500	16750	24500
2310034C09Rik	2143	1495	1297	950	896	1000	2500	1450	1450
2310034G01Rik	4133	4679	4190	4292	1882	12300	13900	14400	14300
2310034O05Rik	2083	1542	1400	748	898	1100	1700	1850	1999
2310035C23Rik	5979	9471	8823	8780	3383	30950	36300	31351	46800
2310035K24Rik	5027	9322	7339	7538	1843	31200	33202	33957	43801
2310036O22Rik	7580	13342	11772	11780	3885	44300	55798	41400	59449
2310037I24Rik	5184	7337	5339	6738	1549	17150	20400	16801	23201
2310039H08Rik	3595	5580	4542	4694	2143	13650	13400	13350	18400
2310039L15Rik	2941	1995	999	850	895	2150	3400	2749	2800
2310040G24Rik	2995	3436	2646	3190	1549	8350	7450	8549	10250
2310042D19Rik	2536	2342	1448	900	997	1400	2150	2000	2350
2310042E22Rik	2501	1897	1298	1148	849	1249	2200	2200	1400
2310043J07Rik	2540	3442	1497	1743	1599	2150	2350	2100	2150
2310043L19Rik	2895	1999	1792	797	1293	2600	2700	2500	3350
2310043O21Rik	3482	1949	1645	1201	799	2100	2299	1700	2300
2310044G17Rik	6225	8031	11871	9631	2395	29000	52549	34901	42447
2310044H10Rik	4086	5070	4441	4193	2367	9450	12900	9400	14750
2310045N01Rik	5682	5995	4241	4635	2044	19800	20502	20450	30751
2310046A06Rik	2142	2196	698	1050	700	900	2050	1550	1900
2310046O06Rik	3677	4991	4632	5642	1444	16350	13999	15800	16850
2310047B19Rik	3250	4189	2847	4135	1198	9900	10899	9101	12700
2310047M10Rik	9025	12325	11615	12124	3942	44900	43952	45801	59653
2310050B05Rik	3144	4595	3490	3631	1797	9100	7749	8550	11050
2310050C09Rik	2888	2095	1049	946	546	1000	1850	1650	1000
2310057J18Rik	2292	1048	895	397	250	1350	2050	1099	550
2310057M21Rik	5740	6544	6087	5440	2148	22499	24300	20397	32399
2310057N15Rik	1294	1988	1148	496	898	1250	2200	1200	800
2310061C15Rik	4798	6584	6024	6390	1647	21700	24949	20450	31000
2310061I04Rik	5742	8332	8533	8041	2846	20400	21801	23599	26300
2310061J03Rik	7403	10601	11636	11635	3195	36497	45552	36151	54050
2310061N02Rik	2380	1594	1395	1299	600	1850	2500	1950	2050
2310065F04Rik	1992	1846	1191	1349	796	1650	2400	1250	1800
