Gene ID	merged_CV-H3K9ac_1.sort.bam	merged_CV-H3K9ac_2.sort.bam	merged_CV-H3K9ac_3.sort.bam	merged_CV-H3K9ac_4.sort.bam	merged_CV-H3K9ac_5.sort.bam	merged_CV-H3K9ac_6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
Cox15	1839.175627605101	2527.4089724138967	4256.961465917628	3377.346563946547	5199.578048879429	2044.0	9893.428802444367	7796.839076720975	7916.485797056937	12872.834182714647
Cox16	1531.0187672866061	1612.7600428246224	2919.3012303103915	2246.785829150626	2709.3382022424157	1095.0	8850.73290865506	7726.565786087331	7917.358185155131	9956.935401466288
Cox17	1353.7924039578945	1993.509248397832	2981.4872155463363	2310.644591116044	3506.4643334084126	1249.0	6489.377257913325	4492.9455618555785	5735.951745622278	8161.466578002638
Cox18	1456.5113573973927	1588.0857926310514	2707.33963808064	3545.4645291208108	4666.082459417494	1450.0	6414.295197845521	5646.336535986895	6149.899898215095	8589.813499413527
Cox19	1930.320614459867	2228.340043343543	3071.7230494418986	3221.609379153334	6047.470872197898	2144.0	7259.589913840667	5086.947157808627	7021.851802359501	9890.104311110033
Cox4i1	2974.509412276175	4945.06007327708	7738.053533061682	7936.080224253328	10119.49396905928	3340.0	17276.33229838315	12706.180106958001	16075.931679460766	22516.246549556632
Cox4i2	862.2605105625488	1039.296434877487	862.4005356763566	1298.6786999701849	888.8624345292344	898.0	1292.8036832866942	1066.3360021523238	1199.9698290651625	1502.578205996309
Cox4nb	2975.2327851877208	4987.601883955651	7711.591411684684	7936.080224253328	10208.558341256597	3241.0	17152.024251913273	12618.775516617648	16032.31227455109	22471.39346878062
Cox5a	2670.6927894269547	4289.490770720303	6065.912083249194	6568.981422177338	9023.111547310295	3293.0	13948.35727829167	11169.957027135933	12126.63075893878	16528.3602659594
Cox5b	1441.6822127107046	2755.007659544251	4223.619192982611	4419.938596035005	5822.1380105386825	2142.0	9248.518657358658	7202.1382440452035	8353.116040202785	10114.36971499008
Cox6a1	1714.3938003634569	3248.0672453088873	4285.805178218556	3807.415777183036	5510.41270784807	2544.0	9123.713378702903	7691.95356831255	8941.9780064834	11930.919486418454
Cox6a2	1027.9129073065285	1188.6181903592708	1074.6267491198787	1028.9080116672965	1377.8258378925107	1098.0	1516.558166932468	1171.2215105607493	1417.6306595644414	1547.4312867723183
Cox6b1	1499.5520456343656	2397.6564498442553	3540.631840242299	3510.9286680578807	3863.612465919658	1445.0	8353.003490589683	6659.880165573645	7591.085036430761	10136.796255378085
Cox6b2	884.3233843646946	955.0636497339165	1172.2719770010003	1656.4180909805368	1511.4223961884877	899.0	1441.9733390505435	1293.5879370372454	1592.1082792031418	2713.611386948558
Cox6c	2253.668305920823	3351.8692633646006	5048.972758731171	4717.728945200271	5951.281350224794	2495.0	10342.926698479432	8355.878836537882	9203.69443594145	11663.146594185679
Cox7a1	1321.240622938335	1763.3580526267633	1692.781904486546	1787.3937150116494	2532.100101569753	799.0	4103.159997877616	2814.7774273207738	3642.2203099578724	4485.308077600923
Cox7a2	2236.6690424994977	3711.77298170531	5195.572911159738	4576.979020868329	5555.835537668701	1849.0	12356.21981910552	10628.048567025735	11668.190813338095	15115.488221515108
Cox7a2l	2350.961962523728	3099.1709079338893	4961.383136973308	4120.193386809573	6308.429482736039	2439.0	13549.577065216314	10994.09899137114	11144.757954421993	15947.06433910232
Cox7b	1028.2745937623013	2335.545406253542	4390.065936443926	2470.291496029589	2839.3721856505003	1094.0	8776.148080773135	8199.599429009328	7676.142876004627	8792.997955328849
Cox7b2	900.9609613302471	655.9947206635632	566.5540186815218	551.2705369667719	484.51018475341033	399.0	696.1250602312969	559.3893781782683	545.242561370939	358.8246462080738
Cox7c	2778.8370397030462	3609.2472179699544	7965.892398117632	6014.452785110289	8621.43122870039	3289.0	13375.54580015849	12114.625839534483	12278.862482073546	15900.41713509527
Cox8a	2815.0056852803345	4499.647315472443	7077.029741064278	6890.230092064594	9333.946206278933	3001.0	12978.75451582665	10787.474539806542	10993.39861938542	15452.334858142938
Cox8b	937.1296069075353	1314.5419499678405	934.1128846080205	1170.3095560192935	1330.621720627932	1347.0	1168.4956368168198	1136.2596744246075	1243.1530399257408	1771.6966906523644
Cox8c	846.346306508542	805.7418942521326	870.603793303226	650.3167800151754	756.1565199552305	749.0	522.0937951734726	542.2580784715587	566.6160697766798	740.0758328041522
Cp	595.6975926579354	638.1271601785634	773.7524290634142	488.7150150414645	399.89903116595815	796.0	795.5714974071964	629.3130504505518	785.1492883741521	807.355453968166
Cpa1	646.3336964661387	974.6328826460591	825.0889445347898	778.0343039460114	1021.5683491032383	1242.0	646.4018416433471	577.2199146077006	806.9589908289897	852.2085347441753
Cpa2	739.2871155997692	1123.1038019142716	933.8482633942506	1105.147554013765	846.1115358745217	996.0	1118.77241822887	856.5649853354732	829.204887332924	897.0616155201844
Cpa3	703.480156478254	595.1599313932068	735.3823530667675	716.7820220608146	444.4312172646172	599.0	596.6786230553973	629.3130504505518	567.0522638257765	381.2511865960784
Cpa4	737.1169968651319	658.5472293042774	786.1896261106032	709.6142018402064	1154.2742636772423	1147.0	595.1869264977588	804.1222311312606	719.7201810096394	897.0616155201844
Cpa5	865.5156886645048	827.0127995914181	933.3190209667106	814.5250250691074	1063.4286040359777	846.0	696.1250602312969	769.1603949951188	479.8134540064263	628.3916616718892
Cpa6	790.6465923195184	826.5873814846324	761.0506108024553	586.4580180497574	578.0277755605944	649.0	546.9554044674475	471.98478783791387	610.2354746863549	313.97156543206455
Cpb1	808.0075421966167	614.3037461985637	618.6843977942074	713.5239219605381	356.2574887892723	549.0	397.7857487035982	734.1985588589771	610.6716687354517	538.2369693121107
Cpb2	813.071152577437	679.3927165367771	723.7390196608884	910.9647880372897	709.8430464126251	747.0	546.9554044674475	576.8702962463392	567.0522638257765	559.7664480845951
Cpd	1606.9729229989114	2589.0945978978243	3461.5100973250755	4420.59021605506	5519.319145067801	2394.0	9671.166015356232	6065.878569620597	8070.46229638809	11818.33825367067
Cpe	739.2871155997692	892.5271880364173	840.7015961472185	779.9891640061772	1286.9801782512461	749.0	919.8795438770708	978.9314118119695	1112.2948251967155	1233.4597213402537
Cpeb1	881.7915791742844	1148.2034702146284	747.8195501139564	1365.143942015824	844.3302484305754	843.0	969.6027624650206	699.2367227228353	1003.2463129225277	1233.9082521480138
Cpeb2	3859.917856008188	7007.912473080983	11753.94507323486	13893.842067618807	16666.615969284132	5384.0	29580.8399701572	22917.483587240928	24140.2872591615	30564.683364003726
Cpeb3	2452.5958565959077	3753.4639561703098	5757.099126779631	6636.098284243032	7246.277321973798	2294.0	16183.415953820013	13373.601558796949	12910.90765921474	19691.39952228357
Cpeb4	2162.523319066057	3459.9254624881705	6001.609128303089	5237.070101184333	6396.603211211384	2097.0	14742.43707914123	11904.505204356272	14763.42378572864	19962.312130170667
Cphx	662.2479005201455	997.1800423057017	854.4618992632574	585.1547780096467	753.4845887893109	997.0	795.5714974071964	594.3512143144101	697.9104785548019	897.0616155201844
Cplx1	862.9838834740946	1294.972717055698	683.5165951678518	1040.6371720282916	1373.3726192826448	1197.0	820.4331067011713	559.3893781782683	785.1492883741521	740.0758328041522
Cplx2	884.6850708204674	997.1800423057017	932.2605361116307	1172.2644160794594	1155.1649073992155	799.0	696.1250602312969	663.5756498639707	872.3880981935024	762.5023731921568
Cplx3	753.7545738306844	1125.2308924482002	710.7725801861595	1205.4970371022791	1733.1926829598096	1047.0	994.4643717589955	629.3130504505518	806.9589908289897	538.2369693121107
Cplx4	937.4912933633082	848.7091230374892	576.8742460185509	390.3203920131163	707.1711152467055	694.0	720.9866695252717	769.1603949951188	676.1007760999644	515.8104289241061
Cpm	1150.524615813535	1188.6181903592708	1458.856751513886	1491.5582259065495	2622.9457612110173	1197.0	3281.732426804685	2184.4155217861376	2857.0710215837203	3947.071108288812
Cpn1	955.2139296961793	1104.3854052157003	1193.4416741025984	1266.7493189874758	1287.8708219732193	750.0	2039.1491942918203	1311.0688551053163	1766.5858988418424	2489.345983068512
Cpn2	1100.9735713726504	1018.4509476449871	985.9786425069361	1562.5848080925757	1064.319247757951	1296.0	919.8795438770708	662.8764131412479	1155.9142301063907	1211.033180952249
Cpne1	2111.163842346308	4245.247287614589	6423.944585479973	5805.934378692598	8850.326665247498	3042.0	13102.068097924766	12672.616744267307	13326.600588003943	16280.771260075828
Cpne2	1171.5024302483623	1865.032980148548	1971.9572850138723	2147.0879660821674	2089.450171749082	1150.0	4848.511044510982	3199.357624818333	4340.130788512674	6727.962116401383
Cpne3	1552.3582681772061	2760.9635130392508	3338.990475349576	2957.051651010888	3689.9369401348877	1298.0	6936.3889930189935	5296.368556264116	6106.716687354517	7535.76610117731
Cpne4	775.4557611770573	573.8890260539213	722.9451560195785	877.7321670144702	396.33645627806544	1035.0	745.8482788192466	576.8702962463392	850.5783957386648	358.8246462080738
Cpne5	788.1147871291082	983.566662888559	760.7859895886853	1270.6590391078075	1333.2936517938515	1297.0	1093.910808934895	769.1603949951188	1112.2948251967155	1412.8720444442906
Cpne6	755.201319653776	1060.992758323558	867.9575811655262	1363.8407019757135	1066.9911789238706	1347.0	845.2947159951461	786.6413130631897	872.3880981935024	605.5165904761245
Cpne7	953.4054974173149	1274.5526479299838	1119.3477342470048	1561.2815680524652	1375.153906726591	1301.0	1491.6965576384932	1083.8169202203946	1592.1082792031418	1278.312802116263
Cpne8	757.7331248441861	1676.147340735693	1380.5288722379726	1433.5640441216292	1468.671497533775	1047.0	2660.192194455313	2324.9621030534277	2267.7728612540095	3520.9668409167243
Cpne9	1155.9499126501285	1063.5452669642723	974.5999303148271	1234.819938004767	1329.7310769059588	948.0	1193.3572461107947	909.0077395396859	806.9589908289897	807.355453968166
Cpox	1278.561621157135	2185.3728145581867	2635.891910362746	2344.5288321589187	2753.870388341075	1585.0	5046.906686676902	4003.1302375882324	4557.791619011953	5987.886283597231
Cpped1	1552.7199546329791	3308.9020345792437	4605.732225666458	3574.787430023299	5196.015473991537	2046.0	10765.076824291125	8845.694160805228	9074.580997408812	11146.439103646053
Cps1	1081.4425027609147	701.0890399828482	931.9959148978608	714.8271620006487	622.5599616592533	845.0	1342.526901874644	1083.8169202203946	1134.104527651553	1480.1516656083045
Cpsf1	1553.443327544525	2119.007589899616	2533.2188794199947	2269.592529852561	3727.3439764577615	1497.0	6066.232667729872	4055.572991792445	4885.373349883614	7154.066383773471
Cpsf2	2755.327420077809	4833.175111192439	8249.566339279048	6978.850414792113	8446.865059193646	2497.0	20983.198244114807	17848.366965861733	17905.765715421636	27337.0556713621
Cpsf3	1370.79166737922	2501.883886006754	2835.151684331539	2925.773890048234	4444.312172646172	2189.0	8030.299801953888	5664.167072416328	6782.381269405384	8342.224493529955
Cpsf3l	2055.825814613057	2860.511350027107	4127.032449956569	3707.717914114577	6000.266754933319	3190.0	11138.498195886628	7324.854288883062	8898.358601573724	11639.374461374393
Cpsf4	2148.779233746687	4411.160349261016	5550.165337611508	5624.784013117229	8405.004804260907	1895.0	16508.605803385206	12131.407520879831	13368.911410766328	20701.4909013593
Cpsf4l	1315.453639645969	1317.9452948221262	1103.470461420806	1202.2389370020026	1417.9048053813037	1242.0	1690.5894319902923	1048.855084084253	1243.1530399257408	1457.7251252202998
Cpsf6	1625.0572457875553	3543.3074114181695	5676.918899007327	4487.055458100699	6314.663988789852	1841.0	11507.941709995095	10418.277550208884	11100.266161414123	15406.584715751409
Cpsf7	2505.0403926829754	4458.38175911423	8068.036186632844	6733.18966723127	9209.256085202689	2698.0	19019.13110989079	15714.646106473001	14176.306595644413	21170.205595468593
Cpt1a	2506.84882496184	6309.801359845635	10247.721124456148	8456.073000257446	10751.851011660237	3796.0	18221.570683740076	16501.986656258912	16029.695110256509	19241.971652907956
Cpt1b	1026.466161483437	985.6937534224876	697.2768982838907	1238.0780381050433	1067.8818226458438	1043.0	1441.9733390505435	1118.7787563565366	1569.8623826992075	2354.786740740484
Cpt1c	1027.5512208507555	1276.2543203571267	882.7763691366449	1008.0561710255274	1288.7614656951926	1244.0	1416.614497570689	856.5649853354732	1177.7239325612281	1323.165882892272
Cpt2	3202.733565868863	5153.514945602078	10225.49294249947	8376.575357810701	10796.383197758898	3294.0	19018.13664551903	17113.818788641394	19955.44155212727	25813.39651740107
Cpvl	864.4306292971861	720.6582728949909	998.945081981665	875.1256869342491	1377.8258378925107	946.0	969.6027624650206	1083.8169202203946	1112.2948251967155	1390.445504056286
Cpxcr1	270.903155373888	297.79267474999625	486.37379090921866	488.0633950214092	356.2574887892723	493.0	198.8928743517991	279.69468908913416	261.7164294580507	134.55924232802766
Cpxm1	861.8988241067759	955.914485947488	643.8234131023553	1268.0525590275865	1373.3726192826448	799.0	895.0179345830959	664.2748865866936	828.7686932838272	874.6350751321798
Cpxm2	937.852979819081	1291.994790308198	1077.5375824713483	1169.006315979183	798.01677488797	1294.0	1069.04919964092	646.7939685186227	872.3880981935024	941.9146962961937
Cpz	590.2722958213421	1040.572689197844	932.7897785391707	878.3837870345254	1107.960790134637	1146.0	845.2947159951461	751.679476927048	763.3395859193146	762.5023731921568
Cr1l	1928.5121821810026	2757.9855862917507	4907.665030578002	3121.911516084875	5899.624014350349	2145.0	12530.251084163343	9492.13851096249	10359.608666047841	14734.23703491903
Cr2	719.0326740764879	955.4890678407022	737.4993227769272	879.0354070545808	666.2015040359393	550.0	671.263450937322	716.7176407909062	916.0075031031776	672.7962116401384
Crabp1	666.9498244451929	1228.1820742903417	643.0295494610453	1169.6579359992384	1021.5683491032383	947.0	621.5402323493722	471.98478783791387	828.7686932838272	605.5165904761245
Crabp2	866.2390615760505	1037.1693443435584	947.3439452965195	1232.2134579245458	1107.0701464126637	1096.0	1739.8154183923625	978.9314118119695	1461.2500644741165	1457.2765944125397
Cradd	1979.8716589007518	2527.4089724138967	4112.21366198545	3119.305036004654	5423.129623094697	1888.0	9797.462990569624	7672.724558437672	9401.726534231375	12358.817877021582
Cramp1l	2761.4760898259483	5290.07415788029	6902.379739976093	7320.299305301082	10139.08813094269	3293.0	19566.086514358238	15086.032292745173	17729.979513635644	24310.369780597
