CycID	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
0610005C13Rik	0.000642801654335723	0.00503823951644607	23.8198198198198	9.94046556758074	56.2167044893806	28.7239577310234	0.510950579403838
0610007C21Rik	0.146252896617723	0.308680923064607	26.7676767676768	5.08138497132119	63.0980871309165	6.10113265756067	0.0966928307177045
0610007L01Rik	0.00338586288984011	0.0127163914120682	24.2666666666667	7.49616043038535	8.64328598062878	0.825024353653703	0.0954526271030181
0610007N19Rik	0.0823030888800489	0.194357603960672	23.1863964593524	11.2636525535325	7.53039692755662	1.50748106319231	0.200186135962615
0610007P08Rik	0.998472184444098	1	28.6170542635659	15.6343829327897	1.07294321615378	0.0210519912167509	0.0196207878476708
0610007P14Rik	0.0457387365264045	0.119687314714707	23.8198198198198	18.3244594859549	121.388055710135	25.5989815973444	0.210885506383533
0610007P22Rik	0.666445758823796	1	27.0985324947589	2.69489849784949	6.27741990539692	0.652438299499777	0.103934149592072
0610008F07Rik	0.741316784259134	1	22.6752311797927	3.00323108862258	4.16976652903225	0.968123152299325	0.232176824663614
0610009B14Rik	0.88728249428888	1	24.6284137863085	13.1695586458626	0.0503594145949294	0.0203258397369357	0.0203258397369357
0610009B22Rik	0.080803667312005	0.19144574572778	24.0980009423167	23.659180932623	15.8692475453438	2.6202492370441	0.165114900977955
0610009D07Rik	0.0660861864165518	0.162732248340055	26.560157790927	4.8926011307365	53.8164129055584	5.39944225145403	0.100330771969686
0610009L18Rik	7.16455485564316e-05	0.00144666532096927	23.8574735665716	21.8038925417731	2.29947118545436	0.693088736689004	0.301412229504435
0610009O20Rik	0.00184049246084739	0.00860521235921579	23.9926335174954	6.75416755217378	6.24325577430704	0.237340826829061	0.0380155539687792
0610010B08Rik	0.735136183907287	1	24.7447573922962	23.4225502385704	0.303828340870998	0.0357195505034689	0.0357195505034689
0610010F05Rik	0.186467295996133	0.375125809267527	24.2542296636855	10.9454957186657	1.31142214243782	0.180140988693559	0.137363083071552
0610010K14Rik	0.0125012425638455	0.0379210334806023	26.1732580037665	4.53651809811791	21.0985724138382	1.19237643194721	0.0565145550399965
0610010O12Rik	0.000106495818482433	0.00174818721446808	23.9926335174954	21.4745817444911	435.379404159465	44.8770525157682	0.103075735983439
0610011F06Rik	0.000859889229095967	0.00592172976212536	24.1732580037665	7.90667260164666	53.3665953522666	8.41890057922749	0.157755999303597
0610011L14Rik	0.225412907628309	0.42088293363491	23.1253671253671	6.30556358851306	7.14416827279245	0.860446184234477	0.1204403579786
0610012G03Rik	0.567014437229211	0.895664891238075	25.8186379534509	6.75245411211805	24.748923414067	1.14707160333316	0.0463483434871827
0610012H03Rik	0.254393547007529	0.466731075675105	23.0081570309707	7.79265368899518	0.248150104780202	0.0605515630640175	0.0605515630640175
0610030E20Rik	0.00184699615857808	0.00861628930624388	24.1732580037665	19.8008694946093	8.67665739950063	1.21468190255045	0.139994222039972
0610031J06Rik	0.796763908003354	1	25.1925891806131	9.33752670812136	81.2385316055158	5.02877797518288	0.0619013893505855
0610031O16Rik	1	1	NA	NA	0	NA	NA
0610037L13Rik	0.00577988630374404	0.0195802381074702	24.3622350674374	7.66689020896839	9.0968043636605	0.420271110668568	0.0461998624865946
0610037P05Rik	0.39968623746781	0.665609631484979	22.4238036058428	16.4248379068666	27.2721157516212	2.32578753881188	0.0852807886265158
0610038B21Rik	0.00638408560987369	0.0212009969368296	24.3622350674374	19.6756324822981	0.0398309588193245	0.0346471552285295	0.0346471552285295
0610038L08Rik	0.0370199794488127	0.0997562587649404	26.4600389863548	3.91244975404871	0.461366230497965	0.117989530883945	0.117989530883945
0610039K10Rik	2.94757978849258e-05	0.000875728590289948	23.9766335174954	10.1272561736297	0.26989454716707	0.100025763733003	0.100025763733003
0610040B10Rik	0.373901065432769	0.627837482688213	22.8472450160935	19.82682238097	1.99143040871495	0.628236627785664	0.315470038539312
0610040F04Rik	0.00339338284846469	0.0127384646125277	24.2666666666667	15.7426128740411	0.230851355241169	0.173651687777218	0.173651687777218
0610040J01Rik	6.18081391565717e-05	0.00134503530514437	24.1303237820628	10.0540784281393	36.4453023571694	6.57185920471681	0.180321160195397
0610043K17Rik	0.0431242528446648	0.113924997588341	23.8038198198198	18.1797566500072	0.0840715085646835	0.0429496574677667	0.0429496574677667
0910001L09Rik	0.074072635427199	0.178713100803042	24.1303237820628	11.3385953305236	69.3218978296628	9.57463679855593	0.138118503652088
100043387	0.00139281302268279	0.0076503880529096	23.9926335174954	23.4595791430304	0.560874381009677	0.273634553006172	0.273634553006172
1100001G20Rik	0.00218466158289965	0.00941667267055671	24.4136054421769	1.30216549486444	5.4920899019154	1.8185773569951	0.331126654784158
1110001A16Rik	0.704326805862432	1	24.9116222260735	9.75952545233882	8.49150198602567	0.851544274299097	0.100281937836259
1110001J03Rik	0.128940931492847	0.278835180197002	23.3255389954115	12.8101040783242	51.1541554511768	2.37416873260937	0.0464120404621939
1110002B05Rik	0.00624832137622944	0.0208035924109382	23.1062465013665	2.72582074013769	86.8375391564327	10.1519669284819	0.116907584290174
1110002L01Rik	0.000630156604272347	0.00497982031076083	23.8259172521468	20.0188820763185	1.02991169523536	0.330434215330386	0.320837424081172
1110002N22Rik	0.000373375811720367	0.00371497223614439	23.732733311904	13.9231867681888	1.87278297456971	0.469155515170657	0.25051248411656
1110003E01Rik	0.140545702148658	0.299159545162798	26.6626746506986	5.22191875754283	34.4268498396106	3.54012980889577	0.102830489149855
