GeneName	GF-H3K9ac_1	GF-H3K9ac_4	GF-H3K9ac_3	GF-H3K9ac_2	merged_CV-H3K9ac_6	merged_CV-H3K9ac_5	merged_CV-H3K9ac_4	merged_CV-H3K9ac_3	merged_CV-H3K9ac_2	merged_CV-H3K9ac_1
Fam184b	327.67601049458904	329.6701437036678	278.29180332372727	239.13895917120968	283.0	297.47500313904237	288.0160488644364	281.55697145125606	282.90304101249643	281.0303761355287
Fam185a	245.6326998244719	282.125878081098	222.02277099024636	202.07941286689942	140.0	187.92582533634115	147.91774455254992	166.71136467508583	132.30503121035548	146.48301458801689
Fam186b	190.93715937772714	222.91981145676584	205.88359117366656	135.30230584686865	168.0	160.31586995517253	185.7117057157565	150.83409184888717	180.37727727714056	166.37576965552537
Fam187a	31.32562771040836	26.463317657845444	20.064926258450555	17.8305364294323	27.0	26.719311659195423	28.019660862377297	18.788106177668404	29.353849368213915	22.424560257918635
Fam187b	103.42429466293554	69.0737443950542	70.22724190457694	70.27329063364495	91.0	97.0801656950767	89.27194274757417	66.94916708380431	79.97860407571328	84.99631710662709
Fam188a	365.46565662143087	437.76606837385003	350.26382142469123	332.1374432933468	258.0	252.94281704038335	248.26722764106395	247.9500773024689	248.444174362854	248.84028157174228
Fam188b	574.3031746908199	524.3325142715478	560.0731590402286	491.91303443551465	578.0	679.5611598655369	613.8260588920793	553.587579206793	603.2428754221352	538.9128191015931
Fam189a1	130.27483270042842	85.66938428217762	123.00672184528383	133.55421404006154	146.0	182.58196300450206	157.04042483332393	164.06515253738604	167.1893159667836	160.2270999073864
Fam189a2	182.98144440365516	191.07412410579929	187.563441111603	188.0946784124427	202.0	190.5977565022607	219.59594675863136	198.7305315412531	219.9411612082115	203.62947460013214
Fam189b	409.22208897882666	333.25839016574855	380.7974048614638	284.23972778683253	333.0	366.0545697309773	303.65492934576326	292.6710624295951	356.9257915932098	256.7973835987457
Fam18a	293.36698966890367	278.98616242677735	256.4821008688897	186.34658660563562	157.0	209.30127466369748	186.3633257358118	166.9759858888558	160.80804436499795	158.78035408429486
Fam18b	326.68154612283	362.8614234779146	321.0388201352089	277.2473605596042	151.0	244.9270235426247	202.65382623719393	204.02295581665265	177.3993505296406	142.5044635745152
Fam190a	776.6766743437755	831.576117587211	750.253764446412	685.9512249911014	402.0	582.4809941704602	467.8631743996953	506.48500315573693	416.9097446499947	426.0666449004541
Fam192a	592.7007655683614	673.2447424478985	481.99442425191006	438.0718067858563	178.0	336.66332690586233	243.05426748062166	259.5934107083479	204.626109363926	183.0133466210779
Fam193a	595.6841586836383	599.2371591674832	519.5071124742307	499.95425674682724	409.0	521.0265773543107	426.8111131362123	421.2769723218042	441.15857673678016	392.06811805780325
Fam193b	996.4533005025135	1071.9886305466205	786.8940645705392	609.0351854915896	495.0	781.9851878924527	650.3167800151754	513.6297759275263	550.4910301807073	512.1480213743998
Fam194a	226.24064457517147	219.3315649946851	208.50075546824706	203.12826795098366	270.0	202.17612488791204	222.8540468589078	206.40454674058245	226.32243280999714	265.8395449930677
Fam195a	505.6851330394492	610.0018985537255	472.3981551717815	323.04736589794993	184.0	275.20891008971284	238.49292734023467	195.81969818978334	191.438148053569	124.42014078587114
Fam195b	337.620654212179	396.9497648676816	362.4772547994002	217.4626207668018	159.0	250.2708858744638	196.78924605669636	180.73628900489462	161.23346247178367	119.71821686082369
Fam196a	58.17616574790124	47.99279643032987	49.289927547932884	60.134358154163834	65.0	68.57956659193492	74.2846822863026	63.509091304794595	78.27693164857044	67.99705368530167
Fam196b	32.320092082167356	23.323602003524798	43.18321086057837	48.596952229237054	56.0	68.57956659193492	53.43284164453345	57.95204581562507	58.70769873642783	57.146460012115234
Fam198a	230.71573424808696	204.53004833860206	157.4660517239272	174.109943957986	183.0	230.67672399105382	227.4153869992948	177.5608344396549	202.92443693678314	164.92902383243384
Fam198b	120.33018898283845	130.07393425042676	90.72836221212425	75.51756605406621	70.0	69.4702103139081	67.76848208574974	72.50621257297384	67.64147897892772	65.10356203911861
Fam199x	93.47965094534558	104.0591474003414	85.05783957386649	89.50230050852292	38.0	67.68892286996174	71.02658218602618	72.24159135920385	65.08897033821346	56.78477355634235
Fam19a1	78.06545318308115	71.31639843385467	79.82351098470546	69.2244355495607	71.0	73.03278520180082	77.54278238657903	82.297197482463	67.64147897892772	72.69897761034913
Fam19a2	124.30804646987444	130.52246505818684	138.7097076127669	159.07635441944504	156.0	130.0339834080844	134.8853441514442	154.27416762789687	165.06222543285506	147.56807395533554
Fam19a3	218.782161786979	183.00056956611763	124.31530399257409	126.21222845147177	141.0	211.08256210764384	173.98254535476136	156.12651612428672	134.85753985106973	107.7825638203186
Fam19a4	79.55714974071964	65.93402874073357	84.62164552476973	71.3221457177292	95.0	80.15793497758627	94.48490290801647	95.79287938473185	77.00067732821331	91.14498685476607
Fam19a5	66.6291129078527	56.963412585531714	71.5358240518672	78.31451294495756	135.0	159.42522623319937	140.0983043118865	113.25787949355036	130.1779406764269	117.18641167041352
Fam203a	725.4617591981872	727.0684393791096	692.6761499656409	592.9527408689644	189.0	561.9961885650771	342.10051052902514	290.5540927194353	264.1846443139252	177.94973624025755
Fam20a	507.6740617829672	507.2883435766643	430.52352645849345	356.9603469500074	221.0	321.5223836323183	226.7637669792395	248.74394094377885	249.72042868321114	239.43643372164738
Fam20b	407.2331602353087	440.9057840281707	319.7302379879186	300.3221724094578	169.0	267.1931165919542	232.6283471597371	228.89734991103052	201.2227645096403	172.88612585943721
Fam20c	164.08662134023425	161.0225599858731	148.74217074199217	131.45650387189303	214.0	217.3170681614561	235.23482723995824	191.8503799832337	197.81941965535464	183.0133466210779
Fam23a	422.64735799757307	509.0824668077047	324.96456657707967	394.36951161567913	100.0	115.7836838565135	114.03350350967504	176.76697079834497	97.84616456071305	86.44306292971861
Fam24a	48.23152203031128	57.41194339329181	52.343285891610144	50.69466239740556	39.0	44.53218609865904	40.40044124342773	48.69030333367586	52.326427134642195	61.48669748138981
Fam25c	61.15955886317822	58.309005008811994	54.96045018619065	51.74351748148982	60.0	66.79827914798855	69.07172212586032	57.95204581562507	62.1110435907135	59.31657874675252
Fam26d	19.392055249300412	20.632417156964244	27.044031043998572	24.822903656660653	19.0	25.828667937222242	26.064800802211437	27.52060623207766	31.90635800892817	31.466721652240665
Fam26e	30.33116333864936	25.566256042325257	34.02313582954659	27.969468908913413	23.0	24.93802421524906	28.019660862377297	31.489924438627323	33.18261232928529	36.530332033061
Fam26f	45.74536110091379	26.911848465605534	41.43843466419136	34.61221777478035	29.0	48.98540470852494	32.581001002764296	33.342272935017164	39.98930203785664	36.168645577288125
Fam32a	378.8909256401773	503.2515663068235	345.46568688462696	353.46416333639326	112.0	264.52118542603466	173.33092533470608	186.02871328029417	153.1505184428552	108.14425027609148
Fam33a	191.93162374948614	224.71393468780622	168.80709700044272	148.2381852172411	73.0	122.01818991032576	116.63998358989619	102.93765215652124	78.27693164857044	82.8261983719898
Fam35a	543.474779166291	609.5533677459654	509.03845529590865	495.75883641049023	193.0	316.1785213004792	310.17112954631614	296.3757594223748	273.1184245564251	222.79885675609484
Fam36a	818.4441779576533	968.3780139540391	780.7873478831847	589.4565572553502	143.0	355.3668450672991	218.2927067185208	316.2223504551231	218.23948878106867	123.33508141855249
Fam38a	1162.5288505862657	1024.4443649240507	944.3601162944664	845.7268161332694	1392.0	1580.0019627804227	1258.2782587267573	1006.0898547534545	1221.3753845817703	853.9417220797726
Fam38b	595.6841586836383	535.09725365779	640.3328640740308	655.1848091912967	879.0	729.437208296035	790.4150843270619	797.8329595164821	849.134541144275	845.6229335969963
Fam3a	341.59851169921495	426.55279817984774	307.5168046132096	246.83056312116088	92.0	207.51998721975113	160.29852493360033	152.15719791773705	119.1170698999985	103.08063989527115
Fam3b	422.1501258116936	466.920570878256	368.58397148675476	292.2809500981452	212.0	278.77148497760555	220.24756677868666	197.40742547240322	205.4769455774974	169.99263421325418
Fam3c	446.01727073390947	606.8621828994048	448.40748247146024	330.7389698479011	177.0	294.8030719731228	231.9767271396818	261.9750016322777	207.17861800464024	202.1827287770406
Fam40a	792.0908721060399	860.282089283857	727.571673893381	569.5283106577493	538.0	493.4166219731421	536.2832765055003	491.4015939708482	499.86627547320796	358.79296412669817
Fam40b	929.3269554087813	821.708439816489	828.3324992347306	778.6000907518771	632.0	698.2646780269737	725.9047023415885	799.949929226642	720.2328547882051	852.856662712454
Fam43a	55.690004818503745	91.50028478305882	51.47089779341664	41.95420336337012	21.0	46.3134735426054	34.53586106293016	25.40363652191784	28.928431261428205	24.594678992555924
Fam43b	27.845002409251872	18.38976311816378	12.649627423805784	18.18015479079372	18.0	24.04738049327588	20.85184064176915	15.877272826198649	21.696323446071155	19.169382155962705
Fam45a	529.5522779616651	538.2369693121107	502.49554455945736	441.21837203810907	286.0	331.31946457402324	310.8227495663714	351.94621431407006	299.06892907035336	282.8388084143931
Fam46a	2875.4937309411353	3610.2244716609825	2663.400863784763	2403.276615998385	446.0	1776.8342253364956	1166.3998358989618	1101.3534917106463	691.7298416335627	408.70569502335576
Fam46b	69.61250602312968	89.70616155201844	66.73768951180293	55.23970109510399	56.0	72.14214147982764	69.7233421459156	52.65962154022552	52.326427134642195	45.93417988315591
Fam46c	145.68903046269284	165.05933725571396	119.08097540341308	98.59237790391978	52.0	82.82986614350581	74.93630230635789	84.6787884063928	60.40937116357066	49.18935798511185
Fam46d	101.93259810529703	129.62540344266665	82.00448123018923	90.20153723124575	40.0	60.56377309417629	43.65854134370416	67.47840951134427	49.34850038714223	47.019239250474556
Fam47c	6.464018416433471	4.9338388853610144	10.032463129225277	4.894657059059847	10.0	8.015793497758628	9.774300300829289	6.35090913047946	7.232107815357051	6.510356203911862
Fam47e	214.30707211406352	204.53004833860206	211.99030786102108	206.27483320323643	201.0	239.58316121078562	225.46052693912895	198.46591032748313	216.96323446071153	221.7137973887762
Fam48a	571.319781575543	605.5165904761245	540.8806208799715	518.134411537621	329.0	455.1189419282954	287.3644288443811	395.3440933723464	316.5110714485674	298.7530124683999
Fam49a	370.9352106661053	269.56701546381544	377.74404651778656	335.63362690696096	394.0	470.25988520183944	359.04263105046255	392.6978812346466	351.8207743117813	444.512654144871
Fam49b	269.49984474668776	239.96398215164936	232.05523411947163	220.95880438041596	173.0	203.9574123318584	208.5184064176915	212.4908346572919	199.5210920824975	210.50151725981686
Fam50a	450.98959259270447	520.295737001707	406.09665970907537	331.78782493198537	135.0	218.20771188342928	265.2093481625014	184.17636478390435	207.17861800464024	140.3343448398779
Fam50b	41.27027142799831	48.44132723808996	33.15074773135309	34.26259941341893	34.0	40.96961121076632	35.18748108298544	42.3393942031964	38.713047717499514	36.892018488833884
Fam53a	488.7792387195463	529.714883964669	410.4586002000429	366.0504243454043	187.0	294.8030719731228	236.53806728006882	221.22333471170117	162.93513489892652	151.18493851306434
Fam53b	755.2956903509571	887.1939377494624	657.344431988804	474.7817347288052	262.0	435.5247800448854	346.01023064935686	330.77651721247184	295.6655842160677	226.77740776959652
Fam53c	419.6639648822961	544.067869812992	349.3914333264977	319.55118228433577	120.0	194.1603313901534	194.18276597647522	190.52727391438378	156.55386329714088	116.46303875886775
Fam54a	248.61609293974888	246.69194426805075	205.01120307547305	214.31605551454902	133.0	171.0035946188507	157.04042483332393	145.54166757348762	151.44884601571238	116.82472521464064
Fam54b	857.2282884562541	948.6426584125951	655.1634617433203	575.1222044395321	327.0	529.9330145740425	525.2057361645604	404.87045706806555	453.4957018335657	319.730826903227
Fam55b	58.673397933780734	43.50748835272895	65.86530141360943	56.98779290191108	90.0	72.14214147982764	89.92356276762946	78.32787927591333	78.27693164857044	95.12353786826776
Fam55c	281.43341720779574	278.98616242677735	244.70486154327742	211.16949026229628	222.0	228.00479282513427	205.91192633747036	216.98939529138156	191.438148053569	200.3742964981762
Fam55d	111.38000963700749	92.397346398579	101.19701939044627	118.17100614015916	145.0	122.90883363229895	140.74992433194177	136.80916751907836	137.8354665985697	140.69603129565078
Fam57a	191.93162374948614	258.8022760775732	164.00896246037846	133.90383240142296	110.0	126.47140852019167	117.94322363000676	124.10734925811944	113.16121640499857	112.48448774536605
Fam57b	357.0127094614794	335.0525133967889	329.7627011171439	251.0259834574979	347.0	389.21130650227997	387.71391193289514	275.4706835345466	388.8321496021379	293.32771563180665
Fam58b	116.35233149580247	151.15488221515108	118.20858730521957	99.29161462664261	42.0	75.70471636772037	57.99418178492045	64.5675761598745	40.84013825142806	35.80695912151524
Fam59a	286.9029712524702	318.90540431742556	227.6932936285041	226.90231652356007	113.0	162.98780112109208	151.82746467288163	142.36621300824788	146.34382873428387	117.5480981261864
Fam59b	106.40768777821252	127.8312802116263	111.6656765687683	116.07329597199066	123.0	157.64393878925299	127.71752393083605	103.73151579783118	133.5812855307126	108.86762318763725
Fam5b	72.09866695252717	67.72815197177393	90.2921681630275	97.54352281983553	135.0	140.72170807176255	129.02076397094663	112.46401585224044	133.15586742392688	114.65460648000335
Fam5c	171.04787194254723	164.61080644795385	174.04142558960373	209.42139845548917	166.0	166.5503760089848	177.89226547509307	204.28757703042263	193.13982048071185	210.86320371558975
Fam60a	482.3152203031128	578.1562112027589	451.02464676604075	450.65806779486735	171.0	366.0545697309773	255.4350478616721	302.9912897666242	200.7973464028546	165.6523967439796
Fam63a	1494.6799507537703	1649.6963109416192	1252.7493090058695	909.0077395396859	606.0	801.5793497758627	634.6778995338485	617.6259129391275	558.1485561028501	494.06369858575573
Fam63b	334.63726109690197	382.14824821159857	311.44255105508034	286.33743795500106	190.0	273.4276226457665	233.27996717979238	231.27894083496034	188.03480319928335	175.4179310498474
Fam64a	122.31911772635644	135.45630394354785	137.83731951457338	72.02138244045204	111.0	115.7836838565135	152.4790846929369	112.7286370660104	125.49834150178413	126.59025952050843
Fam65a	713.0309545511998	837.4070180880922	670.4302534617066	530.3710541852706	582.0	725.8746334081424	716.7820220608146	454.35462404305133	610.900401344278	520.466809857176
Fam65b	959.6581187474306	989.9074927265236	1042.9399713903322	892.5756765556993	1043.0	1007.3180495516674	1004.798070925251	925.3803845536113	1082.6890817696292	891.5571134801522
Fam65c	662.8105037773705	739.6273019963921	577.9571150531954	417.0947051041713	671.0	683.1237347534296	594.2774582904208	443.2405330647123	540.706413724636	430.40688236972863
Fam69a	222.2627870881355	258.8022760775732	201.52165068269906	161.8733013103364	113.0	128.25269596413804	125.1110438506149	115.90409163125014	123.37125096785559	107.7825638203186
Fam69b	182.48421221777568	176.72113825747635	136.96493141637987	122.36642647649619	124.0	158.53458251122618	169.42120521437434	134.1629553813786	145.06757441392674	112.12280128959318
Fam69c	101.43536591941753	119.30919486418453	100.76082534134953	91.25039231533	105.0	82.82986614350581	97.74300300829289	89.17734904048241	88.48696621142746	81.01776609312539
Fam70a	103.92152684881503	107.64739386242213	91.164556261221	74.46871096998196	102.0	87.28308475337171	92.53004284785061	84.94340962016277	78.27693164857044	101.27220761640675
Fam70b	385.85217624249026	348.5084376295917	356.3705381120457	301.72064585490347	354.0	387.43001905833364	375.9847515719	314.37000195873327	440.30774052320874	333.11322576682363
Fam71a	16.408662134023427	22.42654038800461	11.777239325612282	12.236642647649617	16.0	20.48480560538316	21.503460661824437	15.877272826198649	22.54715965964257	14.82914468668813
Fam71b	18.39759087754142	17.94123231040369	22.682090553031063	18.879391513516552	50.0	38.29768004484677	30.62614094259844	32.28378807993725	30.20468558178533	20.254441523281347
Fam71d	248.61609293974888	216.19184934036446	267.82314614540525	261.8641526597018	225.0	280.55277242155194	271.72554836305426	251.6547742952486	230.57661387785421	287.1790458836677
Fam71e1	344.58190481449196	435.97194514280966	301.41008792585507	310.1114865275775	157.0	279.6621286995788	216.98946667841022	166.44674346131583	168.04015218035502	121.88833559546097
Fam71e2	177.0146581731012	252.52284476893195	209.80933761553732	195.78628236239388	226.0	238.69251748881246	210.47326647785738	208.2568952369723	208.88029043178307	180.11985497489485
Fam71f1	88.0100969006711	95.53706205289964	99.45224319405928	104.53589004706389	115.0	151.40943273544073	129.02076397094663	125.43045532696934	164.21138921928363	126.59025952050843
Fam71f2	96.46304406062256	83.87526105113724	82.00448123018923	70.97252735636779	79.0	81.93922242153263	94.48490290801647	94.99901574342192	95.2936559199988	84.99631710662709
Fam72a	200.88180309531708	243.55222861373008	177.09478393328098	153.48246063766234	115.0	144.2842829596553	114.68512352973033	109.55318250077069	106.77994480321294	92.95341913363048
Fam73a	956.6747256321537	1044.6282512732548	840.5459326094395	743.288636254374	625.0	779.3132567265332	640.5424797143461	629.0046251312365	630.0442161496348	515.7648859321287
Fam73b	1392.7473526484732	1636.6889175165766	1280.6657281480616	877.5420870171583	765.0	1148.9304013454032	789.1118442869513	775.3401563460341	828.714472018561	630.419492412132
Fam75d3	75.57929225368366	69.97080601057439	70.22724190457694	62.93130504505518	77.0	78.37664753363991	99.04624304840347	59.27515188447496	76.14984111464189	64.74187558334575
Fam76a	1182.9153702073252	1546.9827559645582	1318.1784163703821	1141.5039498450287	431.0	867.486985201878	737.6338627025837	603.8656098230887	506.6729651817793	367.4734390652473
Fam76b	819.9358745152917	1012.3340331145282	672.1750296580935	678.2596210411502	183.0	496.0885531390617	372.7266514716236	386.6115933179371	321.6160887299959	235.45788270814566
Fam78a	243.64377108095388	240.86104376716955	187.563441111603	123.76489992194185	74.0	113.11175269059396	89.27194274757417	89.70659146802237	76.5752592214276	44.12574760429151
Fam78b	108.89384870761	103.61061659258131	130.85821472902535	114.32520416518358	141.0	133.5965582959771	175.9374054149272	138.13227358792824	144.2167382003553	129.1220647109186
Fam81a	181.98698003189617	149.3607589841107	165.75373865676545	136.7007792923143	178.0	162.98780112109208	157.04042483332393	152.42181913150705	167.1893159667836	147.92976041110842
Fam82a1	241.6548423374359	238.61838972836907	243.8324734450839	196.48551908511672	189.0	171.89423834082388	194.8343859965305	196.0843194035533	180.80269538392628	191.33213510385417
Fam82a2	757.7818512803545	893.0248382503437	727.571673893381	578.6183880531462	273.0	459.57216053816126	440.4951335573733	347.1830324662105	329.6990327589244	270.903155373888
Fam82b	300.32824027121666	319.35393512518567	286.5794902565655	253.1236936256664	141.0	194.1603313901534	173.98254535476136	197.93666789994316	148.4709192682124	173.60949877098298
Fam83a	78.56268536896064	62.79431308641291	71.5358240518672	55.58931945646541	80.0	92.6269470852108	90.57518278768475	70.12462164904403	83.80736703678465	68.35874014107455
Fam83b	85.52393597127362	80.28701458905651	73.2806002482542	80.76184147448748	48.0	57.00119820628357	75.58792232641318	74.0939398555937	58.28228062964212	63.656816216027096
Fam83c	132.2637614439464	154.74312867723182	121.69813969799358	83.55878836537882	118.0	132.70591457400394	119.89808369017261	87.06037933032259	116.98997936606995	77.40090153539659
Fam83d	156.62813855204178	144.8754509065098	125.1876920907676	104.53589004706389	119.0	133.5965582959771	83.4073625670766	93.67590967457203	93.59198349285596	84.6346306508542
Fam83e	826.3998929317253	851.7600039364152	674.7921939526741	591.9038857848801	214.0	546.855245291533	370.12017139140244	390.3162903107168	295.6655842160677	182.651660165305
Fam83f	280.93618502191623	324.7363048183068	238.5981448559229	191.59086202605687	117.0	193.2696876681802	146.61450451243934	153.74492520035693	138.6863028121411	103.44232635104403
Fam83g	443.53110980451197	526.5751683103483	373.38210602681903	310.1114865275775	161.0	314.3972338565328	237.1896873001241	194.49659212093346	195.6923291214261	142.86615003028808
Fam83h	689.6610418148633	844.1349802044936	602.3839818026134	616.0275527188179	336.0	621.6693179372802	440.4951335573733	386.6115933179371	349.6936837778527	209.7781443482711
Fam84a	323.20092082167355	441.8028456436909	318.8578498897251	323.39698425931135	132.0	159.42522623319937	188.96980581603293	164.594394964926	103.37659994892726	67.63536722952878
Fam84b	609.6066598882643	653.5093869064544	515.5813660323599	564.6336535986895	119.0	449.7750795964563	304.9581693858738	355.65091130684976	215.68698014035442	124.05845433009826
Fam86	274.96939879136227	324.7363048183068	229.0018757757944	221.30842274177738	192.0	252.05217331841015	219.59594675863136	202.96447096157274	208.02945421821167	172.16275294789145
Fam89a	53.20384388910626	59.20606662433217	42.747016811481615	33.91298105205751	49.0	44.53218609865904	58.64580180497574	40.487045706806555	44.668901212499435	33.27515393110507
Fam89b	446.01727073390947	506.8398127689042	344.5932987864334	261.51453429834044	182.0	285.00599103141786	181.80198559542478	166.18212224754586	151.8742641224981	121.88833559546097
Fam92a	199.3901065376786	215.29478772484427	185.38247086611926	157.32826261263796	95.0	130.92462713005756	144.65964445227348	135.2214402364585	118.26623368642707	130.20712407823723
Fam92b	174.0312650578242	139.0445504056286	154.84888742934666	125.16337336738752	207.0	211.08256210764384	193.53114595641992	152.68644034527702	160.80804436499795	150.82325205729146
Fam96a	209.83198244114806	219.7800958024452	200.2130685354088	145.09161996498833	117.0	142.50299551570893	134.2337241313889	125.16583411319935	120.81874232714132	107.05919090877285
Fam96b	1008.8841051495009	1247.8127071885767	963.9888485038201	786.6413130631897	190.0	531.7143020179889	407.914132554609	438.7419724306227	277.3726056242822	173.2478123152101
Fam98a	380.38262219781575	354.787868938233	325.4007606261764	268.15728316420734	158.0	261.8492542601151	196.78924605669636	207.72765280943233	146.76924684106956	177.2263633287118
Fam98b	279.9417206501572	258.8022760775732	263.4612056544377	209.42139845548917	163.0	185.2538941704216	168.1179651742638	155.33265248297678	143.3659019867839	143.58952294183385
Fam98c	1744.7877402511576	1951.1090137564013	1467.7929752105676	1429.9390979681982	364.0	1024.240280269158	824.2993253699367	724.5328833021983	496.0375125121366	328.41130184177615
Fan1	473.36504095728185	477.68531026449824	454.078005109718	347.87026955461056	265.0	298.36564686101553	295.83548910509984	284.2031835889558	305.8756187789247	257.15907005451857
Fanca	1291.3119867290557	1185.915455717684	1064.313479796073	762.1680277678905	903.0	1040.2718672646752	1051.0630923491763	855.7850053321072	956.7653221610593	792.4550245983828
Fancb	331.653867981625	344.92019116751095	243.39627939598716	280.74354417321837	146.0	171.89423834082388	114.68512352973033	175.97310715703503	154.85219086999805	141.78109066296943
Fancc	1121.2585791582674	1178.7389627935224	1007.1720593643985	811.4642167198504	612.0	798.01677488797	677.0332008374421	704.6862922694501	655.5693025567774	541.4446242920031
Fancd2	1220.2077841482874	1237.0479678023344	1134.5407217006498	909.3573579010473	969.0	966.3484383409011	836.6801057509872	782.4849291178234	872.1071189107032	789.9232194079726
Fance	826.8971251176048	1009.6428482679677	800.4160800925384	621.6214465006007	611.0	811.3764307175677	484.80529492113277	502.2510637354173	576.8669528014212	414.8543647714948
Fancf	148.67242357796982	173.1328917953956	131.73060282721886	124.11451828330327	41.0	123.79947735427213	72.32982222613674	77.5340156346034	46.370573639642274	35.80695912151524
Fancg	1725.3956850018571	1964.116407181444	1490.038871714502	1214.2245690082036	568.0	684.905022197376	835.3768657108766	746.4964440451065	776.8134629907045	681.4172826761082
Fanci	825.9026607458458	813.6348852768074	734.9869727280258	736.9955057498685	648.0	775.7506818386404	719.3885021410357	669.4916708380431	732.9953979917765	651.0356203911862
Fancl	241.1576101515564	242.2066361904498	238.5981448559229	242.28552442346245	212.0	202.17612488791204	242.40264746056639	228.89734991103052	203.34985504356885	232.56439106196262
Fancm	614.5789817470592	732.8993398799907	604.1287579990004	528.6229623784635	383.0	432.85284887896586	434.63055337687575	444.56363913356216	436.90439566892303	417.74785641767784
Fank1	290.38359655362666	263.73611496293427	269.13172829269547	216.76338404407895	243.0	254.7241044843297	261.951248062225	222.54644078055108	231.42745009142564	205.43790687899653
Fap	365.9628888073103	335.501044204549	398.24516682533385	387.0275260270894	326.0	309.9440152466669	313.42922964659255	366.2357598576489	347.9920113507099	401.11027945212527
Far1	488.2820065336668	383.94237144263894	417.87389903468767	462.19547371979417	438.0	352.6949139013796	390.97201203317155	381.05454782876757	375.21877018499526	412.3225595810846
Far2	331.653867981625	364.2070159011949	317.5492677424349	284.9389645095554	264.0	287.6779221973374	258.6931479619485	271.5013653279969	217.38865256749725	261.4993075237931
Farp1	890.045612724301	910.9660705607473	758.1052573301536	627.9145770051061	541.0	822.954799103219	671.8202406769998	590.6345491345897	630.8950523632063	524.0836744149049
Farp2	980.5418705543696	1099.7975406277462	849.7060076404713	705.5298532273408	582.0	701.8272529148664	615.12929893219	583.7543975765703	540.706413724636	537.1043868227287
Fars2	610.1038920741437	723.0316621092687	544.8063673218422	561.1374699850753	279.0	395.4458125560923	353.178050869965	346.12454761113054	302.472273924639	247.03184929287787
Farsa	506.6795974112082	525.229575887068	488.1011409392646	324.4458393433956	370.0	377.6329381166286	284.75794876415995	283.6739411614159	299.9197652839248	305.6250551280846
Farsb	642.4239841563111	688.4947899117416	562.690323334809	497.85654657865877	317.0	394.55516883411906	346.01023064935686	373.6451538432082	343.3124121760671	298.02963955685414
Fas	433.58646608692203	384.39090225039905	393.01083823617284	294.37866026631366	202.0	269.86504775787375	230.02186707951594	254.83022886048832	235.25621305249703	224.60728903495925
Fasl	143.70010171917485	113.92682517106343	134.34776712179936	164.3206298398663	142.0	178.12874439463616	138.14344425172064	161.15431918591628	136.98463038499827	115.73966584732199
Fasn	1694.5672894773284	1638.931571555377	1517.5190968075974	1154.0902108540397	1328.0	1657.4879665920894	1397.7249430185884	1047.635385315341	1072.0536290999864	917.2368518400268
Fastk	1039.2152684881503	1032.9664502714925	786.0216764723457	677.210765957066	287.0	575.3558443946748	561.6964572876565	466.7918210902403	421.16392571785184	247.75522220442363
Fastkd1	415.1888752093806	410.8542199082445	362.0410607503035	346.1221777478035	256.0	266.30247286998105	240.44778740040053	271.23674411422695	246.31708382892546	249.20196802751516
Fastkd2	342.09574388509446	422.5160209100069	326.70934277346663	342.2763757728279	202.0	241.36444865473197	229.37024705946067	256.1533349293382	216.11239824714013	228.22415359268805
Fastkd3	509.6629905264852	550.3473011216332	433.14069075307395	405.9069175406059	202.0	293.91242825114966	243.70588750067694	249.2731833713188	193.56523858749756	177.58804978448467
Fastkd5	737.8925638451747	858.4879660528165	529.539575603456	446.81226581989176	150.0	365.1639260090041	281.49984866388354	292.4064412158251	233.9799587321399	156.61023534965756
Fat1	386.8466406142492	427.4498597953679	423.1082276238487	389.4748545566193	457.0	431.0715614350195	460.0437341590319	419.6892450391843	463.280318289637	462.2352904777422
Fat2	341.10127951333544	284.8170629276586	317.98546179153163	287.73591140044675	471.0	414.14933071752904	444.40485367770503	372.5866689881283	443.2856672707087	360.6013964055626
Fat3	227.73234113280998	151.15488221515108	263.4612056544377	297.8748438799278	335.0	315.28787757850597	355.78453095018614	353.00469916915	388.40673149535223	343.96381944001
Fat4	196.40671342240162	151.15488221515108	191.92538160257052	208.72216173276635	243.0	211.97320582961703	263.90610812239083	249.2731833713188	256.10170028499675	245.22341701401348
Fate1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fau	3742.6666631149797	4869.698979851321	3716.8094923534168	3161.2492234299384	813.0	1981.6822813903273	1630.3532901783256	1744.1184199579216	919.3285287639169	640.9083996295456
Fbf1	993.967139573116	1142.4079673649549	856.6851124260194	658.6809928049108	776.0	906.675308968698	721.9949822212568	644.3526555298952	760.2221568260618	572.1879730326981
Fbl	678.2247015396349	760.2597191533564	591.4791305751946	553.4458660351241	241.0	411.4773995516095	385.107431852674	356.4447749481597	290.13514882785347	224.24560257918637
Fblim1	829.3832860470022	1029.8267346171717	791.6921991106034	661.4779396958022	463.0	563.7774760090234	501.7474154425702	468.90879080040014	465.83282693035125	434.02374692745747
Fbll1	13.922501204625936	14.801516656083043	17.011567914773295	8.041222311312605	16.0	17.812874439463616	19.548600601658578	13.231060688498875	14.889633737499812	14.105771775142367
Fbln1	752.31229723568	915.8999094461084	656.0358498415138	514.6382279240067	454.0	464.0253791480272	455.48239401864487	400.37189643397596	435.6281413485659	360.6013964055626
