gene	read_counts_per_gene_CV-H3K9ac_1.txt	read_counts_per_gene_CV-H3K9ac_2.txt	read_counts_per_gene_CV-H3K9ac_3.txt	read_counts_per_gene_CV-H3K9ac_4.txt	read_counts_per_gene_CV-H3K9ac_5.txt	read_counts_per_gene_CV-H3K9ac_6.txt	read_counts_per_gene_GF-H3K9ac_1.txt	read_counts_per_gene_GF-H3K9ac_2.txt	read_counts_per_gene_GF-H3K9ac_3.txt	read_counts_per_gene_GF-H3K9ac_4.txt
1700086O06Rik	32	29	82	27	23	13	66	64	64	92
1700088E04Rik	56	71	143	74	68	31	205	233	199	247
1700090G07Rik	26	27	40	14	19	12	18	29	19	12
1700091E21Rik	23	13	26	12	7	7	13	19	15	26
1700092C02Rik	24	18	37	14	12	6	4	26	19	13
1700092C10Rik	27	16	32	11	8	4	14	11	13	17
1700092E19Rik	23	19	23	13	6	6	11	16	11	6
1700092K14Rik	19	16	29	16	10	9	12	14	12	23
1700092M07Rik	20	33	38	20	11	14	27	32	30	38
1700093K21Rik	22	24	38	26	6	5	15	22	11	14
1700094D03Rik	25	20	36	17	7	7	26	22	35	29
1700094J05Rik	20	25	42	21	13	6	24	21	18	19
1700094M24Rik	26	21	51	18	13	7	12	24	15	7
1700095A21Rik	27	36	46	28	15	12	17	25	25	10
1700095B10Rik	19	22	39	14	13	12	7	9	18	18
1700095B22Rik	30	20	39	14	8	4	9	30	19	19
1700096J18Rik	15	31	58	16	7	12	34	24	26	48
1700096K18Rik	57	56	181	49	61	32	163	173	224	260
1700097N02Rik	40	37	69	24	27	17	38	41	43	52
1700100L14Rik	15	19	33	15	10	10	15	17	14	11
1700101E01Rik	31	22	56	20	14	12	63	74	60	87
1700101I11Rik	46	45	84	49	40	8	114	139	134	168
1700101O22Rik	23	20	27	6	11	4	7	11	4	2
1700102H20Rik	41	55	128	35	46	22	117	162	126	141
1700102P08Rik	33	26	28	17	10	10	23	26	23	23
1700104A03Rik	22	21	45	13	4	3	19	16	12	15
1700105P06Rik	73	127	278	129	103	24	361	398	357	449
1700106J16Rik	22	14	33	13	8	9	20	18	17	16
1700106N22Rik	60	69	180	63	62	17	224	252	194	289
1700108F19Rik	21	29	38	18	10	1	22	21	27	22
1700108J01Rik	34	21	36	13	17	12	25	20	18	19
1700108M19Rik	19	11	22	11	6	3	10	25	18	10
1700109F18Rik	24	26	26	20	16	14	18	25	17	39
1700109G14Rik	25	28	42	19	13	9	18	22	14	14
1700109G15Rik	30	22	33	18	10	9	9	17	16	7
1700109H08Rik	23	23	29	13	13	5	14	22	18	19
1700109I08Rik	21	17	27	12	10	4	8	14	15	3
1700110C19Rik	18	24	25	13	6	6	8	16	14	2
1700110I01Rik	26	24	22	17	3	13	12	13	9	9
1700110K17Rik	35	31	37	16	24	16	61	53	49	86
1700110M21Rik	26	16	27	11	6	8	11	20	13	7
1700111N16Rik	10	12	15	5	4	8	6	14	5	5
1700112E06Rik	25	36	47	34	20	18	46	44	45	46
1700112H15Rik	29	10	26	12	5	5	13	19	17	7
1700113A16Rik	59	65	189	62	77	19	204	274	205	339
1700113H08Rik	29	16	31	13	10	10	12	17	7	18
1700113I22Rik	50	59	105	40	54	19	176	176	174	253
1700119H24Rik	42	41	66	39	32	18	104	104	145	186
1700120C14Rik	32	54	126	48	56	17	160	200	185	239
1700120E14Rik	32	20	39	12	11	7	35	37	28	39
1700120G07Rik	26	22	25	12	11	3	17	16	13	19
1700120K04Rik	24	25	30	17	11	12	32	23	29	30
1700121L16Rik	22	14	16	3	13	6	8	10	11	7
1700121N20Rik	15	26	27	16	12	7	9	19	11	8
1700122O11Rik	31	30	45	18	16	16	49	46	57	66
1700123I01Rik	23	24	42	22	16	8	38	39	46	51
1700123K08Rik	19	21	34	14	11	11	14	16	15	9
1700123L14Rik	12	16	24	8	7	8	12	23	16	9
1700123M08Rik	41	58	105	38	46	22	101	107	87	133
1700123O12Rik	24	10	29	15	8	9	19	22	18	16
1700123O20Rik	41	54	122	49	45	11	164	205	177	239
1700123O21Rik	20	20	27	13	10	5	12	27	14	10
1700125D06Rik	25	35	51	23	13	14	19	28	30	29
1700125G02Rik	23	31	33	16	17	11	24	19	14	20
1700125G22Rik	59	84	219	49	67	13	238	250	217	267
1700125H03Rik	32	29	33	10	14	15	22	23	21	21
1700125H20Rik	25	15	48	12	16	11	52	35	39	38
1700126H18Rik	21	23	25	11	14	18	9	16	12	12
1700128A07Rik	13	16	30	13	7	10	4	18	11	14
1700128F08Rik	29	17	27	10	8	11	10	13	21	6
1700129C05Rik	22	20	34	12	9	5	13	14	12	8
1810006J02Rik	25	17	31	10	7	9	22	23	21	27
1810006K21Rik	73	111	270	94	88	35	324	408	356	496
1810007C17Rik	16	16	25	9	2	3	9	14	12	8
1810007D17Rik	24	29	26	8	9	12	13	9	17	2
1810007I06Rik	33	32	54	24	23	7	41	48	38	55
1810008A18Rik	36	35	98	42	43	17	140	154	167	233
1810008I18Rik	25	42	36	25	10	7	42	40	25	35
1810009A15Rik	56	72	200	58	67	17	222	302	252	350
1810009J06Rik	29	16	38	14	9	8	5	27	15	13
1810010D01Rik	22	27	30	21	10	6	28	26	30	16
1810010H24Rik	51	86	141	80	68	20	171	217	164	270
1810011H11Rik	24	29	26	21	19	8	22	28	26	21
1810011O10Rik	54	47	114	41	40	19	186	217	189	268
1810012K16Rik	83	126	340	128	122	31	598	588	547	630
1810012P15Rik	16	22	49	18	9	9	35	59	40	83
1810013A23Rik	30	55	111	45	47	20	129	118	111	176
1810013D10Rik	40	35	67	11	26	25	59	68	60	79
1810013L24Rik	54	57	151	51	46	29	183	246	129	214
1810014B01Rik	30	14	71	18	25	8	61	66	73	77
1810014F10Rik	20	24	53	16	19	7	43	49	31	44
1810018F18Rik	26	22	26	9	5	15	13	18	14	17
1810019D21Rik	39	34	55	29	27	23	62	64	51	78
1810019J16Rik	58	38	103	39	45	16	142	158	149	220
1810020D17Rik	95	138	296	136	160	40	519	455	484	640
1810020O05Rik	25	22	23	13	10	16	17	19	13	17
1810021B22Rik	122	214	535	173	234	52	605	793	578	736
1810022K09Rik	37	33	75	21	24	10	73	119	83	135
1810024B03Rik	50	75	150	76	58	25	203	243	247	306
1810026B05Rik	106	119	355	106	139	42	467	570	539	720
1810026J23Rik	52	61	108	43	41	19	177	162	153	245
1810027O10Rik	42	39	78	27	30	14	94	70	91	122
1810029B16Rik	32	23	50	16	21	12	74	72	85	88
1810030J14Rik	22	9	19	10	7	8	23	22	15	10
1810030N24Rik	25	20	44	14	13	11	34	39	36	59
1810030O07Rik	19	20	71	17	16	9	86	87	64	112
1810031K17Rik	48	105	217	94	109	30	271	306	274	375
1810032O08Rik	30	32	57	15	26	5	70	59	60	114
1810033B17Rik	21	20	29	6	12	4	25	18	21	14
1810034E14Rik	35	35	100	46	37	13	138	124	90	125
1810035I16Rik	34	19	33	16	18	15	23	18	18	34
1810035L17Rik	67	94	227	76	81	18	341	399	306	381
1810037I17Rik	39	34	91	18	33	11	87	106	112	175
1810041L15Rik	22	26	34	16	12	11	14	18	10	9
1810043G02Rik	33	33	59	20	20	12	43	41	31	51
1810043H04Rik	61	88	182	63	89	25	219	256	232	360
1810044D09Rik	29	31	88	28	33	9	145	127	100	184
1810046J19Rik	16	24	41	20	19	8	32	43	43	52
1810046K07Rik	20	18	26	8	10	6	11	20	26	21
1810048J11Rik	30	19	38	8	11	15	13	29	20	19
1810049H13Rik	51	50	142	53	64	22	187	175	223	264
1810053B23Rik	24	21	38	12	12	12	15	24	18	17
1810055G02Rik	32	30	63	18	20	7	69	76	58	70
1810058I24Rik	25	32	38	15	10	8	36	44	38	42
1810062G17Rik	28	27	68	24	18	18	48	56	37	57
1810062O18Rik	72	115	253	98	99	31	360	416	335	539
1810063B05Rik	43	40	72	20	27	15	110	90	102	142
1810063B07Rik	39	59	115	36	44	24	142	183	148	229
1810064F22Rik	22	16	27	11	15	13	19	32	30	26
1810065E05Rik	32	28	37	26	18	11	19	24	18	16
1810074P20Rik	20	25	38	9	15	10	30	35	17	37
2010001E11Rik	24	22	32	12	12	13	32	39	38	26
2010001M06Rik	29	24	35	23	22	13	29	42	49	67
2010001M09Rik	31	28	31	14	7	8	19	20	19	24
2010002M12Rik	36	35	65	23	24	17	67	85	97	155
2010002N04Rik	34	29	53	30	14	7	36	48	41	49
2010003K11Rik	33	36	96	47	48	13	100	150	130	160
2010003K15Rik	23	25	39	20	11	23	52	51	37	59
2010003O02Rik	76	121	308	124	156	38	432	532	467	626
2010005H15Rik	19	17	31	11	10	9	11	25	18	13
2010009K17Rik	49	39	53	22	25	15	31	36	34	40
2010010A06Rik	70	50	60	27	26	19	76	62	74	106
2010011I20Rik	31	30	31	13	18	12	21	33	42	46
2010012O05Rik	27	20	45	16	20	9	23	46	52	62
2010015L04Rik	35	30	36	19	8	8	22	30	23	22
2010016I18Rik	33	41	89	34	25	13	85	83	85	90
2010106C02Rik	37	24	51	21	18	15	79	73	75	109
2010106E10Rik	14	9	16	7	7	6	23	24	26	42
2010106G01Rik	42	62	128	41	36	11	195	178	191	260
2010107E04Rik	26	19	88	16	21	14	57	62	63	83
2010107G12Rik	33	19	36	13	10	7	30	21	23	26
2010107G23Rik	21	32	45	18	19	16	43	46	44	55
2010107H07Rik	26	36	55	27	26	12	56	60	63	113
2010109A12Rik	121	209	522	204	185	50	581	760	625	837
2010109I03Rik	30	25	37	14	23	15	43	34	66	80
2010109K11Rik	35	23	68	20	25	10	67	78	53	73
2010110P09Rik	31	40	40	19	21	13	52	55	50	91
2010111I01Rik	21	12	27	11	5	13	24	36	19	16
2010204K13Rik	10	10	11	4	5	4	16	17	14	18
2010300C02Rik	24	43	79	32	42	14	70	87	85	127
2010305A19Rik	46	36	117	47	42	24	143	178	162	216
2010308F09Rik	17	22	22	14	6	3	12	19	18	21
2010310C07Rik	32	23	46	17	11	7	58	92	73	90
2010315B03Rik	27	24	43	9	11	4	29	40	32	48
2010317E24Rik	33	35	61	31	21	10	71	54	74	103
2010320M18Rik	65	125	259	111	149	48	314	335	295	426
2010321M09Rik	35	27	44	15	24	15	47	40	50	70
2200002D01Rik	67	112	310	102	89	26	452	515	417	585
2200002J24Rik	24	25	48	25	11	11	36	24	38	54
2200002K05Rik	33	48	59	17	19	18	40	37	48	62
2210009G21Rik	61	77	194	67	83	17	235	276	185	281
2210010C04Rik	30	15	29	11	8	10	14	13	13	11
2210010C17Rik	37	40	62	29	27	23	90	97	128	212
2210012G02Rik	75	107	294	105	122	39	423	408	392	512
2210013O21Rik	23	12	19	13	7	9	41	45	46	55
2210015D19Rik	49	64	136	68	47	29	185	211	202	276
2210016F16Rik	46	33	118	46	37	23	153	139	150	200
2210016L21Rik	20	27	48	13	25	12	52	60	85	111
2210018M11Rik	55	68	162	41	52	17	234	237	249	341
2210019I11Rik	26	26	35	9	13	17	12	28	29	23
2210020M01Rik	27	30	48	25	30	7	46	42	65	66
2210021J22Rik	36	45	94	31	26	12	108	131	122	173
2210039B01Rik	25	27	74	32	20	13	71	71	67	124
2210403K04Rik	73	60	176	31	47	25	239	259	277	397
2210404J11Rik	43	45	151	49	46	22	220	263	198	279
2210404O07Rik	48	59	102	45	37	32	169	174	130	193
2210404O09Rik	15	14	32	13	16	8	35	45	33	33
2210407C18Rik	36	30	58	17	16	14	21	37	35	32
2210408F21Rik	26	29	57	22	20	14	62	39	44	53
2210408I21Rik	45	72	160	66	78	21	254	281	226	369
2210409D07Rik	28	24	35	10	10	11	17	22	18	16
2210409E12Rik	38	29	60	23	14	9	34	52	49	43
2210411K11Rik	43	31	84	42	34	20	104	132	103	181
2210414B05Rik	35	16	27	11	13	3	16	20	14	17
2210415F13Rik	41	36	77	26	40	15	49	53	63	78
2210416O15Rik	25	24	29	19	6	13	25	21	24	26
2210417A02Rik	37	36	59	29	36	20	73	68	94	106
2210417K05Rik	46	35	83	41	25	17	108	87	87	96
2210420H20Rik	28	28	37	7	8	8	25	28	16	17
2300002M23Rik	19	23	24	10	12	8	20	30	26	16
2300003K06Rik	31	14	31	8	4	15	18	16	14	16
2300005B03Rik	22	31	39	20	16	10	15	21	23	13
2300009A05Rik	46	40	110	29	33	18	94	105	111	118
2310001A20Rik	42	26	65	33	20	16	69	83	70	124
2310001H17Rik	29	24	58	22	25	10	54	91	80	110
2310001H18Rik	21	19	25	11	11	8	11	18	20	8
2310001K24Rik	49	59	108	41	58	18	165	143	147	227
2310002D06Rik	23	25	33	8	10	6	27	25	26	25
2310002J15Rik	23	38	58	25	21	9	84	80	66	104
2310002L09Rik	16	9	26	10	5	10	16	15	6	6
2310002L13Rik	19	17	27	4	6	12	9	13	15	8
2310003C23Rik	45	71	155	64	52	23	257	252	224	338
2310003F16Rik	32	37	54	18	14	18	57	54	56	100
2310003H01Rik	29	35	59	18	18	13	53	65	56	90
2310003L22Rik	55	74	154	63	47	23	247	308	241	374
2310004I24Rik	57	91	252	94	79	23	274	340	251	387
2310004N24Rik	90	146	451	179	131	43	526	745	638	806
2310005A03Rik	45	48	126	26	35	20	168	170	174	235
2310005E17Rik	25	20	33	10	13	10	20	21	17	14
2310005G13Rik	29	20	26	9	6	5	9	21	16	27
2310007B03Rik	33	40	50	22	26	14	38	41	38	49
2310007L24Rik	34	44	41	28	17	8	39	23	36	27
2310008H04Rik	27	24	46	15	12	6	31	52	35	48
2310008H09Rik	28	29	63	20	20	14	78	96	72	97
2310008N11Rik	23	21	29	12	3	12	15	29	20	18
2310009A05Rik	48	61	110	60	37	16	175	197	168	229
2310009B15Rik	18	23	44	10	13	7	22	35	23	29
2310010J17Rik	151	263	609	245	274	48	808	1006	860	1065
2310010M20Rik	28	23	36	14	12	11	23	17	32	28
2310011J03Rik	24	38	50	28	28	15	47	44	47	71
2310014F07Rik	19	17	39	8	7	8	27	21	21	16
2310014L17Rik	28	22	37	20	19	9	28	32	31	35
2310015A10Rik	35	46	76	30	27	13	100	105	75	134
2310015B20Rik	20	22	37	14	14	9	20	29	21	31
2310015D24Rik	25	23	37	17	11	13	18	18	17	22
2310016D03Rik	18	17	29	14	5	11	8	23	13	7
2310016M24Rik	37	40	107	33	39	19	140	98	127	183
2310020H05Rik	25	22	23	7	8	6	16	16	14	14
2310021P13Rik	35	25	79	20	26	14	72	117	98	160
2310022A10Rik	51	39	103	23	55	22	107	111	103	152
2310022B05Rik	29	28	43	21	16	11	34	33	40	33
2310028H24Rik	30	18	37	17	11	16	12	30	23	31
2310030A07Rik	20	11	23	8	6	7	10	14	18	12
2310030G06Rik	25	42	65	24	25	13	45	61	63	106
2310030N02Rik	29	24	52	22	10	7	34	39	43	46
2310033E01Rik	62	70	167	74	77	24	204	190	192	257
2310033P09Rik	33	44	57	28	24	11	44	72	41	65
2310034C09Rik	24	14	20	8	9	7	9	24	17	14
2310034G01Rik	48	62	126	51	55	24	147	152	159	156
2310034O05Rik	18	16	31	17	9	10	10	12	17	22
2310035C23Rik	47	57	129	49	49	17	199	249	213	331
2310035K24Rik	50	70	164	50	60	15	245	230	244	309
2310036O22Rik	68	109	254	93	91	23	378	513	367	512
2310037I24Rik	40	49	65	22	31	14	75	84	78	121
2310039H08Rik	27	44	43	31	30	20	64	57	60	78
2310039L15Rik	28	17	22	10	11	6	9	24	17	15
2310040G24Rik	19	28	36	18	13	13	37	43	41	49
2310042D19Rik	25	22	44	14	16	11	7	22	20	25
2310042E22Rik	30	17	29	12	7	7	17	25	22	17
2310043J07Rik	31	41	40	22	23	23	24	23	23	20
2310043L19Rik	35	16	36	23	12	13	32	31	19	41
2310043O21Rik	37	17	31	13	6	8	19	28	21	38
2310044G17Rik	50	58	200	65	62	14	234	336	275	345
2310044H10Rik	44	30	57	27	28	24	55	81	53	69
2310045N01Rik	58	40	120	43	44	23	194	199	191	299
2310046A06Rik	20	24	19	7	10	3	8	16	15	10
2310046O06Rik	25	39	58	28	31	9	103	66	77	104
2310047B19Rik	28	27	62	20	27	9	68	55	49	74
2310047M10Rik	63	87	182	53	63	20	325	309	344	456
2310050B05Rik	35	56	91	43	50	18	134	119	112	145
2310050C09Rik	32	22	22	10	8	8	9	18	16	11
2310057J18Rik	24	10	21	9	4	3	13	24	10	4
2310057M21Rik	45	46	96	37	38	19	137	133	126	212
2310057N15Rik	16	14	26	10	7	7	14	18	18	7
2310061C15Rik	54	77	206	89	79	22	302	361	268	450
2310061I04Rik	39	49	72	24	22	13	77	77	78	127
2310061J03Rik	40	55	135	37	43	12	167	177	213	264
2310061N02Rik	24	13	34	17	9	6	19	28	15	30
2310065F04Rik	17	19	29	18	17	12	15	31	12	16
2310067B10Rik	23	37	88	29	29	18	139	165	170	223
2310068J16Rik	67	83	235	100	78	22	320	322	321	453
2310069B03Rik	28	18	42	18	10	10	21	25	23	32
2310069G16Rik	19	15	24	10	13	10	13	17	11	13
2310079F23Rik	45	40	134	38	41	14	165	181	175	263
2310079G19Rik	19	18	27	5	5	10	13	24	12	21
2310081J21Rik	21	13	26	6	5	7	4	18	7	6
2400001E08Rik	41	45	77	40	59	26	142	172	149	235
2400003C14Rik	52	45	167	51	52	10	170	205	172	264
2400009B08Rik	27	28	51	20	6	8	43	47	40	64
2410001C21Rik	28	30	68	29	27	2	84	80	76	131
2410002F23Rik	61	81	247	72	94	22	331	413	296	490
2410002I01Rik	91	122	339	122	156	35	428	480	358	527
2410002O22Rik	44	44	101	42	46	17	158	149	153	245
2410003K15Rik	35	27	59	18	13	14	79	72	73	112
2410003L11Rik	23	16	34	14	4	8	19	18	24	23
2410004A20Rik	20	20	37	19	7	13	14	23	10	22
2410004B18Rik	21	20	46	16	12	10	43	45	35	58
2410004I01Rik	24	22	41	18	3	12	24	20	35	24
2410004N09Rik	28	32	58	18	25	16	63	63	66	100
2410004P03Rik	28	24	41	12	12	11	12	27	19	18
2410006H16Rik	44	44	80	44	28	13	110	132	116	174
2410007B07Rik	24	11	36	7	8	5	16	22	14	7
2410012E07Rik	20	22	24	4	7	13	8	20	12	15
2410012M07Rik	28	32	31	16	8	9	15	20	8	14
2410015M20Rik	37	45	88	40	48	14	109	99	100	189
2410016O06Rik	31	36	71	24	23	15	90	98	113	164
2410017I17Rik	36	40	47	27	16	17	62	69	48	97
2410017P09Rik	50	62	160	59	44	14	214	221	191	299
2410018L13Rik	17	17	31	9	9	7	13	15	15	10
2410018M08Rik	32	20	31	10	11	16	20	28	36	35
2410021H03Rik	24	24	32	12	6	10	23	27	17	19
2410022L05Rik	28	24	49	34	17	9	36	44	35	43
2410042D21Rik	17	26	37	20	21	8	40	32	49	71
2410057H14Rik	24	34	30	20	7	12	18	22	17	20
2410066E13Rik	15	32	45	17	16	8	65	44	41	81
2410075B13Rik	30	32	46	17	17	8	50	42	51	43
2410076I21Rik	22	18	36	9	11	13	12	19	18	13
2410088K16Rik	20	26	33	14	12	12	16	32	17	7
2410089E03Rik	37	28	56	20	23	9	67	64	73	93
2410091C18Rik	55	69	164	63	43	16	190	247	223	299
2410114N07Rik	26	22	34	22	13	6	21	27	23	21
2410124H12Rik	16	22	27	12	14	7	18	26	33	30
2410127L17Rik	29	39	41	11	9	16	30	37	32	40
2410131K14Rik	38	36	73	36	41	20	73	59	88	100
2410137F16Rik	28	12	32	21	14	10	8	11	17	11
2410137M14Rik	24	34	57	20	15	12	28	25	26	38
2410141K09Rik	23	23	30	15	5	5	15	15	16	2
2500003M10Rik	27	47	80	15	24	21	86	96	91	158
2500004C02Rik	102	136	356	141	155	28	435	401	397	482
2510002D24Rik	21	17	52	13	12	11	54	51	55	61
2510003D18Rik	21	22	34	6	6	12	8	20	14	8
2510003E04Rik	29	21	40	13	12	19	32	43	26	42
2510006D16Rik	57	68	152	62	62	19	192	255	232	330
2510009E07Rik	34	46	63	30	30	13	48	56	41	68
2510012J08Rik	51	64	163	59	54	18	205	228	192	315
2510039O18Rik	24	17	47	12	14	20	39	43	42	62
2510049J12Rik	30	32	45	20	15	19	59	60	60	77
2600006L11Rik	28	28	40	23	13	13	25	26	28	47
2610001J05Rik	25	18	89	25	23	11	109	142	113	202
2610002D18Rik	24	21	36	16	19	14	19	38	37	44
2610002I17Rik	31	39	80	27	33	13	115	107	99	131
2610002J02Rik	49	49	90	33	31	18	135	130	123	167
2610002M06Rik	15	6	16	7	4	2	17	11	13	28
2610005L07Rik	74	82	144	50	35	30	92	90	100	114
2610008E11Rik	28	14	36	8	7	7	27	40	28	52
2610015P09Rik	37	47	128	34	38	15	153	232	186	246
2610016A17Rik	22	27	31	22	12	8	27	38	18	24
2610017I09Rik	22	15	30	16	16	9	9	21	15	18
2610018G03Rik	11	9	22	8	7	6	14	18	16	21
2610019E17Rik	47	61	177	47	77	20	230	243	238	350
2610019F03Rik	25	17	32	16	12	5	11	20	23	27
2610020C07Rik	52	76	179	61	70	13	250	309	261	287
2610020H08Rik	35	49	78	39	34	6	130	167	139	187
2610021K21Rik	51	54	147	64	69	18	186	171	167	262
2610027L16Rik	54	48	109	56	41	18	184	229	214	288
2610028E06Rik	20	26	29	15	9	15	9	15	19	10
2610028H24Rik	25	27	34	19	13	8	16	17	24	26
2610029G23Rik	15	10	21	6	4	6	22	27	30	53
2610029I01Rik	26	34	40	14	11	10	27	38	27	46
2610034B18Rik	58	90	233	77	69	21	310	339	321	380
2610034M16Rik	19	16	22	9	5	6	12	17	11	8
2610035D17Rik	28	21	44	11	14	14	32	25	26	46
2610035F20Rik	21	26	28	25	9	9	25	23	27	31
2610037D02Rik	24	19	29	11	9	8	21	25	12	21
2610039C10Rik	29	50	88	41	37	15	131	106	126	121
2610044O15Rik	35	46	120	40	41	15	190	191	169	259
2610100L16Rik	21	15	28	4	4	7	12	19	14	15
2610101N10Rik	52	43	134	36	38	14	132	158	128	199
2610109H07Rik	20	27	36	20	19	4	26	28	21	21
2610203C20Rik	10	15	29	11	3	2	15	18	21	20
2610203C22Rik	23	17	23	9	9	13	25	24	17	20
2610204G22Rik	60	85	206	71	105	23	248	315	262	360
2610206C17Rik	52	79	211	94	82	27	323	398	369	529
2610301B20Rik	41	37	106	32	33	8	112	109	83	119
2610301G19Rik	32	37	63	24	23	14	66	65	64	112
2610305D13Rik	67	55	98	40	25	23	30	46	34	29
2610306M01Rik	52	97	264	121	128	26	431	425	393	546
2610307P16Rik	19	20	25	8	9	10	10	18	16	5
2610316D01Rik	19	12	22	12	5	4	25	20	9	20
2610318N02Rik	37	28	41	25	13	6	49	56	46	59
2610507B11Rik	26	22	37	19	15	14	29	32	32	61
2610507I01Rik	45	61	122	40	45	14	127	159	142	195
2610524H06Rik	32	24	42	18	10	9	33	33	32	36
2610528A11Rik	33	25	48	14	15	17	13	23	29	38
2610528E23Rik	33	33	87	29	22	5	118	194	126	167
2610528J11Rik	44	48	91	37	47	18	133	116	104	193
2700007P21Rik	37	28	61	16	19	6	59	83	64	75
2700023E23Rik	29	23	51	13	15	11	47	43	46	57
2700029M09Rik	23	21	55	12	13	12	34	34	21	33
2700038G22Rik	38	33	55	32	22	10	45	29	39	52
2700046A07Rik	22	18	31	8	15	6	19	28	20	15
2700046G09Rik	63	114	279	118	104	31	354	334	295	426
2700049A03Rik	49	74	179	75	80	26	245	280	249	314
2700050L05Rik	35	29	100	31	27	10	121	142	106	181
2700054A10Rik	66	68	184	56	48	24	341	303	320	475
2700060E02Rik	29	30	53	31	16	9	99	80	99	148
2700062C07Rik	38	27	61	16	24	10	55	55	60	65
2700069I18Rik	14	15	32	7	8	11	7	12	13	13
2700070H01Rik	20	22	35	12	10	9	13	19	18	21
2700078E11Rik	33	35	96	40	32	10	138	138	108	186
2700081L22Rik	42	59	144	40	57	20	214	229	203	318
2700081O15Rik	25	29	52	22	23	3	44	56	39	69
2700086A05Rik	36	24	51	14	17	14	30	46	33	49
2700089E24Rik	25	29	62	15	19	13	60	85	62	87
2700089I24Rik	26	16	38	14	14	19	11	21	12	7
2700090O03Rik	12	19	22	13	10	6	21	14	23	21
2700094K13Rik	31	35	76	34	20	5	91	84	84	144
2700097O09Rik	89	117	454	149	154	38	591	753	616	757
2700099C18Rik	67	60	139	65	55	17	206	231	195	288
2810001G20Rik	55	89	186	73	61	28	213	206	176	185
2810002D19Rik	71	128	335	116	151	38	435	466	400	549
2810002N01Rik	43	114	224	86	106	25	309	309	255	375
2810004N23Rik	68	99	206	115	94	25	298	371	287	355
2810006K23Rik	33	27	82	41	26	17	75	93	63	90
2810007J24Rik	15	14	14	5	5	2	11	18	10	7
2810008D09Rik	38	55	96	32	37	16	121	109	104	160
2810008M24Rik	39	41	106	38	25	22	121	154	136	193
2810011L19Rik	29	24	38	15	17	10	10	16	7	12
2810013P06Rik	203	278	755	341	324	85	716	882	746	875
2810021B07Rik	84	107	317	127	104	37	449	520	370	612
2810021J22Rik	21	27	50	12	16	9	56	57	46	79
2810025M15Rik	46	50	94	47	55	22	149	150	177	221
2810029C07Rik	50	119	280	114	140	42	470	423	446	564
2810030E01Rik	28	9	41	10	10	7	24	25	20	25
2810032G03Rik	16	27	22	18	13	5	28	34	33	28
2810046L04Rik	79	91	255	92	87	21	365	514	331	483
2810047C21Rik1	22	28	27	11	8	7	11	10	14	10
2810049E08Rik	21	17	28	6	10	7	10	18	16	6
2810055F11Rik	82	92	265	100	87	28	311	396	315	453
2810055G20Rik	28	14	29	15	4	6	23	35	28	35
2810403A07Rik	40	49	116	32	34	12	141	132	125	194
2810403D21Rik	42	67	214	53	64	14	255	266	290	399
2810404M03Rik	28	13	35	10	16	7	18	30	21	22
2810405F15Rik	20	34	32	16	18	12	31	22	21	29
2810405K02Rik	31	27	67	18	18	17	64	61	62	86
2810407C02Rik	23	32	38	15	17	13	36	45	26	59
2810408A11Rik	79	112	258	99	104	28	367	424	394	532
2810408I11Rik	50	87	192	70	83	35	251	320	315	429
2810408M09Rik	20	25	47	33	19	11	70	50	65	97
2810410L24Rik	33	37	86	27	30	22	103	87	95	145
2810417H13Rik	32	25	48	12	21	5	30	27	35	52
2810422J05Rik	24	22	58	29	23	14	91	97	101	154
2810422O20Rik	35	52	111	38	51	20	160	145	152	195
2810428I15Rik	27	32	65	15	29	12	52	45	48	65
2810429I04Rik	36	16	37	12	12	3	22	28	28	28
2810432D09Rik	40	38	71	37	22	22	81	80	85	113
2810432L12Rik	26	25	37	11	18	12	57	42	53	67
2810433D01Rik	26	22	36	21	14	10	32	27	18	26
2810442I21Rik	35	48	103	56	47	16	110	138	143	150
2810442N19Rik	20	26	22	14	14	12	25	20	31	32
2810453I06Rik	47	18	48	19	22	14	49	60	58	87
2810454H06Rik	37	53	108	41	46	18	110	104	127	167
2810459M11Rik	27	26	43	19	16	7	32	45	43	60
2810468N07Rik	25	31	29	23	18	11	19	18	20	32
2810471M01Rik	26	15	10	5	6	6	4	19	13	2
2810474O19Rik	27	35	85	26	26	8	101	109	98	156
2900002K06Rik	33	42	71	22	33	11	108	134	110	142
2900005J15Rik	46	61	149	82	84	17	265	238	238	282
2900006K08Rik	64	78	152	79	74	25	273	241	250	283
2900008C10Rik	12	16	23	7	9	7	12	15	20	21
2900009J06Rik	88	115	394	125	120	35	555	708	546	722
2900010M23Rik	36	26	51	27	13	8	58	47	48	71
2900011O08Rik	16	23	29	13	10	6	16	15	14	20
2900026A02Rik	36	33	44	18	27	10	26	31	23	39
2900041M22Rik	14	27	28	19	10	13	14	20	16	17
2900052N01Rik	19	22	26	10	12	12	9	16	17	15
2900053A13Rik	45	65	116	47	48	25	164	197	169	247
2900055J20Rik	30	24	33	14	10	2	14	17	19	32
2900056M20Rik	12	11	10	8	7	5	32	34	30	36
2900057B20Rik	22	25	41	13	9	17	22	19	19	9
2900060B14Rik	59	79	229	94	73	24	250	367	245	311
2900064A13Rik	31	39	104	32	25	20	142	165	136	217
2900076A07Rik	40	54	107	41	54	24	129	154	134	158
