CycID	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	fdr_BH
0610005C13Rik	1	yule-walker	1	20.3673469387755	26.3882735709367	9.5533487745453	55.987825	0.90184124461864	0.705523733855918	0.386937026723368	0.313302976974941	1
0610007C21Rik	1	yule-walker	1	20.2297297297297	2.79558575515554	12.9214140768617	63.443675	0.849391443233305	0.548174329699914	0.092432514990524	0.388083182792936	1
0610007L01Rik	0	yule-walker	1	20.2297297297297	0.409524896605838	10.4186647972686	8.64981	0.984008935918086	0.952026807754259	0.0749365492568839	0.126455779155852	1
0610007N19Rik	1	yule-walker	1	20.1616161616162	1.75766809992178	8.92232548326572	7.4737025	0.833922966900764	0.501768900702293	0.186890277961823	0.40752549993741	1
0610007P08Rik	0	default	1	24	0.0318203173617109	3.5591666065766	1.0731125	0.224349066683145	-1.32695279995057	0.0551436570198155	0.880710470765992	1
0610007P14Rik	0	default	1	24	7.47003026950359	17.0409848992377	121.458825	0.20001842164093	-1.39994473507721	0.160493723021472	0.894416892930288	1
0610007P22Rik	0	default	1	24	0.165861245720633	18.835734257893	6.277785	0.241249144448914	-1.27625256665326	0.11406933221124	0.871063060605308	1
0610008F07Rik	0	default	1	24	0.958814394235402	1.299323547495	4.2130925	0.438096366424239	-0.685710900727282	0.246340053124362	0.749602316949301	1
0610009B14Rik	0	default	1	24	0.0343125619657903	8.65884310616243	0.0508312	0.430354789791369	-0.708935630625893	0.769251884606214	0.754748441673536	1
0610009B22Rik	1	yule-walker	1	20.3673469387755	2.60619891979417	19.9161293569418	15.85755	0.922859645261357	0.768578935784072	0.134605306770769	0.277741525052778	1
0610009D07Rik	0	yule-walker	1	20.2983050847458	1.19793907240332	11.5037919044143	54.0616	0.987468547739466	0.962405643218398	0.088763842223944	0.111943969290597	1
0610009L18Rik	1	yule-walker	1	20.4368600682594	0.626425044790046	20.3623046090333	2.3038225	0.961877084275806	0.885631252827419	0.215252164371402	0.195250904541294	1
0610009O20Rik	0	default	1	24	0.0599865608949202	7.36980661802775	6.24322	0.274120821445328	-1.17763753566402	0.0292991987711306	0.85198543329958	1
0610010B08Rik	0	default	1	24	0.0433339306540499	20.8351410299425	0.30261925	0.46445778578437	-0.606626642646891	0.15151174219057	0.731807498059176	1
0610010F05Rik	1	yule-walker	1	20.3673469387755	0.183502954052107	12.4597938436724	1.313535	0.900231980526728	0.700695941580184	0.12358213790633	0.315860759628783	1
0610010K14Rik	0	default	1	24	0.210134587348204	6.11338143971183	21.1297	0.214147986790303	-1.35755603962909	0.0454776616345043	0.886482945808715	1
0610010O12Rik	0	yule-walker	1	20.1616161616162	36.6763457918679	0.276955053549702	435.3935	0.981284160785385	0.943852482356154	0.0750022216607711	0.136805844957791	1
0610011F06Rik	0	yule-walker	1	20.0939597315436	5.42781075801162	10.2499351784806	53.414425	0.975593034966053	0.926779104898159	0.115477587811422	0.156227286457735	1
0610011L14Rik	0	default	1	24	0.37546263255083	5.68285643282404	7.13806	0.205190531833262	-1.38442840450021	0.0928566507369553	0.891520873657335	1
0610012G03Rik	1	yule-walker	1	20.1616161616162	0.95553985933411	13.1607457077003	24.81225	0.822966693094748	0.468900079284243	0.0477129442179994	0.420753261312675	1
0610012H03Rik	0	default	1	24	0.035674033000209	7.50549604917813	0.246679	0.284731829319742	-1.14580451204077	0.205904981948368	0.845735284045935	1
0610030E20Rik	1	yule-walker	1	20.4368600682594	0.658407416631832	20.3452675181769	8.6701075	0.960404936587428	0.881214809762283	0.106870488213779	0.198985083392129	1
0610031J06Rik	0	default	1	24	4.96499803562902	12.8128538418176	81.4998	0.544856445540781	-0.365430663377657	0.077131619549904	0.67464327941455	1
0610031O16Rik	NA	NA	NA	NA	0	NA	0	NA	NA	NA	1	1
0610037L13Rik	0	yule-walker	1	20.4368600682594	0.251502760963578	11.2354447549325	9.101625	0.99701300490945	0.99103901472835	0.0371928048219728	0.0546534087733794	1
0610037P05Rik	0	default	1	24	1.8026497677863	13.5163730524811	27.227375	0.400169300512051	-0.799492098463846	0.0749044134411653	0.774487378520753	1
0610038B21Rik	0	yule-walker	1	20.5068493150685	0.0166550039895561	0.687610950395541	0.0394526	0.999804691791378	0.999414075374134	0.724425565500577	0.013975271325528	0.955330676763347
0610038L08Rik	0	default	1	24	0.0112973181118352	1.13157866600969	0.4635925	0.471340926250186	-0.585977221249443	0.220445809546737	0.727089453746796	1
0610039K10Rik	0	yule-walker	1	20.0939597315436	0.0894843262732224	10.2573001124805	0.26978925	0.976059129119236	0.928177387357709	0.266596261994474	0.154728377748762	1
0610040B10Rik	0	default	1	24	0.457964923561838	20.2721516098624	2.0128525	0.368192981650753	-0.89542105504774	0.272034054793682	0.794862892799285	1
0610040F04Rik	1	yule-walker	1	20.2297297297297	0.0553185665282228	12.8568596151983	0.231499625	0.85785274813366	0.57355824440098	0.566082274531147	0.377024205942192	1
0610040J01Rik	0	yule-walker	1	20.5068493150685	5.77441972603021	10.9617683181856	36.48385	0.999917882442902	0.999753647328705	0.130063101801802	0.00906187381826706	0.897227076757851
0610043K17Rik	0	default	1	24	0.0122004205788038	16.7283017274178	0.084186325	0.200811440873806	-1.39756567737858	0.384230333588699	0.89397346667907	1
0910001L09Rik	1	yule-walker	1	20.3673469387755	9.5202050561147	12.1722248575667	69.37925	0.933276950988411	0.799830852965232	0.113908562843287	0.258308050613196	1
100043387	0	yule-walker	1	20.2297297297297	0.258693521657302	0.3001357376542	0.560967	0.983809862096377	0.951429586289131	0.35581485865656	0.12724047274206	1
