CycID,WT_meta2d_pvalue,WT_meta2d_BH.Q,WT_meta2d_period,WT_meta2d_phase,WT_meta2d_Base,WT_meta2d_AMP,WT_meta2d_rAMP,KO_meta2d_pvalue,KO_meta2d_BH.Q,KO_meta2d_period,KO_meta2d_phase,KO_meta2d_Base,KO_meta2d_AMP,KO_meta2d_rAMP,rAMP_meta2d_WTdivKO,rAMP_meta2d_WTsubKO,phase_meta2d_abs_WTsubKO
0610007C21Rik,0.0003462727000717,0.0045356654401847,23.7635500480473,9.34941768818337,50.13789005448,7.04732712079769,0.140558908903826,0.0022609197939984,0.0118619253874123,23.5636363636364,7.84334856890121,45.9439664412512,4.92689993405069,0.107237148110639,1.3107296434143154,0.033321760793186994,1.5060691192821603
0610007N19Rik,0.0001285616250016,0.0026006339847069,23.9052823315118,10.0883562137134,6.27530763148205,3.2743598262524,0.521784750412163,0.0270257596766963,0.0892406312787773,23.8198198198198,12.6605644220783,3.20769612316768,1.53063563579892,0.477176009517816,1.0934848777067059,0.044608740894346965,2.5722082083649003
0610007P08Rik,0.385488181516738,0.653854288488799,24.380487804878,24.0025285074982,1.10138535731443,0.366781250291946,0.333018092038458,0.0002532934617613,0.0044034183226856,23.9052823315118,21.8196839940862,0.950423498943752,0.406951173537518,0.406951173537518,0.8183244420789368,-0.07393308149905997,2.1828445134120003
0610007P22Rik,0.938053220436185,1.0,22.2675177155316,6.19701078426498,7.67203102314552,0.713135888784684,0.0929526857533873,0.649463200638143,1.0,25.3145437558393,21.9982286599763,7.45570686857562,0.613279297734739,0.0822563585915097,1.130036477970004,0.0106963271618776,8.19878212428868
0610008F07Rik,0.0016344800440889,0.0094792765937293,24.3201967792767,9.01391913975814,3.17342050743595,1.94492839730297,0.612880767848327,0.0031427137624088,0.0145867817747239,24.2666666666667,7.28579032268247,3.79080878543948,1.95909967938387,0.516802558575042,1.1859089272665317,0.09607820927328503,1.728128817075671
0610009B22Rik,5.29787028025197e-06,0.0003884321808645,23.9926335174954,0.89897580481263,19.248914961162,4.28405112370187,0.222560655099037,8.35474423094285e-05,0.0022822382822631,23.9926335174954,1.48941937978172,20.9215858169856,6.22351276322355,0.297468500603375,0.7481822601304089,-0.07490784550433799,0.59044357496909
0610009D07Rik,0.0017701248004773,0.0096979245636128,23.2682608549423,9.94433189084242,54.1481647552718,10.3932039116721,0.1919400954519,0.244269635781385,0.496543563193145,23.0957264957265,5.88973342552711,52.9168171198248,7.97533037450412,0.15071447620224,1.2735345687320732,0.041225619249660006,4.05459846531531
0610010F05Rik,0.756242898108376,1.0,22.5325659998173,19.783568672292,0.793546405128647,0.107732657787313,0.107732657787313,0.145951004951997,0.356083715594997,26.8752556237219,16.6221084720296,0.713805576433865,0.162949255547637,0.162949255547637,0.6611423748163008,-0.055216597760324004,3.1614602002624004
0610012G03Rik,0.0980576918211306,0.231280146490415,23.556253928347,11.6594991263538,30.8267280079466,6.53017942914846,0.211834983831728,0.002707911868037,0.0132955157843282,24.2870791419778,1.02656177896513,28.8618736036933,6.09296910914265,0.211107885538067,1.0034442024361514,0.0007270982936609938,10.63293734738867
0610012H03Rik,0.0022148968350914,0.0104997771055065,24.4469945355191,1.30491787309924,1.09767940403902,0.336474226405503,0.306532330995201,0.0019657222429309,0.011042174089344,23.3545059939312,8.52236209328036,2.0143422011893,0.438656029928536,0.217766390273483,1.407620021667443,0.088765940721718,7.217444220181121
0610037P05Rik,0.0001096107469158,0.0023756560848414,24.0980009423167,10.2895279684799,20.1893300735764,4.64734451726826,0.230188148904983,0.0015091408138652,0.0101454887914095,24.0819366852886,3.59523268864347,17.8846206285681,1.57241107405483,0.0879197332004417,2.618162504886065,0.1422684157045413,6.69429527983643
0610039K10Rik,0.0161644441168632,0.0502417750083035,23.688376618304,16.0430490358367,0.110626170531287,0.166356612970832,0.166356612970832,0.0173543385102809,0.0604729591956096,23.6568203038791,15.9655122470433,0.0721368849177307,0.109795376386908,0.109795376386908,1.5151513519531807,0.05656123658392401,0.07753678879339887
0610040B10Rik,0.141970161480229,0.31072084547131,23.1140028213952,8.42308929840098,2.21178814366528,1.16339118591102,0.525995760146855,0.0009640515019379,0.0084519154243405,24.3535858726189,9.23919468172223,2.17841545167705,0.455008511674304,0.20887132035536,2.5182766080664414,0.317124439791495,0.8161053833212506
0910001L09Rik,0.0019601286775722,0.0099603480616781,23.3518952915179,10.3317308392357,56.3407704439624,20.3747248704147,0.361633763788867,0.0004748929417569,0.0061170733688217,23.8892823315118,9.26909226113128,47.1464643913695,6.57466845169958,0.139451993624004,2.5932491489789546,0.222181770164863,1.0626385781044192
1110001A16Rik,0.0207853736308646,0.062782748536029,26.2666666666667,5.30939198182134,6.5585958185505,2.17744744744881,0.331999029623089,0.0006774383370528,0.0072256983195137,23.9926335174954,7.9253403011867,5.92161240690369,0.868148680922895,0.146606805928528,2.2645540056642472,0.18539222369456101,2.6159483193653594
1110001J03Rik,0.0046922497413919,0.0177749235847583,23.2149270482604,9.66828549258168,61.0442215209019,22.8073112775757,0.373619495987288,0.21818607834177,0.452497346925613,26.9855072463768,4.52072626305271,39.2390971637323,6.61021138468405,0.168459823555617,2.2178552019196287,0.205159672431671,5.147559229528969
1110003E01Rik,1.85440574257401e-05,0.0008033340929143,23.9926335174954,10.0828105425266,34.6356692320446,7.91124491792017,0.228413225248171,0.176736450540009,0.411100894801743,23.2622191756887,5.78377944868122,32.6765439159135,4.04508669204541,0.123791754184734,1.8451408718815856,0.10462147106343701,4.29903109384538
1110004F10Rik,0.0004137818114015,0.0049993653248128,24.2288754607988,1.36703438266898,24.4008414965672,1.17936129492953,0.0483328124194177,0.122464421427851,0.31005225581956,23.1140028213952,4.95222091160315,29.1839767148621,4.71449933970778,0.161544102977128,0.2991926757379737,-0.11321129055771031,3.58518652893417
1110005A03Rik,0.0018352383043056,0.0097807070987066,23.6401430960395,6.71224839675432,12.7554749811445,3.29312107573647,0.258173143736665,0.0175517795906318,0.0610872304932477,23.9052823315118,22.7521515458465,10.7339435585993,2.39609464017174,0.223225939943774,1.1565552990915549,0.03494720379289101,7.960096850907821
1110006O24Rik,0.0397775780573172,0.111139298384263,26.4600389863548,18.8388227798198,1.22623298865159,0.308380402834391,0.251485978348614,0.0311793021422022,0.101443930871895,23.6118460380755,17.8816587112063,1.00144552465034,0.122108084526351,0.121931829061782,2.062512965512785,0.129554149286832,0.9571640686135012
1110008J03Rik,0.721379564706778,1.0,24.8752556237219,7.18676646600307,2.38983009388299,0.108411104210383,0.0453635195606049,0.0016573790673694,0.0104895855579439,24.0819366852886,19.2986760796643,1.89027794381711,0.579010072885372,0.30630948997699,0.1480970098706789,-0.26094597041638506,11.88809038633877
1110008P14Rik,0.0078762631256089,0.0271847936336856,23.1347770902745,8.68551958096044,33.3615944806253,7.75979457602377,0.232596633848848,0.840585644615639,1.0,27.2144373673036,2.20184964485918,29.1572442193084,2.97872822275971,0.102160828381276,2.2767692620969213,0.130435805467572,6.4836699361012595
1110020A21Rik,0.0004837505878503,0.0054734873176859,23.8892823315118,9.27091792469644,1.65043094706213,0.828935273574602,0.502253835611941,0.0005608531435186,0.0066146211536343,23.7946103947529,8.1826032711693,1.4827414772731,0.710230227573589,0.478998017159249,1.0485509701910944,0.023255818452692034,1.0883146535271386
1110020G09Rik,0.0647152095385826,0.166409809460089,24.2216451005407,0.433850660530621,1.77913804042938,0.474905501085079,0.266930103394599,0.22772168353041,0.468760547575262,23.0081570309707,5.31299699010011,2.10312475475322,0.462008030706364,0.219676949578094,1.2151029223013985,0.047253153816504995,4.8791463295694895
1110021J02Rik,0.0010194716770687,0.0078659932416749,23.556253928347,8.13204586709555,4.39837298531737,0.831315335566685,0.18900519313432,0.122187040242386,0.309701145909634,26.7676767676768,4.56702110061646,4.7364655032106,0.683478913216361,0.144301465460493,1.309793996416939,0.04470372767382699,3.565024766479091
1110031I02Rik,7.53106728312858e-07,0.0001168491198781,23.9926335174954,10.7160536980379,13.7713231899923,3.67140042664431,0.266597506716882,0.0008176678509587,0.0078633349387567,23.8198198198198,9.76576426694973,10.0100365866114,1.78097035088654,0.177918465679599,1.498425167385261,0.08867904103728297,0.9502894310881693
1110032A04Rik,0.577247096373341,0.92222369362908,26.1732580037665,24.2408795607144,1.08762861076985,0.211521850408251,0.194479851222865,0.0580050168008378,0.170384553173171,26.560157790927,16.731322681179,0.49403642730889,0.241125068314679,0.241125068314679,0.8065517724148868,-0.04664521709181399,7.509556879535399
1110034A24Rik,0.0214863977107821,0.0646788392787168,24.0980009423167,23.9843651683054,0.899269821153303,0.155744807854666,0.155744807854666,0.197627034935464,0.445389531783884,23.1347770902745,13.2463245332521,1.00686525176755,0.293454708321581,0.291453804574567,0.5343721900697284,-0.135708996719901,10.738040635053299
1110034G24Rik,0.547190509310535,0.881713154955391,27.2763149961672,26.7527394551977,3.26421548131245,0.440252549995201,0.13487239200832,0.16464195679588,0.390862928966481,26.6626746506986,1.65796114177093,3.30551016647682,0.330042039593428,0.0998460216339928,1.3508038658037267,0.035026370374327195,-1.0947783134267688
