tracking_id	q27_FPKM	q28_FPKM	q29_FPKM	q30_FPKM	q31_FPKM	q32_FPKM	q27_FPKMr	q28_FPKMr	q29_FPKMr	q30_FPKMr	q31_FPKMr	q32_FPKMr
Ergic2	17.0579	17.1092	16.8325	17.5727	17.2466	16.4062	17.0579	17.1092	16.8325	17.5727	17.2466	16.4062
Ergic3	166.21	170.513	173.133	172.877	174.339	162.048	166.21	170.513	173.133	172.877	174.339	162.048
Erh	31.4292	32.8528	28.7041	26.3297	22.8353	32.0442	31.4292	32.8528	28.7041	26.3297	22.8353	32.0442
Eri1	3.24783	2.9607	2.76586	2.76139	2.85855	3.49811	3.24783	2.9607	2.76586	2.76139	2.85855	3.49811
Eri3	6.02824	6.1065	6.62295	6.0891	5.33488	5.93532	6.02824	6.1065	6.62295	6.0891	5.33488	5.93532
Erich1	3.79012	4.1535	3.39945	3.82257	3.26833	3.79005	3.79012	4.1535	3.39945	3.82257	3.26833	3.79005
Erlec1	7.02911	8.46082	8.50447	8.28979	7.25985	7.57318	7.02911	8.46082	8.50447	8.28979	7.25985	7.57318
Erlin1	36.5921	44.5068	46.5254	40.5457	38.8599	32.0234	36.5921	44.5068	46.5254	40.5457	38.8599	32.0234
Erlin2	32.054	36.9386	37.431	30.7376	30.2365	28.4446	32.054	36.9386	37.431	30.7376	30.2365	28.4446
Ermp1	12.5569	13.5734	13.2858	10.9272	10.5045	12.9813	12.5569	13.5734	13.2858	10.9272	10.5045	12.9813
Ern1	3.18963	1.97386	2.15368	1.26755	2.37336	2.18293	3.18963	1.97386	2.15368	1.26755	2.37336	2.18293
Ern2	4.58314	3.53622	4.44072	4.70764	4.60696	3.88236	4.58314	3.53622	4.44072	4.70764	4.60696	3.88236
Ero1l	19.0111	19.9272	19.1272	20.5851	22.5139	20.7374	19.0111	19.9272	19.1272	20.5851	22.5139	20.7374
Ero1lb	3.15731	2.38888	2.1158	2.28621	3.13818	2.91059	3.15731	2.38888	2.1158	2.28621	3.13818	2.91059
Erp29	71.8651	82.3894	77.9619	78.5577	73.8044	68.5231	71.8651	82.3894	77.9619	78.5577	73.8044	68.5231
Erp44	37.1354	35.7667	36.2414	38.4316	40.0065	37.7934	37.1354	35.7667	36.2414	38.4316	40.0065	37.7934
Errfi1	15.5255	18.9463	22.7131	21.498	16.3237	17.1036	15.5255	18.9463	22.7131	21.498	16.3237	17.1036
Esam	5.409	4.62215	3.80647	3.88843	6.52732	5.22977	5.409	4.62215	3.80647	3.88843	6.52732	5.22977
Esco1	4.67272	5.6789	5.0708	4.5783	5.03102	5.2721	4.67272	5.6789	5.0708	4.5783	5.03102	5.2721
Esd	147.183	139.163	161.049	193.406	197.969	155.501	147.183	139.163	161.049	193.406	197.969	155.501
Esf1	1.63695	1.01744	1.2811	1.02996	0.946233	1.1148	1.63695	1.01744	1.2811	1.02996	0.946233	1.1148
Esm1	3.37448	2.26035	1.83523	1.42294	2.5242	1.46773	3.37448	2.26035	1.83523	1.42294	2.5242	1.46773
Esp24	0	0.134016	0.395425	0.624132	1.49145	0	0	0.134016	0.395425	0.624132	1.49145	0
Espn	303.109	228.398	303.706	329.653	357.884	286.467	303.109	228.398	303.706	329.653	357.884	286.467
Esrp1	12.9673	14.5942	16.891	14.9631	12.6215	14.9855	12.9673	14.5942	16.891	14.9631	12.6215	14.9855
Esrp2	4.29939	3.89213	3.97783	4.53775	4.92769	3.95433	4.29939	3.89213	3.97783	4.53775	4.92769	3.95433
Esrra	116.159	131.288	132.905	135.351	119.75	125.219	116.159	131.288	132.905	135.351	119.75	125.219
Esyt1	6.78498	6.11463	8.72775	8.43468	7.16063	8.69838	6.78498	6.11463	8.72775	8.43468	7.16063	8.69838
Esyt2	16.033	18.6301	20.2059	22.8186	23.2024	19.969	16.033	18.6301	20.2059	22.8186	23.2024	19.969
Etf1	17.5605	17.1273	17.5525	15.8903	15.2849	15.614	17.5605	17.1273	17.5525	15.8903	15.2849	15.614
Etfa	90.9027	88.3638	96.9039	94.277	89.2635	95.9974	90.9027	88.3638	96.9039	94.277	89.2635	95.9974
Etfb	142.759	180.613	205.256	212.835	171.637	165.156	142.759	180.613	205.256	212.835	171.637	165.156
Etfdh	34.9435	41.0682	37.7374	30.8102	30.8636	32.7528	34.9435	41.0682	37.7374	30.8102	30.8636	32.7528
Ethe1	17.5455	20.9401	30.9028	31.4638	22.9724	22.0904	17.5455	20.9401	30.9028	31.4638	22.9724	22.0904
Etl4	8.57579	10.3779	12.3384	10.9589	8.86442	13.4597	8.57579	10.3779	12.3384	10.9589	8.86442	13.4597
Etnk1	18.2533	21.0193	24.6292	24.8848	22.9995	21.1974	18.2533	21.0193	24.6292	24.8848	22.9995	21.1974
Etohd2	2.08207	2.25536	1.73854	1.68114	2.24379	2.51697	2.08207	2.25536	1.73854	1.68114	2.24379	2.51697
Etohi1	2.42783	3.2504	1.77479	1.19809	2.39654	2.57367	2.42783	3.2504	1.77479	1.19809	2.39654	2.57367
Ets1	4.36272	4.04859	4.06069	3.46857	3.86701	3.62382	4.36272	4.04859	4.06069	3.46857	3.86701	3.62382
Ets2	43.5285	41.3154	43.345	45.1634	48.3483	49.7408	43.5285	41.3154	43.345	45.1634	48.3483	49.7408
Etv6	5.49936	6.26538	6.1286	4.53505	4.44013	5.68703	5.49936	6.26538	6.1286	4.53505	4.44013	5.68703
Evi2a	2.06177	3.04293	1.39705	1.28523	1.90084	1.65175	2.06177	3.04293	1.39705	1.28523	1.90084	1.65175
Evi2b	0.877567	0.854737	0.952309	1.21992	0.699019	0.947124	0.877567	0.854737	0.952309	1.21992	0.699019	0.947124
Evi5	2.13978	2.30984	1.89496	1.5832	2.02457	1.67434	2.13978	2.30984	1.89496	1.5832	2.02457	1.67434
Evi5l	2.04635	2.23793	2.97951	3.74783	3.80136	2.75308	2.04635	2.23793	2.97951	3.74783	3.80136	2.75308
Evl	2.06895	1.85829	2.09132	1.78412	1.80368	1.64441	2.06895	1.85829	2.09132	1.78412	1.80368	1.64441
Evpl	13.5159	8.05149	12.7716	18.8988	26.6798	14.7006	13.5159	8.05149	12.7716	18.8988	26.6798	14.7006
Ewsr1	29.8925	30.603	33.8784	30.4179	28.0007	30.1616	29.8925	30.603	33.8784	30.4179	28.0007	30.1616
Exd2	2.02761	2.53546	2.08917	1.76486	1.80745	2.14907	2.02761	2.53546	2.08917	1.76486	1.80745	2.14907
Exoc1	12.1769	12.0366	11.5628	12.4719	12.4137	12.4009	12.1769	12.0366	11.5628	12.4719	12.4137	12.4009
Exoc2	3.53139	4.81822	3.92515	3.33047	3.85095	4.21501	3.53139	4.81822	3.92515	3.33047	3.85095	4.21501
Exoc3	8.95441	9.01826	9.92878	8.99594	9.10039	9.74388	8.95441	9.01826	9.92878	8.99594	9.10039	9.74388
Exoc4	1.94278	2.23809	2.60491	2.24516	2.2006	2.14306	1.94278	2.23809	2.60491	2.24516	2.2006	2.14306
Exoc5	12.2736	15.0353	12.9723	14.8645	13.0691	15.0406	12.2736	15.0353	12.9723	14.8645	13.0691	15.0406
Exoc6	8.37416	10.0881	9.99526	9.88765	11.0059	9.1586	8.37416	10.0881	9.99526	9.88765	11.0059	9.1586
Exoc6b	5.66143	6.52057	6.4443	7.47299	8.32416	7.34909	5.66143	6.52057	6.4443	7.47299	8.32416	7.34909
Exoc7	11.4967	11.523	13.2092	11.3691	11.5362	12.6679	11.4967	11.523	13.2092	11.3691	11.5362	12.6679
Exoc8	2.11335	2.05915	2.1801	1.75741	1.77234	1.84978	2.11335	2.05915	2.1801	1.75741	1.77234	1.84978
Exosc1	2.11809	1.75605	1.13119	1.39435	1.35844	1.90107	2.11809	1.75605	1.13119	1.39435	1.35844	1.90107
Exosc10	5.87935	5.75488	5.53302	5.26233	5.67598	5.42427	5.87935	5.75488	5.53302	5.26233	5.67598	5.42427
Exosc2	1.86888	2.78673	2.23005	2.0065	2.05492	1.64759	1.86888	2.78673	2.23005	2.0065	2.05492	1.64759
Exosc3	8.0751	8.88239	9.04035	10.5568	7.72256	7.72782	8.0751	8.88239	9.04035	10.5568	7.72256	7.72782
Exosc4	7.07975	8.25943	9.34165	7.02997	6.54511	7.71204	7.07975	8.25943	9.34165	7.02997	6.54511	7.71204
Exosc5	8.74409	10.1827	10.1242	10.595	7.33313	8.84045	8.74409	10.1827	10.1242	10.595	7.33313	8.84045
Exosc6	2.44559	1.44594	1.62644	1.88772	1.73418	1.42001	2.44559	1.44594	1.62644	1.88772	1.73418	1.42001
Exosc7	11.3811	13.2942	9.72197	7.91812	9.05626	10.8771	11.3811	13.2942	9.72197	7.91812	9.05626	10.8771
Exosc8	2.77386	2.5765	1.76125	2.35056	1.75917	2.73741	2.77386	2.5765	1.76125	2.35056	1.75917	2.73741
Exosc9	14.3474	18.3089	18.4224	14.334	11.709	14.3083	14.3474	18.3089	18.4224	14.334	11.709	14.3083
Exph5	11.9106	10.1515	8.22931	5.93401	13.0391	10.4438	11.9106	10.1515	8.22931	5.93401	13.0391	10.4438
Ext1	37.0363	33.8861	34.1502	26.2623	32.0992	29.891	37.0363	33.8861	34.1502	26.2623	32.0992	29.891
Ext2	9.79825	11.9754	14.3471	12.8884	13.6073	11.1813	9.79825	11.9754	14.3471	12.8884	13.6073	11.1813
Extl2	0.608717	1.47125	0.736837	0.741466	0.504634	0.70935	0.608717	1.47125	0.736837	0.741466	0.504634	0.70935
Extl3	2.6514	2.25825	2.37743	2.26739	2.1593	2.54896	2.6514	2.25825	2.37743	2.26739	2.1593	2.54896
Eya3	7.18912	6.68285	7.33912	6.81577	6.36413	6.94046	7.18912	6.68285	7.33912	6.81577	6.36413	6.94046
Ezh1	14.8558	15.0369	12.9644	11.6809	13.0413	12.7773	14.8558	15.0369	12.9644	11.6809	13.0413	12.7773
Ezh2	4.77136	6.58611	6.07868	5.80332	5.13374	5.93611	4.77136	6.58611	6.07868	5.80332	5.13374	5.93611
Ezr	636.458	505.841	781.032	1055.59	1074.54	832.636	636.458	505.841	781.032	1055.59	1074.54	832.636
F11r	158.276	150.724	171.298	178.384	182.255	190.079	158.276	150.724	171.298	178.384	182.255	190.079
F2r	7.93802	8.06239	6.27764	7.21472	10.1396	7.31819	7.93802	8.06239	6.27764	7.21472	10.1396	7.31819
F2rl1	46.3277	45.9075	54.0387	67.8718	59.6876	61.154	46.3277	45.9075	54.0387	67.8718	59.6876	61.154
F2rl3	0.935716	1.0503	0.853228	0.619181	0.919478	0.865301	0.935716	1.0503	0.853228	0.619181	0.919478	0.865301
F3	3.4089	3.6565	3.70165	5.79934	7.7122	4.89229	3.4089	3.6565	3.70165	5.79934	7.7122	4.89229
F830016B08Rik	1.44411	1.2584	1.76548	1.68601	2.23831	0.858118	1.44411	1.2584	1.76548	1.68601	2.23831	0.858118
F8a	2.03052	2.56701	2.56841	1.83694	2.01101	2.85234	2.03052	2.56701	2.56841	1.83694	2.01101	2.85234
Fa2h	0.927426	3.33419	5.79393	9.61968	5.44443	5.26731	0.927426	3.33419	5.79393	9.61968	5.44443	5.26731
Faah	19.0663	24.2561	24.6754	18.3973	14.5007	17.6259	19.0663	24.2561	24.6754	18.3973	14.5007	17.6259
Fabp1	37.9896	109.81	49.8251	61.8858	65.2483	74.1962	37.9896	109.81	49.8251	61.8858	65.2483	74.1962
Fabp2	20598.6	14875.5	10744.3	17808.6	21847.8	20296.6	20598.6	14875.5	10744.3	17808.6	21847.8	20296.6
Fabp3	0.302306	0.282501	0.418236	1.32027	0.563389	0.717528	0.302306	0.282501	0.418236	1.32027	0.563389	0.717528
Fabp4	17.5944	21.6325	25.5588	31.7244	19.3366	36.4086	17.5944	21.6325	25.5588	31.7244	19.3366	36.4086
Fabp5	2.60301	3.8548	2.76374	3.23863	3.31678	3.75624	2.60301	3.8548	2.76374	3.23863	3.31678	3.75624
Fabp6	47617.7	34631.5	43655.5	36213.3	47725	45573.2	47617.7	34631.5	43655.5	36213.3	47725	45573.2
Fadd	5.58716	7.14588	5.95215	5.3762	5.17224	5.31236	5.58716	7.14588	5.95215	5.3762	5.17224	5.31236
Fads1	2.26977	1.49047	1.5654	1.73623	2.27966	2.58537	2.26977	1.49047	1.5654	1.73623	2.27966	2.58537
Fads2	8.70306	9.27954	14.266	10.7225	9.50443	11.6087	8.70306	9.27954	14.266	10.7225	9.50443	11.6087
Faf1	6.51251	7.02728	6.18169	6.84767	6.57972	6.85899	6.51251	7.02728	6.18169	6.84767	6.57972	6.85899
Faf2	14.0722	14.3596	14.1668	13.3706	12.2759	13.5278	14.0722	14.3596	14.1668	13.3706	12.2759	13.5278
Fah	1.05535	0.894158	0.763219	0.733266	0.42912	1.10606	1.05535	0.894158	0.763219	0.733266	0.42912	1.10606
Fahd1	99.1247	116.073	107.004	124.737	135.872	101.28	99.1247	116.073	107.004	124.737	135.872	101.28
Fahd2a	3.88599	3.65345	4.25618	3.72429	2.9934	4.17252	3.88599	3.65345	4.25618	3.72429	2.9934	4.17252
Faim	4.82664	4.85637	5.34584	3.96724	4.18426	4.35811	4.82664	4.85637	5.34584	3.96724	4.18426	4.35811
Fam100a	11.9145	13.3434	13.099	14.2728	10.5244	13.5254	11.9145	13.3434	13.099	14.2728	10.5244	13.5254
Fam100b	17.1441	18.5214	19.6457	24.2463	17.5482	22.2707	17.1441	18.5214	19.6457	24.2463	17.5482	22.2707
Fam101b	11.3142	10.8733	13.4051	16.3981	11.2756	12.9103	11.3142	10.8733	13.4051	16.3981	11.2756	12.9103
Fam102a	61.3978	43.7897	64.8969	129.463	127.411	78.9604	61.3978	43.7897	64.8969	129.463	127.411	78.9604
Fam102b	12.9564	13.2291	14.2454	13.0744	11.8331	15.3243	12.9564	13.2291	14.2454	13.0744	11.8331	15.3243
Fam103a1	29.4822	34.4109	32.2824	31.2407	26.4866	30.911	29.4822	34.4109	32.2824	31.2407	26.4866	30.911
Fam105a	2.65372	2.61278	1.80157	2.9419	2.48708	1.83222	2.65372	2.61278	1.80157	2.9419	2.48708	1.83222
Fam105b	8.62523	9.94505	8.23656	7.01611	7.76178	8.56405	8.62523	9.94505	8.23656	7.01611	7.76178	8.56405
Fam107b	9.28295	6.26404	5.29924	6.10096	10.4808	5.24092	9.28295	6.26404	5.29924	6.10096	10.4808	5.24092
Fam108a	62.7364	65.7001	61.3415	58.7342	56.3386	65.7283	62.7364	65.7001	61.3415	58.7342	56.3386	65.7283
Fam108b	14.9887	15.2181	12.2602	12.6246	15.4541	18.0586	14.9887	15.2181	12.2602	12.6246	15.4541	18.0586
Fam108c	72.1443	97.1566	96.2559	91.6293	71.3401	96.4639	72.1443	97.1566	96.2559	91.6293	71.3401	96.4639
Fam109a	79.2991	71.3901	68.2276	71.9967	70.3941	70.9589	79.2991	71.3901	68.2276	71.9967	70.3941	70.9589
Fam110a	2.8216	2.45006	2.43353	2.5206	2.48582	2.40633	2.8216	2.45006	2.43353	2.5206	2.48582	2.40633
Fam110c	22.4466	20.0902	21.1703	19.3011	24.9591	24.3652	22.4466	20.0902	21.1703	19.3011	24.9591	24.3652
Fam111a	1.03358	1.24799	0.888611	0.773831	0.908078	0.811067	1.03358	1.24799	0.888611	0.773831	0.908078	0.811067
Fam113a	1.65071	1.57006	1.12084	1.67168	1.14811	1.37528	1.65071	1.57006	1.12084	1.67168	1.14811	1.37528
Fam113b	0.708583	0.943787	0.643333	0.749481	0.693286	1.01361	0.708583	0.943787	0.643333	0.749481	0.693286	1.01361
Fam114a1	8.61809	8.32703	8.30712	6.73618	7.5832	6.34139	8.61809	8.32703	8.30712	6.73618	7.5832	6.34139
Fam114a2	37.2198	35.673	26.4985	31.567	39.5188	37.8641	37.2198	35.673	26.4985	31.567	39.5188	37.8641
Fam116a	9.12875	9.1092	9.84244	8.83263	8.94539	8.80489	9.12875	9.1092	9.84244	8.83263	8.94539	8.80489
Fam116b	0.943591	1.14974	1.30198	1.35905	1.17858	1.40913	0.943591	1.14974	1.30198	1.35905	1.17858	1.40913
Fam117a	2.05007	1.82698	1.95354	1.96426	1.6374	2.04282	2.05007	1.82698	1.95354	1.96426	1.6374	2.04282
Fam117b	5.72981	6.39641	5.95397	5.59415	4.92131	6.16638	5.72981	6.39641	5.95397	5.59415	4.92131	6.16638
Fam118a	41.0688	38.7969	54.9316	69.5527	50.1119	36.1692	41.0688	38.7969	54.9316	69.5527	50.1119	36.1692
Fam118b	26.6997	24.5755	26.8782	25.6847	23.9894	29.3421	26.6997	24.5755	26.8782	25.6847	23.9894	29.3421
Fam120a	52.3491	50.0018	49.8778	48.6928	50.0672	51.6182	52.3491	50.0018	49.8778	48.6928	50.0672	51.6182
Fam120b	7.34299	7.15537	7.34563	8.4065	8.41189	8.05779	7.34299	7.15537	7.34563	8.4065	8.41189	8.05779
Fam122a	5.12193	4.78001	4.33155	4.59022	3.90646	5.45107	5.12193	4.78001	4.33155	4.59022	3.90646	5.45107
Fam125a	56.5386	63.3155	73.6517	69.3631	64.1976	57.6169	56.5386	63.3155	73.6517	69.3631	64.1976	57.6169
Fam126a	1.00796	0.71526	1.3664	1.46443	1.21798	1.43877	1.00796	0.71526	1.3664	1.46443	1.21798	1.43877
Fam126b	1.52709	1.87423	1.22761	1.7527	1.98731	1.37844	1.52709	1.87423	1.22761	1.7527	1.98731	1.37844
Fam129a	1.7764	1.48885	1.94153	2.49554	1.5361	2.39728	1.7764	1.48885	1.94153	2.49554	1.5361	2.39728
Fam129b	4.3228	3.30266	4.16973	4.67828	5.06049	4.0233	4.3228	3.30266	4.16973	4.67828	5.06049	4.0233
Fam132a	55.2834	57.3867	42.643	36.9325	39.2377	31.9968	55.2834	57.3867	42.643	36.9325	39.2377	31.9968
Fam133b	3.83445	3.73895	3.19169	4.07157	3.88713	4.05051	3.83445	3.73895	3.19169	4.07157	3.88713	4.05051
Fam134a	36.0737	43.0012	40.1795	34.8941	33.6142	36.5039	36.0737	43.0012	40.1795	34.8941	33.6142	36.5039
Fam134b	2.4249	5.03965	3.51358	3.96793	4.01071	3.22069	2.4249	5.03965	3.51358	3.96793	4.01071	3.22069
Fam134c	42.8976	42.9257	42.4066	39.1317	38.7627	40.0701	42.8976	42.9257	42.4066	39.1317	38.7627	40.0701
Fam135a	6.86014	8.76204	7.85128	7.22789	7.70251	7.67541	6.86014	8.76204	7.85128	7.22789	7.70251	7.67541
Fam136a	15.0267	13.3218	11.8002	11.6945	9.29958	13.4269	15.0267	13.3218	11.8002	11.6945	9.29958	13.4269
Fam13b	20.8448	17.4525	18.1508	22.4823	19.0404	19.9287	20.8448	17.4525	18.1508	22.4823	19.0404	19.9287
Fam149b	11.1208	12.8468	11.6324	10.7093	10.1757	11.79	11.1208	12.8468	11.6324	10.7093	10.1757	11.79
Fam151a	30.2461	25.945	11.2383	9.23246	23.93	10.1329	30.2461	25.945	11.2383	9.23246	23.93	10.1329
Fam151b	1.01099	1.04715	0.815908	1.63532	1.04674	0.647515	1.01099	1.04715	0.815908	1.63532	1.04674	0.647515
Fam158a	5.71399	7.43671	6.68905	6.4787	6.47121	6.70662	5.71399	7.43671	6.68905	6.4787	6.47121	6.70662
Fam160a1	3.76391	4.56337	5.01352	5.97967	5.4028	5.32367	3.76391	4.56337	5.01352	5.97967	5.4028	5.32367
Fam160a2	7.5768	6.86427	8.75076	9.48817	9.22904	7.98457	7.5768	6.86427	8.75076	9.48817	9.22904	7.98457
Fam160b1	6.8169	6.63397	5.23731	6.22323	7.81403	6.36198	6.8169	6.63397	5.23731	6.22323	7.81403	6.36198
Fam160b2	14.1593	11.2525	11.4324	12.3702	14.283	13.5103	14.1593	11.2525	11.4324	12.3702	14.283	13.5103
Fam161a	0.662928	1.01561	0.873059	0.779486	0.684254	0.726218	0.662928	1.01561	0.873059	0.779486	0.684254	0.726218
Fam162a	178.375	106.376	210.574	357.016	233.079	317.792	178.375	106.376	210.574	357.016	233.079	317.792
Fam162b	0.749646	0.788845	1.03713	0.954906	1.39707	0.635464	0.749646	0.788845	1.03713	0.954906	1.39707	0.635464
Fam165b	25.5862	28.4541	28.2367	27.29	26.2948	24.5224	25.5862	28.4541	28.2367	27.29	26.2948	24.5224
Fam168a	2.91338	2.77071	2.28882	1.56017	1.815	2.39201	2.91338	2.77071	2.28882	1.56017	1.815	2.39201
Fam168b	17.1926	15.6949	16.3788	12.6836	13.4515	16.6157	17.1926	15.6949	16.3788	12.6836	13.4515	16.6157
Fam169b	1.26716	1.55797	1.94594	1.71558	1.7003	1.3921	1.26716	1.55797	1.94594	1.71558	1.7003	1.3921
Fam171a1	1.50365	2.31982	1.36228	1.05366	1.55589	1.36975	1.50365	2.31982	1.36228	1.05366	1.55589	1.36975
Fam172a	0.999071	1.21943	1.0356	1.08982	1.09366	0.989526	0.999071	1.21943	1.0356	1.08982	1.09366	0.989526
Fam173a	42.038	52.6783	49.3487	52.0882	43.7957	43.8105	42.038	52.6783	49.3487	52.0882	43.7957	43.8105
Fam173b	3.94407	2.6942	2.90278	3.40497	2.71792	2.42586	3.94407	2.6942	2.90278	3.40497	2.71792	2.42586
Fam174a	3.8551	4.31649	4.1447	4.33592	4.25877	4.70107	3.8551	4.31649	4.1447	4.33592	4.25877	4.70107
Fam174b	5.66502	4.15736	5.58143	6.73161	6.93402	5.39902	5.66502	4.15736	5.58143	6.73161	6.93402	5.39902
Fam175a	1.19428	0.942033	1.11928	0.715073	0.861562	1.11687	1.19428	0.942033	1.11928	0.715073	0.861562	1.11687
Fam175b	10.549	12.4656	11.1504	10.5849	10.6749	12.0511	10.549	12.4656	11.1504	10.5849	10.6749	12.0511
Fam176a	0.903887	0.809384	0.615489	0.431768	1.23181	0.660858	0.903887	0.809384	0.615489	0.431768	1.23181	0.660858
Fam176b	2.36149	2.66297	2.88505	3.57643	2.9813	2.55714	2.36149	2.66297	2.88505	3.57643	2.9813	2.55714
Fam178a	1.02074	1.12008	0.990362	0.817769	0.807857	0.970897	1.02074	1.12008	0.990362	0.817769	0.807857	0.970897
Fam179b	1.34236	2.00868	1.36338	1.38034	1.38982	1.36548	1.34236	2.00868	1.36338	1.38034	1.38982	1.36548
Fam183b	1.10269	1.55274	0.767347	1.47215	1.31422	0.373897	1.10269	1.55274	0.767347	1.47215	1.31422	0.373897
Fam185a	1.2292	1.37383	1.02035	1.124	0.859046	0.718964	1.2292	1.37383	1.02035	1.124	0.859046	0.718964
Fam187b	6.62821	7.04575	9.68729	10.8645	7.51782	7.39757	6.62821	7.04575	9.68729	10.8645	7.51782	7.39757
Fam188a	15.9868	16.9141	14.9294	16.0269	17.644	17.994	15.9868	16.9141	14.9294	16.0269	17.644	17.994
Fam189a2	1.50883	2.6353	2.50495	2.05925	1.89805	2.26386	1.50883	2.6353	2.50495	2.05925	1.89805	2.26386
Fam189b	1.05323	1.00621	1.18928	1.33598	0.744725	1.11863	1.05323	1.00621	1.18928	1.33598	0.744725	1.11863
Fam18a	3.48424	2.72739	3.83756	2.65048	3.16153	3.16658	3.48424	2.72739	3.83756	2.65048	3.16153	3.16658
Fam18b	15.3072	13.4377	12.2611	12.3707	13.0851	11.8746	15.3072	13.4377	12.2611	12.3707	13.0851	11.8746
Fam190a	1.80281	1.79293	1.96273	2.2011	2.14243	1.97068	1.80281	1.79293	1.96273	2.2011	2.14243	1.97068
Fam192a	26.9508	23.1713	25.6653	28.1254	25.583	25.6117	26.9508	23.1713	25.6653	28.1254	25.583	25.6117
Fam193a	5.52949	4.9904	6.02135	5.7024	5.40432	5.38017	5.52949	4.9904	6.02135	5.7024	5.40432	5.38017
Fam193b	10.3826	9.64351	9.98695	9.66377	11.116	9.85642	10.3826	9.64351	9.98695	9.66377	11.116	9.85642
Fam195a	3.45344	3.92873	4.25523	4.24192	4.02249	3.95204	3.45344	3.92873	4.25523	4.24192	4.02249	3.95204
Fam195b	4.36397	4.13072	3.70483	3.94655	4.33753	4.39429	4.36397	4.13072	3.70483	3.94655	4.33753	4.39429
Fam198b	0.702691	1.02468	1.26524	0.488917	0.415979	0.469521	0.702691	1.02468	1.26524	0.488917	0.415979	0.469521
Fam20a	9.326	11.0485	12.6407	10.4303	8.10142	14.3165	9.326	11.0485	12.6407	10.4303	8.10142	14.3165
Fam20b	37.3817	38.0477	38.6741	36.1814	38.6117	37.1109	37.3817	38.0477	38.6741	36.1814	38.6117	37.1109
Fam23a	90.6223	112.032	128.803	98.9028	81.401	94.2151	90.6223	112.032	128.803	98.9028	81.401	94.2151
Fam26f	1.20558	1.37033	0.938195	1.53567	1.06721	0.766462	1.20558	1.37033	0.938195	1.53567	1.06721	0.766462
Fam32a	52.4981	57.9792	52.9508	52.1494	52.228	51.308	52.4981	57.9792	52.9508	52.1494	52.228	51.308
Fam33a	1.58067	0.808647	1.56012	1.22071	0.948403	0.980421	1.58067	0.808647	1.56012	1.22071	0.948403	0.980421
Fam36a	53.6971	60.022	63.5174	58.2376	54.4392	53.8936	53.6971	60.022	63.5174	58.2376	54.4392	53.8936
Fam3a	13.4145	12.1245	12.304	13.9667	14.3353	12.638	13.4145	12.1245	12.304	13.9667	14.3353	12.638
Fam3b	377.611	311.491	318.425	400.471	435.559	429.194	377.611	311.491	318.425	400.471	435.559	429.194
Fam3c	33.8535	36.3215	29.6254	40.4283	49.2049	41.4977	33.8535	36.3215	29.6254	40.4283	49.2049	41.4977
Fam40a	11.0302	13.4298	15.4774	13.3512	11.2066	12.7955	11.0302	13.4298	15.4774	13.3512	11.2066	12.7955
Fam43a	1.69427	0.979085	0.719182	4.6583	6.63077	2.02114	1.69427	0.979085	0.719182	4.6583	6.63077	2.02114
Fam45a	8.69231	11.916	7.43771	8.34362	8.42981	7.89914	8.69231	11.916	7.43771	8.34362	8.42981	7.89914
Fam46a	39.6066	34.2363	32.8912	31.7614	38.5411	34.21	39.6066	34.2363	32.8912	31.7614	38.5411	34.21
Fam46c	2.27614	1.89508	1.33163	1.69203	1.57041	1.1823	2.27614	1.89508	1.33163	1.69203	1.57041	1.1823
Fam48a	7.74044	6.82691	8.60344	7.79489	6.16231	7.44057	7.74044	6.82691	8.60344	7.79489	6.16231	7.44057
Fam49b	8.3025	10.9707	10.0442	11.0123	10.164	10.2597	8.3025	10.9707	10.0442	11.0123	10.164	10.2597
Fam50a	11.72	10.262	12.9768	11.6108	10.2162	11.3506	11.72	10.262	12.9768	11.6108	10.2162	11.3506
Fam53a	5.52679	6.17928	5.47982	4.9884	4.39465	5.87185	5.52679	6.17928	5.47982	4.9884	4.39465	5.87185
Fam53b	6.78478	6.32671	5.01149	4.62785	7.1889	6.67659	6.78478	6.32671	5.01149	4.62785	7.1889	6.67659
Fam53c	3.63551	3.559	3.13819	2.81589	2.90701	3.20294	3.63551	3.559	3.13819	2.81589	2.90701	3.20294
Fam54b	27.9941	34.1673	29.0897	29.3772	25.8909	28.0055	27.9941	34.1673	29.0897	29.3772	25.8909	28.0055
Fam58b	4.6723	5.83882	3.00759	3.6371	3.87	3.87263	4.6723	5.83882	3.00759	3.6371	3.87	3.87263
Fam59a	4.81138	3.68405	5.69411	5.93891	5.92017	5.48392	4.81138	3.68405	5.69411	5.93891	5.92017	5.48392
Fam60a	1.94355	1.86537	1.30046	1.36842	1.8889	1.25643	1.94355	1.86537	1.30046	1.36842	1.8889	1.25643
Fam63a	24.6849	32.0378	32.3075	30.8442	22.5197	32.3805	24.6849	32.0378	32.3075	30.8442	22.5197	32.3805
Fam63b	4.23037	4.60548	3.78325	4.2815	5.22661	4.46324	4.23037	4.60548	3.78325	4.2815	5.22661	4.46324
Fam65a	1.49737	0.927851	1.2266	1.18006	1.66174	1.50025	1.49737	0.927851	1.2266	1.18006	1.66174	1.50025
Fam69a	4.80731	6.61868	6.2989	4.19521	2.82506	4.78303	4.80731	6.61868	6.2989	4.19521	2.82506	4.78303
