tracking_id	q27_FPKM	q28_FPKM	q29_FPKM	q30_FPKM	q31_FPKM	q32_FPKM	q27_FPKMr	q28_FPKMr	q29_FPKMr	q30_FPKMr	q31_FPKMr	q32_FPKMr
0610005C13Rik	24.7773	22.0555	42.4739	71.4764	45.9174	20.546	24.7773	22.0555	42.4739	71.4764	45.9174	20.546
0610007C21Rik	32.8398	46.445	47.4877	44.4379	30.861	38.3806	32.8398	46.445	47.4877	44.4379	30.861	38.3806
0610007L01Rik	9.93183	8.79172	10.0728	9.61994	7.62219	8.65876	9.93183	8.79172	10.0728	9.61994	7.62219	8.65876
0610007N19Rik	3.10718	2.99267	3.54647	4.86263	3.04975	2.80951	3.10718	2.99267	3.54647	4.86263	3.04975	2.80951
0610007P08Rik	0.890991	1.16005	0.847465	0.807962	0.811794	0.965081	0.890991	1.16005	0.847465	0.807962	0.811794	0.965081
0610007P14Rik	76.6393	96.7829	82.9756	108.575	111.698	105.959	76.6393	96.7829	82.9756	108.575	111.698	105.959
0610007P22Rik	5.15322	5.23066	5.09236	5.572	4.02772	4.2206	5.15322	5.23066	5.09236	5.572	4.02772	4.2206
0610008F07Rik	3.30828	1.64034	1.14424	1.35454	2.92859	1.40219	3.30828	1.64034	1.14424	1.35454	2.92859	1.40219
0610009B22Rik	22.7191	25.3986	20.0183	16.9979	16.4086	19.8522	22.7191	25.3986	20.0183	16.9979	16.4086	19.8522
0610009D07Rik	39.3219	49.3568	44.3643	44.623	36.3976	42.9512	39.3219	49.3568	44.3643	44.623	36.3976	42.9512
0610009L18Rik	2.22237	2.89322	3.07462	1.84873	2.48501	2.36829	2.22237	2.89322	3.07462	1.84873	2.48501	2.36829
0610009O20Rik	7.01248	5.71359	6.08788	5.33102	6.40331	5.08934	7.01248	5.71359	6.08788	5.33102	6.40331	5.08934
0610010F05Rik	1.03393	1.03609	1.24774	0.920287	1.03046	0.93742	1.03393	1.03609	1.24774	0.920287	1.03046	0.93742
0610010K14Rik	15.7168	15.0093	14.6927	17.2322	15.8487	15.4929	15.7168	15.0093	14.6927	17.2322	15.8487	15.4929
0610010O12Rik	464.114	413.515	448.839	481.241	531.268	572.947	464.114	413.515	448.839	481.241	531.268	572.947
0610011F06Rik	28.2166	35.1412	38.5355	31.3623	29.2803	28.6288	28.2166	35.1412	38.5355	31.3623	29.2803	28.6288
0610011L14Rik	6.85263	7.75689	6.48366	6.28353	6.02968	7.0749	6.85263	7.75689	6.48366	6.28353	6.02968	7.0749
0610012G03Rik	18.854	20.1723	20.1057	21.1944	19.9912	19.6396	18.854	20.1723	20.1057	21.1944	19.9912	19.6396
0610030E20Rik	10.2258	8.59222	7.29468	7.89393	10.7085	8.98993	10.2258	8.59222	7.29468	7.89393	10.7085	8.98993
0610031J06Rik	71.0952	79.2695	92.6072	87.3183	73.6445	78.9585	71.0952	79.2695	92.6072	87.3183	73.6445	78.9585
0610037L13Rik	7.80299	7.60861	8.26661	7.15932	6.37892	6.30321	7.80299	7.60861	8.26661	7.15932	6.37892	6.30321
0610037P05Rik	17.508	17.587	18.2795	20.699	16.4968	15.9659	17.508	17.587	18.2795	20.699	16.4968	15.9659
0610040B10Rik	1.29481	1.69089	0.959656	0.605881	0.827336	1.12895	1.29481	1.69089	0.959656	0.605881	0.827336	1.12895
0610040J01Rik	32.3551	33.342	40.0665	57.9991	52.4595	47.1024	32.3551	33.342	40.0665	57.9991	52.4595	47.1024
0910001L09Rik	39.2092	46.5928	43.6047	44.6683	40.1103	40.9499	39.2092	46.5928	43.6047	44.6683	40.1103	40.9499
1110001A16Rik	5.19385	5.94405	5.16722	5.65602	4.39352	5.37576	5.19385	5.94405	5.16722	5.65602	4.39352	5.37576
1110001J03Rik	40.5247	40.0228	40.1378	38.2128	42.2245	33.7277	40.5247	40.0228	40.1378	38.2128	42.2245	33.7277
1110002B05Rik	83.6918	95.2145	63.5807	78.0578	114.046	92.247	83.6918	95.2145	63.5807	78.0578	114.046	92.247
1110002N22Rik	1.46711	1.85222	1.5223	0.889916	0.956961	0.994921	1.46711	1.85222	1.5223	0.889916	0.956961	0.994921
1110003E01Rik	32.2987	35.9067	35.8309	32.5187	29.4921	30.1051	32.2987	35.9067	35.8309	32.5187	29.4921	30.1051
1110004E09Rik	6.3946	4.44001	4.05746	4.01834	5.04125	5.522	6.3946	4.44001	4.05746	4.01834	5.04125	5.522
1110004F10Rik	18.7151	24.4909	21.1044	21.8042	20.4729	21.2904	18.7151	24.4909	21.1044	21.8042	20.4729	21.2904
1110005A03Rik	11.3011	10.8612	8.2193	8.24519	7.6765	9.88418	11.3011	10.8612	8.2193	8.24519	7.6765	9.88418
1110006O24Rik	0.936406	0.764997	1.37648	0.766802	1.13433	1.34942	0.936406	0.764997	1.37648	0.766802	1.13433	1.34942
1110007C09Rik	54.6664	56.4589	71.189	84.1223	73.5987	67.9238	54.6664	56.4589	71.189	84.1223	73.5987	67.9238
1110008F13Rik	13.8652	12.6528	11.7092	9.39046	11.1325	8.58967	13.8652	12.6528	11.7092	9.39046	11.1325	8.58967
1110008J03Rik	2.00304	1.61897	1.61803	1.73146	1.91464	1.65639	2.00304	1.61897	1.61803	1.73146	1.91464	1.65639
1110008L16Rik	1.25999	1.49518	1.52791	1.37571	1.05243	1.21992	1.25999	1.49518	1.52791	1.37571	1.05243	1.21992
1110008P14Rik	25.8059	28.0095	25.8706	28.3877	21.4791	22.599	25.8059	28.0095	25.8706	28.3877	21.4791	22.599
1110012L19Rik	11.322	11.5727	9.49491	9.37015	7.97762	9.93936	11.322	11.5727	9.49491	9.37015	7.97762	9.93936
1110014N23Rik	11.2213	10.4227	13.7414	11.4363	11.6716	12.3595	11.2213	10.4227	13.7414	11.4363	11.6716	12.3595
1110017F19Rik	31.1596	24.1617	23.6704	26.4054	29.9195	30.0678	31.1596	24.1617	23.6704	26.4054	29.9195	30.0678
1110018G07Rik	13.1318	12.8518	11.6065	10.1898	12.2901	12.0153	13.1318	12.8518	11.6065	10.1898	12.2901	12.0153
1110018J18Rik	5.16563	4.61826	3.27552	3.25868	3.65821	4.02853	5.16563	4.61826	3.27552	3.25868	3.65821	4.02853
1110019D14Rik	1.70625	1.19275	1.09767	1.11777	1.25922	1.11081	1.70625	1.19275	1.09767	1.11777	1.25922	1.11081
1110020A21Rik	1.98306	1.90016	1.69005	1.55607	1.59362	1.51877	1.98306	1.90016	1.69005	1.55607	1.59362	1.51877
1110020G09Rik	2.19409	3.83371	2.77083	2.4817	1.54847	1.7804	2.19409	3.83371	2.77083	2.4817	1.54847	1.7804
1110021J02Rik	4.11901	3.61833	3.59633	3.408	3.62039	3.52656	4.11901	3.61833	3.59633	3.408	3.62039	3.52656
1110021L09Rik	18.0524	20.5177	18.261	11.6978	11.8111	17.1846	18.0524	20.5177	18.261	11.6978	11.8111	17.1846
1110028C15Rik	1.43839	1.87676	1.41287	1.6508	1.76916	1.54756	1.43839	1.87676	1.41287	1.6508	1.76916	1.54756
1110031I02Rik	10.7883	14.1078	15.0283	13.4485	10.8759	10.758	10.7883	14.1078	15.0283	13.4485	10.8759	10.758
1110032A03Rik	12.0385	13.2267	13.8566	13.572	12.4281	12.4451	12.0385	13.2267	13.8566	13.572	12.4281	12.4451
1110032A04Rik	2.05204	0.876307	1.2885	1.36197	0.987862	1.29847	2.05204	0.876307	1.2885	1.36197	0.987862	1.29847
1110034B05Rik	2.3538	2.74927	2.90859	2.58128	2.01947	2.51772	2.3538	2.74927	2.90859	2.58128	2.01947	2.51772
1110034G24Rik	2.92743	2.89916	2.56745	2.81577	2.45506	3.26145	2.92743	2.89916	2.56745	2.81577	2.45506	3.26145
1110037F02Rik	4.48203	3.77808	3.8866	3.84501	4.44613	4.17495	4.48203	3.77808	3.8866	3.84501	4.44613	4.17495
1110038B12Rik	49.9834	85.1476	64.12	72.3413	52.7652	60.1988	49.9834	85.1476	64.12	72.3413	52.7652	60.1988
1110038D17Rik	70.3947	76.2168	76.315	83.4607	72.9221	58.775	70.3947	76.2168	76.315	83.4607	72.9221	58.775
1110038F14Rik	22.2269	24.2075	22.0311	21.4993	20.2388	20.0301	22.2269	24.2075	22.0311	21.4993	20.2388	20.0301
1110046J04Rik	2.22764	1.45235	1.19563	3.35487	3.43587	3.59439	2.22764	1.45235	1.19563	3.35487	3.43587	3.59439
1110049F12Rik	18.8033	18.2116	18.1023	14.8193	16.3244	16.2311	18.8033	18.2116	18.1023	14.8193	16.3244	16.2311
1110050K14Rik	3.83941	3.42052	3.68874	4.05893	4.15688	4.17417	3.83941	3.42052	3.68874	4.05893	4.15688	4.17417
1110054M08Rik	11.0455	10.6723	10.5467	11.3201	12.1236	13.924	11.0455	10.6723	10.5467	11.3201	12.1236	13.924
1110054O05Rik	3.20072	3.59978	2.54416	2.67711	2.69246	3.06169	3.20072	3.59978	2.54416	2.67711	2.69246	3.06169
1110057K04Rik	18.5913	16.9444	14.7828	13.0659	13.6809	16.6094	18.5913	16.9444	14.7828	13.0659	13.6809	16.6094
1110058L19Rik	8.16435	8.71425	12.1162	11.2982	8.91694	9.56037	8.16435	8.71425	12.1162	11.2982	8.91694	9.56037
1110059E24Rik	44.6203	49.3758	42.0693	40.9988	39.4874	51.1862	44.6203	49.3758	42.0693	40.9988	39.4874	51.1862
1110059G10Rik	4.52477	5.80249	4.54962	4.60382	4.08835	4.8307	4.52477	5.80249	4.54962	4.60382	4.08835	4.8307
1110065P20Rik	8.43886	9.60976	9.65649	10.1611	5.99684	7.35471	8.43886	9.60976	9.65649	10.1611	5.99684	7.35471
1110067D22Rik	20.5997	20.781	20.96	27.7977	31.2938	22.5936	20.5997	20.781	20.96	27.7977	31.2938	22.5936
1190002F15Rik	1.74142	1.30264	1.08416	0.76052	0.389425	0.472377	1.74142	1.30264	1.08416	0.76052	0.389425	0.472377
1190002H23Rik	4.40645	3.56141	4.18582	5.21769	8.39709	5.05052	4.40645	3.56141	4.18582	5.21769	8.39709	5.05052
1190002N15Rik	2.76305	3.48028	2.53618	3.02969	3.03679	2.35421	2.76305	3.48028	2.53618	3.02969	3.03679	2.35421
1190003J15Rik	38.3599	26.485	34.6702	43.3095	41.6411	43.8626	38.3599	26.485	34.6702	43.3095	41.6411	43.8626
1190005F20Rik	20.4621	18.8006	23.0214	22.0471	22.2778	18.9323	20.4621	18.8006	23.0214	22.0471	22.2778	18.9323
1190007F08Rik	4.58427	4.45176	5.03229	4.56312	3.7361	4.54987	4.58427	4.45176	5.03229	4.56312	3.7361	4.54987
1190007I07Rik	4.52183	3.37873	3.23937	3.2066	1.92745	2.99393	4.52183	3.37873	3.23937	3.2066	1.92745	2.99393
1200009I06Rik	95.7369	110.036	109.986	97.7108	92.0312	94.5735	95.7369	110.036	109.986	97.7108	92.0312	94.5735
1200011I18Rik	4.13414	4.40719	3.69435	3.49129	3.1793	3.74189	4.13414	4.40719	3.69435	3.49129	3.1793	3.74189
1200011M11Rik	4.36806	3.62453	4.85176	3.52089	3.44195	4.24945	4.36806	3.62453	4.85176	3.52089	3.44195	4.24945
1200014J11Rik	3.54417	3.41513	3.27727	3.05123	3.30389	3.28689	3.54417	3.41513	3.27727	3.05123	3.30389	3.28689
1200016B10Rik	6.33305	6.75998	5.72337	5.82727	5.56813	5.68881	6.33305	6.75998	5.72337	5.82727	5.56813	5.68881
1300001I01Rik	5.47614	4.79965	4.59519	3.97983	2.54266	3.4393	5.47614	4.79965	4.59519	3.97983	2.54266	3.4393
1300002E11Rik	16.3675	15.7983	18.2132	12.5861	14.2054	16.8036	16.3675	15.7983	18.2132	12.5861	14.2054	16.8036
1300002K09Rik	0.819045	1.48922	1.11965	0.993626	1.22112	1.00507	0.819045	1.48922	1.11965	0.993626	1.22112	1.00507
1300010F03Rik	8.10401	10.5879	10.0795	10.6039	7.97515	8.48912	8.10401	10.5879	10.0795	10.6039	7.97515	8.48912
1300014I06Rik	26.7272	24.7312	23.8572	20.9102	24.7618	27.43	26.7272	24.7312	23.8572	20.9102	24.7618	27.43
1300018I17Rik	7.03998	7.49699	8.76576	7.48029	7.27679	7.79002	7.03998	7.49699	8.76576	7.48029	7.27679	7.79002
1300018J18Rik	3.3009	5.62334	4.91423	3.89506	3.41591	4.25454	3.3009	5.62334	4.91423	3.89506	3.41591	4.25454
1500001M20Rik	2.20134	3.36775	3.28347	2.55373	1.84613	2.56582	2.20134	3.36775	3.28347	2.55373	1.84613	2.56582
1500002O20Rik	5.75372	5.86277	6.44506	5.75862	5.41018	5.2764	5.75372	5.86277	6.44506	5.75862	5.41018	5.2764
1500003O03Rik	141.269	147.323	175.872	213.055	180.531	171.738	141.269	147.323	175.872	213.055	180.531	171.738
1500009L16Rik	3.07523	3.49084	4.62451	1.75182	1.39541	2.58416	3.07523	3.49084	4.62451	1.75182	1.39541	2.58416
1500010J02Rik	0.986188	0.767039	0.837228	0.868743	0.614048	1.07157	0.986188	0.767039	0.837228	0.868743	0.614048	1.07157
1500011B03Rik	2.68991	3.89322	5.37926	3.5131	2.39401	3.54	2.68991	3.89322	5.37926	3.5131	2.39401	3.54
1500011H22Rik	1.13178	2.81109	1.87896	1.79179	1.32881	1.78447	1.13178	2.81109	1.87896	1.79179	1.32881	1.78447
1500011K16Rik	17.3361	16.7581	13.0208	14.018	9.08419	14.0192	17.3361	16.7581	13.0208	14.018	9.08419	14.0192
1500012F01Rik	19.9385	28.9093	19.4062	23.1189	18.2413	17.7676	19.9385	28.9093	19.4062	23.1189	18.2413	17.7676
1500015A07Rik	1.06465	1.26484	1.04946	1.30773	0.952379	0.75809	1.06465	1.26484	1.04946	1.30773	0.952379	0.75809
1500031L02Rik	12.1867	12.2504	12.0941	10.3097	8.61175	10.8658	12.1867	12.2504	12.0941	10.3097	8.61175	10.8658
1500032L24Rik	405.234	398.151	433.744	442.323	397.097	399.793	405.234	398.151	433.744	442.323	397.097	399.793
1600002H07Rik	0.888929	0.652981	0.709513	0.572385	1.09593	0.741939	0.888929	0.652981	0.709513	0.572385	1.09593	0.741939
1600002K03Rik	6.58658	5.3745	4.28422	4.18608	3.95732	6.00002	6.58658	5.3745	4.28422	4.18608	3.95732	6.00002
1600012F09Rik	2.57256	2.37039	1.77482	1.55381	1.66781	1.94873	2.57256	2.37039	1.77482	1.55381	1.66781	1.94873
1600012H06Rik	12.7262	17.2307	12.5895	12.5525	11.9836	13.1158	12.7262	17.2307	12.5895	12.5525	11.9836	13.1158
1600014C10Rik	5.58087	6.1103	5.44254	5.13595	4.60341	4.46437	5.58087	6.1103	5.44254	5.13595	4.60341	4.46437
1600016N20Rik	3.26103	3.53535	3.90618	4.45064	4.15586	4.51236	3.26103	3.53535	3.90618	4.45064	4.15586	4.51236
1600020E01Rik	7.15245	4.88019	4.88291	10.8966	7.58303	6.85338	7.15245	4.88019	4.88291	10.8966	7.58303	6.85338
1600021P15Rik	13.1616	15.3374	14.4384	14.8236	14.5624	14.6864	13.1616	15.3374	14.4384	14.8236	14.5624	14.6864
1600027N09Rik	1.87566	2.18618	2.22424	2.34047	2.14727	2.08967	1.87566	2.18618	2.22424	2.34047	2.14727	2.08967
1600029D21Rik	97.8353	61.0945	142.641	122.654	37.7597	199.971	97.8353	61.0945	142.641	122.654	37.7597	199.971
1700001L05Rik	0.70196	0.548808	0.910457	1.72446	1.31389	0.667482	0.70196	0.548808	0.910457	1.72446	1.31389	0.667482
1700003D09Rik	7.00574	5.05297	6.03043	6.95569	7.58355	5.72242	7.00574	5.05297	6.03043	6.95569	7.58355	5.72242
1700007J10Rik	1.3617	1.5647	1.81661	2.07084	2.12081	1.87985	1.3617	1.5647	1.81661	2.07084	2.12081	1.87985
1700007L15Rik	0.972399	1.07824	0.840814	1.0617	0.724881	0.577002	0.972399	1.07824	0.840814	1.0617	0.724881	0.577002
1700008J07Rik	1.03173	1.05351	1.19406	1.29978	0.931804	0.928402	1.03173	1.05351	1.19406	1.29978	0.931804	0.928402
1700009P17Rik	0.796885	0.891955	1.04736	0.986078	0.891065	0.702529	0.796885	0.891955	1.04736	0.986078	0.891065	0.702529
1700011H14Rik	33.7648	39.0255	41.0246	55.5736	37.243	31.7832	33.7648	39.0255	41.0246	55.5736	37.243	31.7832
1700011J10Rik	1.87128	3.72996	3.39793	3.06471	2.56324	2.14145	1.87128	3.72996	3.39793	3.06471	2.56324	2.14145
1700012B15Rik	6.74983	5.751	6.16118	6.3169	5.22086	5.73034	6.74983	5.751	6.16118	6.3169	5.22086	5.73034
1700015E13Rik	0.777697	0.605283	1.52424	0.660425	0.193246	1.05479	0.777697	0.605283	1.52424	0.660425	0.193246	1.05479
1700016C15Rik	6.8627	8.31167	8.2937	8.99154	8.93768	7.06303	6.8627	8.31167	8.2937	8.99154	8.93768	7.06303
1700017B05Rik	9.12872	6.12703	7.30789	9.78326	11.243	11.3601	9.12872	6.12703	7.30789	9.78326	11.243	11.3601
1700018L02Rik	4.23111	4.46761	4.12685	2.9566	4.35267	4.94958	4.23111	4.46761	4.12685	2.9566	4.35267	4.94958
1700019D03Rik	1.81745	3.4253	3.26392	2.59493	1.56327	2.27539	1.81745	3.4253	3.26392	2.59493	1.56327	2.27539
1700019E19Rik	17.7571	19.1061	24.5477	24.7936	25.3892	23.467	17.7571	19.1061	24.5477	24.7936	25.3892	23.467
1700019G17Rik	42.3882	53.5274	64.3598	44.3396	32.5145	44.2002	42.3882	53.5274	64.3598	44.3396	32.5145	44.2002
1700019L03Rik	3.54333	3.23212	4.54904	5.60639	4.90226	5.28435	3.54333	3.23212	4.54904	5.60639	4.90226	5.28435
1700020I14Rik	26.5301	25.3415	22.2016	29.7454	36.4391	26.6395	26.5301	25.3415	22.2016	29.7454	36.4391	26.6395
1700020L24Rik	2.60657	3.18139	3.5223	2.38266	2.50794	4.31634	2.60657	3.18139	3.5223	2.38266	2.50794	4.31634
1700020O03Rik	4.29819	3.72552	3.38506	3.35395	3.43488	2.89463	4.29819	3.72552	3.38506	3.35395	3.43488	2.89463
1700021C14Rik	1.10545	2.44043	1.14703	0.344847	1.23609	0.803203	1.10545	2.44043	1.14703	0.344847	1.23609	0.803203
1700021F05Rik	10.2213	14.8843	13.7019	13.2395	11.2164	10.914	10.2213	14.8843	13.7019	13.2395	11.2164	10.914
1700021K19Rik	4.74216	4.76134	4.90252	3.96385	3.95268	4.27607	4.74216	4.76134	4.90252	3.96385	3.95268	4.27607
1700022P22Rik	0.389466	0.273968	1.01029	0	0.217747	0.198087	0.389466	0.273968	1.01029	0	0.217747	0.198087
1700024P16Rik	2.76007	3.08689	3.86548	4.7591	2.81643	4.94016	2.76007	3.08689	3.86548	4.7591	2.81643	4.94016
1700025G04Rik	2.07148	2.48832	2.12055	2.13016	1.61156	2.59741	2.07148	2.48832	2.12055	2.13016	1.61156	2.59741
1700025N23Rik	3.15622	3.97591	5.23992	4.47991	4.16451	5.20115	3.15622	3.97591	5.23992	4.47991	4.16451	5.20115
1700029F09Rik	2.32935	2.79222	2.50329	2.54327	2.23255	1.86172	2.32935	2.79222	2.50329	2.54327	2.23255	1.86172
1700029G01Rik	3.88386	5.33444	6.63782	7.13663	3.28337	3.98018	3.88386	5.33444	6.63782	7.13663	3.28337	3.98018
1700029I15Rik	4.59502	6.67441	3.92648	5.01701	2.41792	2.7495	4.59502	6.67441	3.92648	5.01701	2.41792	2.7495
1700030A11Rik	2.64082	1.39745	2.87383	3.8679	3.60113	3.40702	2.64082	1.39745	2.87383	3.8679	3.60113	3.40702
1700030C10Rik	4.62091	3.9202	4.46302	4.60104	5.5245	3.25192	4.62091	3.9202	4.46302	4.60104	5.5245	3.25192
1700034H14Rik	4.37021	4.69458	3.46279	3.34009	3.50954	3.59679	4.37021	4.69458	3.46279	3.34009	3.50954	3.59679
1700034P13Rik	1.98537	0.885368	1.1721	1.34547	1.26311	1.07942	1.98537	0.885368	1.1721	1.34547	1.26311	1.07942
1700037C18Rik	2.17324	3.10929	2.51123	3.66708	2.54054	2.56236	2.17324	3.10929	2.51123	3.66708	2.54054	2.56236
1700037H04Rik	5.7025	4.88027	6.09351	8.36339	6.66183	5.67081	5.7025	4.88027	6.09351	8.36339	6.66183	5.67081
1700040I03Rik	2.68922	3.17565	2.99512	3.72932	4.62722	3.34492	2.68922	3.17565	2.99512	3.72932	4.62722	3.34492
1700048M11Rik	0.627208	0.110138	0	1.19842	0.175334	0	0.627208	0.110138	0	1.19842	0.175334	0
1700049G17Rik	0.803751	1.71511	1.21391	0.897067	0.97863	1.1628	0.803751	1.71511	1.21391	0.897067	0.97863	1.1628
1700052N19Rik	4.76761	4.50069	4.44127	4.83529	4.40702	3.90133	4.76761	4.50069	4.44127	4.83529	4.40702	3.90133
1700066B19Rik	3.30596	3.46452	3.191	3.02197	2.85848	3.8908	3.30596	3.46452	3.191	3.02197	2.85848	3.8908
1700066J24Rik	2.53061	2.62846	2.26362	2.28663	1.95151	2.13037	2.53061	2.62846	2.26362	2.28663	1.95151	2.13037
1700071M16Rik	1.16568	0.815435	0.846864	0.700089	1.49916	0.889606	1.16568	0.815435	0.846864	0.700089	1.49916	0.889606
1700081L11Rik	5.57845	5.68339	6.19494	5.59913	6.16314	6.09863	5.57845	5.68339	6.19494	5.59913	6.16314	6.09863
1700084E18Rik	0.948643	0.53375	0.393731	1.03576	0.424303	0.964981	0.948643	0.53375	0.393731	1.03576	0.424303	0.964981
1700088E04Rik	5.03013	3.64782	4.14698	4.59334	5.73911	4.32224	5.03013	3.64782	4.14698	4.59334	5.73911	4.32224
1700094D03Rik	1.45212	1.69771	1.53846	2.08615	1.88011	1.72591	1.45212	1.69771	1.53846	2.08615	1.88011	1.72591
1700096J18Rik	0.349502	0.368495	0.181325	0.3816	0.390808	1.24433	0.349502	0.368495	0.181325	0.3816	0.390808	1.24433
1700096K18Rik	2.3052	2.90074	2.35511	3.40749	1.98279	2.74173	2.3052	2.90074	2.35511	3.40749	1.98279	2.74173
1700106N22Rik	2.96733	3.32409	5.34179	4.13762	2.95823	3.30937	2.96733	3.32409	5.34179	4.13762	2.95823	3.30937
1700110K17Rik	2.35608	2.20057	2.80689	2.76301	1.85393	1.95284	2.35608	2.20057	2.80689	2.76301	1.85393	1.95284
1700113A16Rik	6.1116	9.14596	7.57457	6.61109	6.07457	7.36813	6.1116	9.14596	7.57457	6.61109	6.07457	7.36813
1700119H24Rik	15.1654	19.9	15.9743	18.6907	15.4161	16.5953	15.1654	19.9	15.9743	18.6907	15.4161	16.5953
1700120C14Rik	1.18065	0.499119	1.22506	2.06252	0.792111	1.44118	1.18065	0.499119	1.22506	2.06252	0.792111	1.44118
1700123I01Rik	1.31655	1.95001	2.01659	2.01929	1.05153	2.13638	1.31655	1.95001	2.01659	2.01929	1.05153	2.13638
1700123O20Rik	18.1457	21.9348	18.9915	17.8939	17.8566	20.1387	18.1457	21.9348	18.9915	17.8939	17.8566	20.1387
1810006K21Rik	187.102	211.461	221.409	218.161	182.885	164.093	187.102	211.461	221.409	218.161	182.885	164.093
1810007I06Rik	4.70136	3.80018	4.87821	9.89958	6.00798	2.73276	4.70136	3.80018	4.87821	9.89958	6.00798	2.73276
1810008A18Rik	17.392	17.4836	16.19	15.2782	14.6912	15.3057	17.392	17.4836	16.19	15.2782	14.6912	15.3057
1810009A15Rik	28.208	32.808	27.2735	32.8985	28.3159	26.8461	28.208	32.808	27.2735	32.8985	28.3159	26.8461
1810010H24Rik	0.739226	1.10306	1.99429	1.82946	0.661273	0.751958	0.739226	1.10306	1.99429	1.82946	0.661273	0.751958
1810011H11Rik	0.730707	1.02162	0.433254	0.759822	1.0116	0.778687	0.730707	1.02162	0.433254	0.759822	1.0116	0.778687
1810011O10Rik	162.425	121.671	127.447	165.282	236.453	160.322	162.425	121.671	127.447	165.282	236.453	160.322
1810012P15Rik	0.921506	1.12143	0.596423	0.567818	0.663137	0.761039	0.921506	1.12143	0.596423	0.567818	0.663137	0.761039
1810013A23Rik	0.20462	0.57598	1.27391	0.893648	1.60162	0.416289	0.20462	0.57598	1.27391	0.893648	1.60162	0.416289
1810013D10Rik	48.7768	52.9632	50.3068	59.6086	53.3587	50.3343	48.7768	52.9632	50.3068	59.6086	53.3587	50.3343
1810013L24Rik	12.5615	13.4034	15.4534	15.9739	14.9151	13.1964	12.5615	13.4034	15.4534	15.9739	14.9151	13.1964
1810014F10Rik	88.9689	94.733	81.888	94.6654	92.8735	92.0046	88.9689	94.733	81.888	94.6654	92.8735	92.0046
1810019D21Rik	5.01114	3.59531	3.25553	5.20395	6.08448	4.93863	5.01114	3.59531	3.25553	5.20395	6.08448	4.93863
1810019J16Rik	22.909	21.3885	24.7575	21.0172	21.2638	24.6795	22.909	21.3885	24.7575	21.0172	21.2638	24.6795
1810020D17Rik	105.217	114.766	93.7684	93.7501	79.3921	87.7451	105.217	114.766	93.7684	93.7501	79.3921	87.7451
1810021B22Rik	1.85548	1.77933	1.62128	1.49275	0.764387	2.5828	1.85548	1.77933	1.62128	1.49275	0.764387	2.5828
1810022K09Rik	65.3881	94.4214	67.3894	75.9759	77.3152	76.6263	65.3881	94.4214	67.3894	75.9759	77.3152	76.6263
1810026B05Rik	4.71702	5.62032	4.51115	5.17495	4.59058	4.3447	4.71702	5.62032	4.51115	5.17495	4.59058	4.3447
1810026J23Rik	6.7839	6.95705	5.63127	4.8674	4.4847	5.21726	6.7839	6.95705	5.63127	4.8674	4.4847	5.21726
1810027O10Rik	110.322	123.562	136.21	150.252	132.387	137.052	110.322	123.562	136.21	150.252	132.387	137.052
1810029B16Rik	0.399141	0.383886	1.03539	0.81712	0.334735	0.50752	0.399141	0.383886	1.03539	0.81712	0.334735	0.50752
1810030J14Rik	1.17599	0.514585	0.305057	3.29023	3.78056	1.04672	1.17599	0.514585	0.305057	3.29023	3.78056	1.04672
1810030N24Rik	6.09518	9.63951	9.17047	13.6426	8.38311	8.18421	6.09518	9.63951	9.17047	13.6426	8.38311	8.18421
1810030O07Rik	8.60666	8.81709	8.17492	7.21597	7.55711	8.45104	8.60666	8.81709	8.17492	7.21597	7.55711	8.45104
1810031K17Rik	30.9181	34.0443	35.0503	34.5005	32.3089	32.4268	30.9181	34.0443	35.0503	34.5005	32.3089	32.4268
1810032O08Rik	1.05023	1.60027	1.5541	1.94366	0.686156	2.30215	1.05023	1.60027	1.5541	1.94366	0.686156	2.30215
1810034E14Rik	2.9582	2.85963	2.69655	2.98839	3.15324	2.98103	2.9582	2.85963	2.69655	2.98839	3.15324	2.98103
1810035I16Rik	3.9487	3.04936	2.97981	2.35164	1.60559	3.2864	3.9487	3.04936	2.97981	2.35164	1.60559	3.2864
1810035L17Rik	111.107	98.5836	112.551	110.906	107.234	108.483	111.107	98.5836	112.551	110.906	107.234	108.483
1810037I17Rik	116.997	98.3597	105.876	131.857	135.039	123.136	116.997	98.3597	105.876	131.857	135.039	123.136
1810043H04Rik	43.1638	50.7661	49.0156	53.5543	47.9275	46.9776	43.1638	50.7661	49.0156	53.5543	47.9275	46.9776
1810044D09Rik	1.70669	4.14098	6.60059	3.21865	2.42886	2.84086	1.70669	4.14098	6.60059	3.21865	2.42886	2.84086
1810046J19Rik	131.102	105.112	112.361	116.453	130.926	119.519	131.102	105.112	112.361	116.453	130.926	119.519
1810046K07Rik	3.24904	1.38519	1.76786	2.59568	4.07608	1.16884	3.24904	1.38519	1.76786	2.59568	4.07608	1.16884
1810049H13Rik	6.39366	7.07033	6.25722	5.71159	6.90556	6.20815	6.39366	7.07033	6.25722	5.71159	6.90556	6.20815
1810055G02Rik	26.226	18.5852	28.5786	52.7553	45.1953	25.4188	26.226	18.5852	28.5786	52.7553	45.1953	25.4188
1810058I24Rik	32.0488	37.6196	41.2503	36.5611	30.8082	32.1162	32.0488	37.6196	41.2503	36.5611	30.8082	32.1162
