tracking_id	q21_FPKM	q22_FPKM	q23_FPKM	q24_FPKM	q25_FPKM	q26_FPKM	q21_FPKMr	q22_FPKMr	q23_FPKMr	q24_FPKMr	q25_FPKMr	q26_FPKMr
0610005C13Rik	22.6844	23.5229	50.8599	99.9863	62.1252	22.9694	22.6844	23.5229	50.8599	99.9863	62.1252	22.9694
0610007C21Rik	50.3827	42.6767	45.7341	54.2043	34.1716	36.0272	50.3827	42.6767	45.7341	54.2043	34.1716	36.0272
0610007L01Rik	9.86218	9.36625	9.66451	11.1436	8.34811	9.05744	9.86218	9.36625	9.66451	11.1436	8.34811	9.05744
0610007N19Rik	3.37453	4.11853	4.00031	4.87314	4.81152	3.48595	3.37453	4.11853	4.00031	4.87314	4.81152	3.48595
0610007P08Rik	0.939813	0.929052	0.952406	0.764032	0.67509	1.03191	0.939813	0.929052	0.952406	0.764032	0.67509	1.03191
0610007P14Rik	101.054	94.8599	82.7362	137.999	142.903	115.539	101.054	94.8599	82.7362	137.999	142.903	115.539
0610007P22Rik	6.39832	4.65749	5.19078	5.12787	5.06996	4.9762	6.39832	4.65749	5.19078	5.12787	5.06996	4.9762
0610008F07Rik	2.32355	1.24975	1.48413	4.90853	2.55559	2.83223	2.32355	1.24975	1.48413	4.90853	2.55559	2.83223
0610009B22Rik	24.0642	20.5446	17.6439	16.4081	18.0958	23.0884	24.0642	20.5446	17.6439	16.4081	18.0958	23.0884
0610009D07Rik	52.3461	45.974	44.7345	50.3034	48.978	42.3626	52.3461	45.974	44.7345	50.3034	48.978	42.3626
0610009L18Rik	1.72879	1.00996	2.17029	3.71577	3.92397	2.11225	1.72879	1.00996	2.17029	3.71577	3.92397	2.11225
0610009O20Rik	5.67051	5.94451	6.07798	5.53729	6.47408	4.76537	5.67051	5.94451	6.07798	5.53729	6.47408	4.76537
0610010F05Rik	0.829213	1.06181	1.08324	1.11801	0.732835	1.00281	0.829213	1.06181	1.08324	1.11801	0.732835	1.00281
0610010K14Rik	18.9168	18.0869	17.7535	17.6198	18.1765	17.8719	18.9168	18.0869	17.7535	17.6198	18.1765	17.8719
0610010O12Rik	616.013	542.785	464.504	522.804	543.89	552.554	616.013	542.785	464.504	522.804	543.89	552.554
0610011F06Rik	42.9973	30.1821	40.313	38.6304	34.3153	28.3595	42.9973	30.1821	40.313	38.6304	34.3153	28.3595
0610011L14Rik	7.61002	7.09314	6.25303	7.84622	5.37051	6.76123	7.61002	7.09314	6.25303	7.84622	5.37051	6.76123
0610012G03Rik	28.8791	20.6209	22.1202	29.0578	21.3439	18.4128	28.8791	20.6209	22.1202	29.0578	21.3439	18.4128
0610030E20Rik	8.18042	6.9571	7.07565	7.83793	11.7212	9.59068	8.18042	6.9571	7.07565	7.83793	11.7212	9.59068
0610031J06Rik	99.6582	81.8561	85.8434	108.308	83.743	82.3048	99.6582	81.8561	85.8434	108.308	83.743	82.3048
0610037L13Rik	9.29269	9.54317	8.60628	7.9276	8.21622	7.3137	9.29269	9.54317	8.60628	7.9276	8.21622	7.3137
0610037P05Rik	18.2677	19.7877	16.5031	22.0541	18.1681	15.2786	18.2677	19.7877	16.5031	22.0541	18.1681	15.2786
0610040B10Rik	2.02072	2.29488	1.32769	0.610768	1.41903	1.73739	2.02072	2.29488	1.32769	0.610768	1.41903	1.73739
0610040J01Rik	47.8835	39.8378	38.3164	61.6165	54.2543	45.554	47.8835	39.8378	38.3164	61.6165	54.2543	45.554
0910001L09Rik	51.8159	41.7298	47.7895	59.2325	49.3793	44.0368	51.8159	41.7298	47.7895	59.2325	49.3793	44.0368
1100001G20Rik	0.407575	0.890084	1.91269	1.2319	0.953991	0.876016	0.407575	0.890084	1.91269	1.2319	0.953991	0.876016
1110001A16Rik	7.1642	5.16841	7.54297	5.96612	5.25463	5.03383	7.1642	5.16841	7.54297	5.96612	5.25463	5.03383
1110001J03Rik	54.5321	42.3666	47.0314	50.2786	38.8609	36.1171	54.5321	42.3666	47.0314	50.2786	38.8609	36.1171
1110002B05Rik	69.1087	74.5449	61.1223	84.1138	68.2653	80.8375	69.1087	74.5449	61.1223	84.1138	68.2653	80.8375
1110002N22Rik	2.16925	1.6335	1.96404	1.33808	0.990026	1.53112	2.16925	1.6335	1.96404	1.33808	0.990026	1.53112
1110003E01Rik	34.731	33.5837	30.1542	38.694	29.1543	29.8348	34.731	33.5837	30.1542	38.694	29.1543	29.8348
1110004E09Rik	5.24842	5.22461	4.85878	3.82738	6.35263	4.15899	5.24842	5.22461	4.85878	3.82738	6.35263	4.15899
1110004F10Rik	24.4168	22.6519	20.2881	24.479	20.5308	20.8896	24.4168	22.6519	20.2881	24.479	20.5308	20.8896
1110005A03Rik	10.2734	9.97885	8.88059	9.30972	11.141	8.86629	10.2734	9.97885	8.88059	9.30972	11.141	8.86629
1110006O24Rik	1.35827	0.744717	0.88017	0.684233	0.698413	1.0078	1.35827	0.744717	0.88017	0.684233	0.698413	1.0078
1110007C09Rik	78.6946	61.0646	74.6392	113.862	74.0241	74.9519	78.6946	61.0646	74.6392	113.862	74.0241	74.9519
1110008F13Rik	15.1252	10.3723	10.2087	19.2339	7.72039	8.38427	15.1252	10.3723	10.2087	19.2339	7.72039	8.38427
1110008J03Rik	1.51892	1.94244	2.08704	1.84682	1.62792	1.56683	1.51892	1.94244	2.08704	1.84682	1.62792	1.56683
1110008L16Rik	1.8616	1.98481	1.8835	1.14527	1.02872	1.0694	1.8616	1.98481	1.8835	1.14527	1.02872	1.0694
1110008P14Rik	39.2902	26.4796	29.1472	34.4775	24.6844	22.439	39.2902	26.4796	29.1472	34.4775	24.6844	22.439
1110012L19Rik	13.5967	10.0158	11.2915	10.359	9.51864	11.7149	13.5967	10.0158	11.2915	10.359	9.51864	11.7149
1110014N23Rik	12.8315	11.1436	11.0953	14.2624	10.7838	11.6562	12.8315	11.1436	11.0953	14.2624	10.7838	11.6562
1110017F19Rik	32.1925	29.1916	27.8471	32.1837	35.7467	34.1003	32.1925	29.1916	27.8471	32.1837	35.7467	34.1003
1110018G07Rik	14.6419	11.0546	9.96881	10.2107	10.3857	11.7223	14.6419	11.0546	9.96881	10.2107	10.3857	11.7223
1110018J18Rik	3.99295	4.16297	3.35465	3.45721	3.37575	4.71713	3.99295	4.16297	3.35465	3.45721	3.37575	4.71713
1110019D14Rik	1.14888	1.33526	0.909784	1.19485	1.35259	1.24204	1.14888	1.33526	0.909784	1.19485	1.35259	1.24204
1110020A21Rik	2.14023	1.4249	1.73974	1.85888	1.99578	1.85792	2.14023	1.4249	1.73974	1.85888	1.99578	1.85792
1110020G09Rik	1.65064	2.08997	2.09589	1.92472	1.2251	1.81449	1.65064	2.08997	2.09589	1.92472	1.2251	1.81449
1110021J02Rik	4.06944	3.04004	3.63067	2.97268	2.76668	2.90319	4.06944	3.04004	3.63067	2.97268	2.76668	2.90319
1110021L09Rik	21.9067	18.7669	16.8578	16.6728	13.3337	16.0885	21.9067	18.7669	16.8578	16.6728	13.3337	16.0885
1110028C15Rik	1.30946	1.65288	1.37585	1.2352	2.08403	1.74506	1.30946	1.65288	1.37585	1.2352	2.08403	1.74506
1110031I02Rik	15.0424	12.9305	13.4576	15.0623	12.056	10.921	15.0424	12.9305	13.4576	15.0623	12.056	10.921
1110032A03Rik	16.5059	13.8669	14.6695	15.8029	17.0031	13.1809	16.5059	13.8669	14.6695	15.8029	17.0031	13.1809
1110032A04Rik	1.145	0.755126	1.31813	1.21595	1.0203	1.30503	1.145	0.755126	1.31813	1.21595	1.0203	1.30503
1110034A24Rik	0.867073	0.814404	0.986735	0.635333	1.04467	0.511616	0.867073	0.814404	0.986735	0.635333	1.04467	0.511616
1110034B05Rik	1.73269	2.71502	3.01647	3.36958	3.6547	2.30852	1.73269	2.71502	3.01647	3.36958	3.6547	2.30852
1110034G24Rik	3.25505	2.99336	2.53721	2.47868	3.11916	3.43705	3.25505	2.99336	2.53721	2.47868	3.11916	3.43705
1110037F02Rik	3.91072	3.88025	3.80143	3.92609	3.64308	3.6836	3.91072	3.88025	3.80143	3.92609	3.64308	3.6836
1110038B12Rik	90.0936	67.8239	85.2206	74.2637	72.303	65.3104	90.0936	67.8239	85.2206	74.2637	72.303	65.3104
1110038D17Rik	79.4122	66.1053	72.8693	97.2322	75.6527	56.6151	79.4122	66.1053	72.8693	97.2322	75.6527	56.6151
1110038F14Rik	33.988	22.9206	17.6926	24.6616	27.3383	24.8119	33.988	22.9206	17.6926	24.6616	27.3383	24.8119
1110046J04Rik	1.83837	2.12598	2.36304	3.87276	3.04483	1.89394	1.83837	2.12598	2.36304	3.87276	3.04483	1.89394
1110049F12Rik	20.1324	17.9134	17.2441	18.545	15.4493	16.0522	20.1324	17.9134	17.2441	18.545	15.4493	16.0522
1110050K14Rik	1.83015	2.81112	3.33284	1.4218	5.76617	4.15003	1.83015	2.81112	3.33284	1.4218	5.76617	4.15003
1110054M08Rik	14.2957	11.4467	11.6039	12.918	17.4147	12.1728	14.2957	11.4467	11.6039	12.918	17.4147	12.1728
1110054O05Rik	2.96357	3.23677	2.18298	2.92161	2.72202	3.08563	2.96357	3.23677	2.18298	2.92161	2.72202	3.08563
1110057K04Rik	17.5409	16.53	15.7308	12.9931	13.7815	15.3537	17.5409	16.53	15.7308	12.9931	13.7815	15.3537
1110058L19Rik	11.7814	10.4191	14.115	13.6399	11.2885	8.69395	11.7814	10.4191	14.115	13.6399	11.2885	8.69395
1110059E24Rik	48.3057	44.5456	42.4245	33.156	37.3115	49.4234	48.3057	44.5456	42.4245	33.156	37.3115	49.4234
1110059G10Rik	4.63653	4.7594	4.58222	4.19655	4.63901	4.22694	4.63653	4.7594	4.58222	4.19655	4.63901	4.22694
1110065P20Rik	11.3259	10.7633	8.5723	12.4482	6.75627	6.01884	11.3259	10.7633	8.5723	12.4482	6.75627	6.01884
1110067D22Rik	18.6604	17.7771	16.4039	29.0886	33.4589	23.7772	18.6604	17.7771	16.4039	29.0886	33.4589	23.7772
1190002F15Rik	1.26486	1.32954	2.4999	1.78409	1.18748	1.90827	1.26486	1.32954	2.4999	1.78409	1.18748	1.90827
1190002H23Rik	2.76647	4.44222	6.17295	3.87495	4.5231	6.3394	2.76647	4.44222	6.17295	3.87495	4.5231	6.3394
1190002N15Rik	2.03719	2.62565	2.05832	2.5043	3.15537	3.28564	2.03719	2.62565	2.05832	2.5043	3.15537	3.28564
1190003J15Rik	50.6966	33.135	37.7071	63.0532	49.4047	46.2432	50.6966	33.135	37.7071	63.0532	49.4047	46.2432
1190005F20Rik	22.3254	17.0078	22.2528	22.9448	25.7263	21.0713	22.3254	17.0078	22.2528	22.9448	25.7263	21.0713
1190007F08Rik	4.79312	4.81521	4.76599	4.56932	4.46748	4.26679	4.79312	4.81521	4.76599	4.56932	4.46748	4.26679
1190007I07Rik	4.50289	3.62938	4.26553	4.55021	4.83805	3.75549	4.50289	3.62938	4.26553	4.55021	4.83805	3.75549
1200009I06Rik	160.413	112.474	111.475	148.868	123.011	110.647	160.413	112.474	111.475	148.868	123.011	110.647
1200011I18Rik	4.03676	3.76023	3.374	3.20016	3.05286	3.67504	4.03676	3.76023	3.374	3.20016	3.05286	3.67504
1200011M11Rik	4.81976	4.0008	4.31365	4.56747	3.57962	4.19915	4.81976	4.0008	4.31365	4.56747	3.57962	4.19915
1200014J11Rik	3.2371	3.08374	3.02972	3.21367	2.5868	2.93075	3.2371	3.08374	3.02972	3.21367	2.5868	2.93075
1200016B10Rik	6.41492	5.98303	5.18463	5.89076	6.74238	5.6666	6.41492	5.98303	5.18463	5.89076	6.74238	5.6666
1300001I01Rik	5.0635	5.9414	5.47548	3.50962	2.6134	3.37971	5.0635	5.9414	5.47548	3.50962	2.6134	3.37971
1300002E11Rik	14.4605	14.6723	16.0833	14.8174	19.6873	16.1153	14.4605	14.6723	16.0833	14.8174	19.6873	16.1153
1300002K09Rik	0.987525	1.22832	1.50639	1.17971	0.664904	1.08374	0.987525	1.22832	1.50639	1.17971	0.664904	1.08374
1300010F03Rik	9.65074	8.96306	9.6411	11.2338	7.77635	7.97593	9.65074	8.96306	9.6411	11.2338	7.77635	7.97593
1300014I06Rik	36.7827	26.0633	22.9786	32.1911	24.3514	25.3777	36.7827	26.0633	22.9786	32.1911	24.3514	25.3777
1300018I17Rik	9.03821	8.4884	7.88782	8.37383	7.42055	7.98329	9.03821	8.4884	7.88782	8.37383	7.42055	7.98329
1300018J18Rik	5.45233	4.20682	5.06658	4.45092	3.09329	4.09218	5.45233	4.20682	5.06658	4.45092	3.09329	4.09218
1500001M20Rik	3.93652	3.93911	4.7026	3.66485	1.99369	1.88458	3.93652	3.93911	4.7026	3.66485	1.99369	1.88458
1500002O20Rik	6.19837	5.51187	5.94453	5.52984	5.71256	4.58033	6.19837	5.51187	5.94453	5.52984	5.71256	4.58033
1500003O03Rik	179.689	173.623	159.499	229.544	200.279	180.608	179.689	173.623	159.499	229.544	200.279	180.608
1500009L16Rik	4.26116	5.31677	3.88454	3.41501	2.45036	2.61636	4.26116	5.31677	3.88454	3.41501	2.45036	2.61636
1500010J02Rik	0.96063	1.06582	1.1474	0.539035	0.671269	0.868397	0.96063	1.06582	1.1474	0.539035	0.671269	0.868397
1500011B03Rik	2.59093	3.36281	2.75498	3.33648	4.24136	2.79792	2.59093	3.36281	2.75498	3.33648	4.24136	2.79792
1500011H22Rik	1.10719	1.78219	2.32104	1.73523	1.80885	1.9932	1.10719	1.78219	2.32104	1.73523	1.80885	1.9932
1500011K16Rik	19.6446	16.4756	14.355	14.6255	17.8996	11.6674	19.6446	16.4756	14.355	14.6255	17.8996	11.6674
1500012F01Rik	20.6187	19.5787	23.0638	17.0704	18.6458	18.5728	20.6187	19.5787	23.0638	17.0704	18.6458	18.5728
1500015A07Rik	1.01141	1.19386	0.818764	0.378487	1.089	0.812492	1.01141	1.19386	0.818764	0.378487	1.089	0.812492
1500031L02Rik	11.9511	12.1655	11.3767	12.6542	7.88525	9.49265	11.9511	12.1655	11.3767	12.6542	7.88525	9.49265
1500032L24Rik	591.954	428.729	460.526	591.721	508.408	435.341	591.954	428.729	460.526	591.721	508.408	435.341
1600002H07Rik	1.0392	0.67433	0.911503	0.822646	0.78686	1.12396	1.0392	0.67433	0.911503	0.822646	0.78686	1.12396
1600002K03Rik	8.45747	6.28749	4.63697	3.23625	5.53057	4.38599	8.45747	6.28749	4.63697	3.23625	5.53057	4.38599
1600012F09Rik	1.91554	2.15477	1.76795	1.78032	1.85458	1.6548	1.91554	2.15477	1.76795	1.78032	1.85458	1.6548
1600012H06Rik	12.4749	12.3074	11.788	13.09	13.6085	13.3866	12.4749	12.3074	11.788	13.09	13.6085	13.3866
1600014C10Rik	4.30555	4.96936	6.16848	5.11053	4.36113	4.16459	4.30555	4.96936	6.16848	5.11053	4.36113	4.16459
1600016N20Rik	5.12803	3.50119	3.63889	4.58955	5.9477	5.77124	5.12803	3.50119	3.63889	4.58955	5.9477	5.77124
1600020E01Rik	6.42768	8.56	10.1021	6.20793	10.7739	8.85993	6.42768	8.56	10.1021	6.20793	10.7739	8.85993
1600021P15Rik	13.8829	12.3554	12.4395	15.4498	13.1913	13.5934	13.8829	12.3554	12.4395	15.4498	13.1913	13.5934
1600027N09Rik	2.91121	2.3441	2.10646	1.75984	1.713	2.04488	2.91121	2.3441	2.10646	1.75984	1.713	2.04488
1600029D21Rik	329.708	118.612	74.6601	60.3084	33.5091	81.2535	329.708	118.612	74.6601	60.3084	33.5091	81.2535
1700001L05Rik	0.678782	0.669917	0.923205	1.65966	1.42433	0.72562	0.678782	0.669917	0.923205	1.65966	1.42433	0.72562
1700003D09Rik	4.81533	5.51095	5.61559	7.90914	4.23944	5.11766	4.81533	5.51095	5.61559	7.90914	4.23944	5.11766
1700007J10Rik	1.84959	1.81007	2.89229	1.49078	2.2385	2.45522	1.84959	1.81007	2.89229	1.49078	2.2385	2.45522
1700007L15Rik	0.528991	1.00534	1.32946	0.710616	0.62165	0.951398	0.528991	1.00534	1.32946	0.710616	0.62165	0.951398
1700008J07Rik	1.59365	1.11718	1.40379	1.38864	1.09084	0.768732	1.59365	1.11718	1.40379	1.38864	1.09084	0.768732
1700009P17Rik	1.27025	1.06471	0.980547	1.16344	1.08682	1.37223	1.27025	1.06471	0.980547	1.16344	1.08682	1.37223
1700011H14Rik	47.687	48.1385	86.0155	79.9413	79.665	34.5865	47.687	48.1385	86.0155	79.9413	79.665	34.5865
1700011J10Rik	4.01569	3.70567	3.40588	4.2507	3.11039	3.07586	4.01569	3.70567	3.40588	4.2507	3.11039	3.07586
1700012B15Rik	6.94916	7.02292	5.25598	5.89001	5.77514	7.03108	6.94916	7.02292	5.25598	5.89001	5.77514	7.03108
1700016C15Rik	6.85172	3.08209	2.81479	9.64672	3.09691	5.11881	6.85172	3.08209	2.81479	9.64672	3.09691	5.11881
1700017B05Rik	10.8279	7.80154	6.09011	10.8888	12.4373	12.6945	10.8279	7.80154	6.09011	10.8888	12.4373	12.6945
1700018L02Rik	4.36673	5.12822	3.47085	5.51097	2.43444	3.87479	4.36673	5.12822	3.47085	5.51097	2.43444	3.87479
1700019D03Rik	4.02912	3.53569	3.01044	3.90619	3.03879	1.55935	4.02912	3.53569	3.01044	3.90619	3.03879	1.55935
1700019E19Rik	25.1291	23.1973	24.7042	30.1801	25.8677	24.2722	25.1291	23.1973	24.7042	30.1801	25.8677	24.2722
1700019G17Rik	63.2829	47.3634	50.1594	60.5563	30.9865	37.9106	63.2829	47.3634	50.1594	60.5563	30.9865	37.9106
1700019L03Rik	6.68427	4.3846	3.78727	8.14705	8.56182	6.41653	6.68427	4.3846	3.78727	8.14705	8.56182	6.41653
1700020I14Rik	29.3147	26.8915	22.7553	27.9922	27.76	28.999	29.3147	26.8915	22.7553	27.9922	27.76	28.999
1700020L24Rik	4.48124	3.35535	2.9214	3.31977	2.48018	2.63331	4.48124	3.35535	2.9214	3.31977	2.48018	2.63331
1700020O03Rik	3.70787	3.21569	2.85684	3.69666	3.22735	3.56466	3.70787	3.21569	2.85684	3.69666	3.22735	3.56466
1700021C14Rik	2.06804	1.05498	1.29545	1.04178	1.81724	0.927061	2.06804	1.05498	1.29545	1.04178	1.81724	0.927061
1700021F05Rik	14.0125	12.2995	16.0794	17.8036	12.9066	11.1063	14.0125	12.2995	16.0794	17.8036	12.9066	11.1063
1700021K19Rik	4.28949	3.67194	4.73791	4.54755	4.58633	3.55883	4.28949	3.67194	4.73791	4.54755	4.58633	3.55883
1700024P16Rik	4.50111	4.60604	4.17565	5.70574	4.6282	4.24991	4.50111	4.60604	4.17565	5.70574	4.6282	4.24991
1700025G04Rik	2.45823	2.66243	2.5375	1.86385	1.97902	2.22533	2.45823	2.66243	2.5375	1.86385	1.97902	2.22533
1700025N23Rik	5.49058	4.39774	3.36583	2.48931	6.05328	4.66915	5.49058	4.39774	3.36583	2.48931	6.05328	4.66915
1700027D21Rik	0.127633	0.186895	0.0401614	0.471503	3.0047	0.229926	0.127633	0.186895	0.0401614	0.471503	3.0047	0.229926
1700029F09Rik	2.0786	1.94514	2.17524	2.64052	1.80825	2.29532	2.0786	1.94514	2.17524	2.64052	1.80825	2.29532
1700029G01Rik	5.43186	5.97081	7.43324	8.31901	5.30171	3.97669	5.43186	5.97081	7.43324	8.31901	5.30171	3.97669
1700029I15Rik	4.14769	3.35344	3.32591	5.96976	5.87515	6.02963	4.14769	3.35344	3.32591	5.96976	5.87515	6.02963
1700030A11Rik	2.31111	1.10646	1.91533	0.776155	2.96476	3.55428	2.31111	1.10646	1.91533	0.776155	2.96476	3.55428
1700030C10Rik	3.75519	2.99545	3.78465	5.15049	6.57712	4.23108	3.75519	2.99545	3.78465	5.15049	6.57712	4.23108
1700034H14Rik	4.05669	4.77737	4.97005	3.13058	3.70821	4.05815	4.05669	4.77737	4.97005	3.13058	3.70821	4.05815
1700034P13Rik	1.00374	0.947373	1.053	0.786545	1.00664	1.24588	1.00374	0.947373	1.053	0.786545	1.00664	1.24588
1700037C18Rik	4.99154	4.1952	3.49458	4.48827	2.33662	1.68171	4.99154	4.1952	3.49458	4.48827	2.33662	1.68171
1700037H04Rik	7.16582	7.87883	9.3817	10.9459	7.72636	4.74655	7.16582	7.87883	9.3817	10.9459	7.72636	4.74655
1700040I03Rik	3.84454	3.84875	3.9247	5.03006	5.0761	2.24458	3.84454	3.84875	3.9247	5.03006	5.0761	2.24458
1700049G17Rik	0.804213	0.954565	0.897422	0.868823	1.09618	1.38405	0.804213	0.954565	0.897422	0.868823	1.09618	1.38405
1700052N19Rik	4.73813	4.69153	4.06304	5.42255	4.19935	4.22928	4.73813	4.69153	4.06304	5.42255	4.19935	4.22928
1700054N08Rik	1.01062	0.939919	1.02825	1.31192	0.915822	1.11428	1.01062	0.939919	1.02825	1.31192	0.915822	1.11428
1700063D05Rik	0.853003	0.16623	0.446512	0.286469	1.22489	0.511259	0.853003	0.16623	0.446512	0.286469	1.22489	0.511259
1700066B19Rik	4.10983	2.78819	3.09429	3.04771	3.17023	2.95624	4.10983	2.78819	3.09429	3.04771	3.17023	2.95624
1700066J24Rik	1.70938	1.9987	1.70009	0.861107	3.34719	1.74171	1.70938	1.9987	1.70009	0.861107	3.34719	1.74171
1700071M16Rik	0.506738	0.612056	1.07596	0.255271	0.372606	1.23205	0.506738	0.612056	1.07596	0.255271	0.372606	1.23205
1700081L11Rik	6.3508	5.38747	5.57476	4.88545	5.30944	5.69783	6.3508	5.38747	5.57476	4.88545	5.30944	5.69783
1700084E18Rik	1.03653	0.543203	0.389093	1.25317	0.970341	0.222757	1.03653	0.543203	0.389093	1.25317	0.970341	0.222757
1700088E04Rik	3.77342	3.93465	4.57265	3.72974	4.84111	2.96361	3.77342	3.93465	4.57265	3.72974	4.84111	2.96361
1700094D03Rik	1.59247	1.22537	1.64573	1.4373	2.57979	1.84848	1.59247	1.22537	1.64573	1.4373	2.57979	1.84848
1700096K18Rik	3.69767	3.24918	2.69102	3.49259	2.99275	3.16452	3.69767	3.24918	2.69102	3.49259	2.99275	3.16452
1700106N22Rik	3.45577	4.43547	4.58235	5.59421	2.69694	3.52587	3.45577	4.43547	4.58235	5.59421	2.69694	3.52587
1700110K17Rik	3.0389	1.91542	0.984262	2.48764	1.89674	1.74171	3.0389	1.91542	0.984262	2.48764	1.89674	1.74171
1700113A16Rik	9.53416	7.99285	9.11008	7.74657	9.62309	8.63722	9.53416	7.99285	9.11008	7.74657	9.62309	8.63722
1700119H24Rik	26.0347	19.4072	18.2601	7.18807	16.8932	16.7264	26.0347	19.4072	18.2601	7.18807	16.8932	16.7264
1700120C14Rik	1.0339	0.901404	0.484253	0.520829	1.20765	0.831709	1.0339	0.901404	0.484253	0.520829	1.20765	0.831709
1700123I01Rik	2.45083	1.91459	1.44641	1.54327	1.32262	2.79705	2.45083	1.91459	1.44641	1.54327	1.32262	2.79705
1700123O20Rik	21.665	17.918	18.7678	22.2866	18.943	17.9796	21.665	17.918	18.7678	22.2866	18.943	17.9796
1810006K21Rik	245.51	213.821	236.004	232.42	209.121	161.179	245.51	213.821	236.004	232.42	209.121	161.179
1810007I06Rik	3.68993	4.48675	8.26414	5.94822	5.58175	5.51979	3.68993	4.48675	8.26414	5.94822	5.58175	5.51979
1810008A18Rik	19.8485	16.0669	17.6502	17.3892	16.1379	15.1455	19.8485	16.0669	17.6502	17.3892	16.1379	15.1455
1810009A15Rik	34.2127	31.5091	35.4981	33.7661	34.7004	29.606	34.2127	31.5091	35.4981	33.7661	34.7004	29.606
1810010H24Rik	0.749739	1.69316	1.61706	1.94238	1.1342	0.694331	0.749739	1.69316	1.61706	1.94238	1.1342	0.694331
1810011H11Rik	0.264529	0.730559	0.749264	0.456883	1.15672	0.6945	0.264529	0.730559	0.749264	0.456883	1.15672	0.6945
1810011O10Rik	163.115	117.744	130.203	207.676	356.057	175.801	163.115	117.744	130.203	207.676	356.057	175.801
1810013A23Rik	0.894831	0.39056	0	0	1.0465	0.960966	0.894831	0.39056	0	0	1.0465	0.960966
1810013D10Rik	59.3482	51.4857	53.5106	68.7404	66.874	46.6425	59.3482	51.4857	53.5106	68.7404	66.874	46.6425
1810013L24Rik	12.4394	11.5408	14.2986	16.9936	14.5703	15.2447	12.4394	11.5408	14.2986	16.9936	14.5703	15.2447
1810014F10Rik	116.174	89.5151	95.1684	122.126	120.683	100.64	116.174	89.5151	95.1684	122.126	120.683	100.64
1810019D21Rik	4.01345	4.34631	4.64757	3.49071	7.78244	5.54705	4.01345	4.34631	4.64757	3.49071	7.78244	5.54705
1810019J16Rik	29.5993	23.3195	21.6293	25.1209	23.3962	27.2693	29.5993	23.3195	21.6293	25.1209	23.3962	27.2693
1810020D17Rik	133.132	92.2062	108.347	105.314	84.1263	94.133	133.132	92.2062	108.347	105.314	84.1263	94.133
1810021B22Rik	2.44537	1.39798	1.80246	1.39254	1.74808	2.06383	2.44537	1.39798	1.80246	1.39254	1.74808	2.06383
1810022K09Rik	68.1498	74.2093	69.5404	78.8877	94.6202	82.2178	68.1498	74.2093	69.5404	78.8877	94.6202	82.2178
1810026B05Rik	5.13989	4.80745	4.4749	5.48826	5.68567	5.64485	5.13989	4.80745	4.4749	5.48826	5.68567	5.64485
1810026J23Rik	6.16464	4.85211	4.61707	5.16762	3.79361	5.02399	6.16464	4.85211	4.61707	5.16762	3.79361	5.02399
1810027O10Rik	159.409	125.83	142.291	163.145	153.835	142.39	159.409	125.83	142.291	163.145	153.835	142.39
1810030J14Rik	0.559614	3.1565	0.527563	2.57744	0.469879	0	0.559614	3.1565	0.527563	2.57744	0.469879	0
1810030N24Rik	9.60834	9.88881	10.6249	12.6848	11.2223	8.73063	9.60834	9.88881	10.6249	12.6848	11.2223	8.73063
1810030O07Rik	9.26037	8.08906	8.21263	7.41084	7.97282	8.17602	9.26037	8.08906	8.21263	7.41084	7.97282	8.17602
1810031K17Rik	41.7935	33.8195	33.0988	35.9448	39.7547	37.6525	41.7935	33.8195	33.0988	35.9448	39.7547	37.6525
1810032O08Rik	1.3034	2.23631	1.77871	2.45585	1.02777	2.19039	1.3034	2.23631	1.77871	2.45585	1.02777	2.19039
1810034E14Rik	2.76161	2.79678	3.79874	2.47996	4.13587	3.31093	2.76161	2.79678	3.79874	2.47996	4.13587	3.31093
1810035I16Rik	5.527	0.685173	2.20853	3.57975	4.5898	1.68586	5.527	0.685173	2.20853	3.57975	4.5898	1.68586
1810035L17Rik	125.23	110.679	120.789	143.365	129.098	113.786	125.23	110.679	120.789	143.365	129.098	113.786
1810037I17Rik	132.824	106.207	113.47	145.515	173.83	140.315	132.824	106.207	113.47	145.515	173.83	140.315
1810043H04Rik	70.6366	49.5473	49.9858	65.1949	49.7857	44.1217	70.6366	49.5473	49.9858	65.1949	49.7857	44.1217
1810044D09Rik	5.41755	3.40563	5.25009	4.26424	4.16594	4.55408	5.41755	3.40563	5.25009	4.26424	4.16594	4.55408
1810046J19Rik	156.385	106.066	117.388	129.155	149.291	122.93	156.385	106.066	117.388	129.155	149.291	122.93
1810046K07Rik	1.46337	2.11757	2.23458	6.63459	4.20486	1.02344	1.46337	2.11757	2.23458	6.63459	4.20486	1.02344
1810049H13Rik	7.66532	6.51783	4.99152	5.81206	7.06012	5.1182	7.66532	6.51783	4.99152	5.81206	7.06012	5.1182
1810055G02Rik	27.7873	24.2749	31.914	92.4268	51.0727	25.3504	27.7873	24.2749	31.914	92.4268	51.0727	25.3504
1810058I24Rik	49.6871	40.815	42.1298	46.1072	36.847	34.3466	49.6871	40.815	42.1298	46.1072	36.847	34.3466
1810063B05Rik	11.22	10.7441	9.84869	9.31953	7.85152	8.96599	11.22	10.7441	9.84869	9.31953	7.85152	8.96599
1810063B07Rik	2.81023	2.53103	2.46045	3.10756	2.44901	2.22413	2.81023	2.53103	2.46045	3.10756	2.44901	2.22413
