CycID	meta2d_phase_diff	meta2d_rAMP_diff
ND5	1.225805314631721	0.1048503971215739
ND4L	0.9184646264024908	0.095108319127916
TrnM	10.316658772666129	0.1544200725278829
Pisd-ps3	2.3419925763614486	0.0829793985704215
LOC100861749	1.3296999980533002	0.0489924869505988
LOC434608	3.2232900957576085	0.030004013103167
LOC673652	1.06034157558799	0.1033352026825389
Mid1-ps1	1.15686964523489	0.17360882763544
Gm4017	8.63210125033034	0.187669121284516
Akap17a	1.0803221349463286	0.0357310097794865
2510022D24Rik	0.700477436327763	0.0778684429490499
Prps2	0.1476198959797905	0.0335304950610269
Ace2	2.075255288005698	0.0104769717608269
S100g	5.635221040898001	0.0413513784322889
Gm8737	1.8367964877565408	0.1067036375470439
Gm7331	1.653725639495109	0.0348581043994387
Gm15204	4.4459552928049195	0.090902988855534
Eif1ax	3.07038736239292	0.053436321559961
Gm8659	1.7282939309336989	0.1931494106555772
Gm8644	4.27294712640273	0.052852902300619
Mbtps2	1.4822312847270602	0.100267938404061
Gm15160	2.9741443831829493	0.128274726077964
Gm52430	5.5098711830854	0.0218532408706726
Smc1a	5.9368264931791295	0.1465012581172342
Gm15191	1.3137946687244018	0.0561497483368999
Phf8	3.4988489717495312	0.0243455284503888
Gm6451	3.8741020687096217	0.040749083909071
Amot	5.701206502387151	0.161385851972912
Gm15066	2.76357719333393	0.0976117999260472
Ammecr1	1.2135817852093995	0.033422162251167
Psmd10	0.6956677609873698	0.0114269912874429
Tsc22d3	1.8951944734059012	0.048762508783621
Cldn2	1.32322655223068	0.129506086084964
Btf3-ps3	9.548226942786515	0.1311913651616619
Bex3	2.52571433938549	0.3199314609996134
Tceal9	4.42725393384076	0.066507663776964
Nxf7	0.2193905990753299	0.181440563880562
Cenpi	3.6617101917364105	0.0058773853158739
Trmt2b	2.961469456070792	0.0597242249375694
Gm2836	0.1475361809415201	0.163305176529419
Gm7746	0.0269681286359997	0.0611202606820898
Rps12-ps22	3.8741311633057194	0.108346732527069
Gm5648	7.491269296745642	0.03240904254751
Gm5863	1.8187604853985988	0.0321517310298379
2010106E10Rik	2.622078083117799	0.082882434216828
Gm5393	7.984218966570921	0.0691179847880459
Atp7a	0.3173893033722308	0.099475048640156
Gm26020	2.363589198881691	0.1237684718433319
Zdhhc15	0.9044051992934	0.044962608813361
Vcp-rs	3.5506595071248603	0.0927784114200623
Gm9115	2.044547603115302	0.118900255799249
Ercc6l	3.79878613344727	0.1059509238458131
H3f3a-ps1	2.645891991376793	0.0148348298559825
Tpt1-ps6	0.3536847742734803	0.0197536863630828
Marcksl1-ps5	1.5794181582960984	0.063100794482173
Gm14845	1.4078692341868404	0.188966232236844
Nono	4.68153641946337	0.025338971249295
Dlg3	2.2876593218467	0.074641547123369
Gdpd2	1.9600801308300009	0.064170306630448
Pdzd11	2.8358952801019015	0.060638136013076
Gm5760	1.7116791374564002	0.1186369492331939
Gm14925	1.3674644315823006	0.0231493421767139
Las1l	2.82263069201159	0.130046983626403
LOC118568447	3.150175795985501	0.147572103112226
Zxda	0.32437004812093306	0.0648928537867419
Gm39526	0.5356864221677	0.0099001077272294
Gm15164	5.21948218252323	0.041554850854322
Pola1	5.732509039116096	0.0231429912782356
Gm14783	1.173431686387361	0.092190991113419
Gm8839	5.910913783866192	0.055661491114221
Gm8806	0.9523091150639296	0.0821454657707149
Gm8792	3.7993595389929915	0.03327612549976
Gm17817	0.9364194415506012	0.2339271632346709
Gm5398	11.04628994626783	0.204913367951837
Oat-rs1	3.6805565058686303	0.0494107967495299
Gm8666	8.67268708042211	0.499086718738728
Gm6039	8.15172801385101	0.0970323508232646
Gm8503	5.51604254399484	0.0476430548693889
Smim9	2.084098715319902	0.0933355657373349
Fam220-ps	8.585966052087521	0.0344518656019469
G6pdx	4.219396617079001	0.0590017684500857
Fam3a	6.42494942484193	0.0228840479547092
Slc10a3	7.330799365946199	0.0343782353155354
Ubl4a	0.1041069145607904	0.0499213983523189
Snora70	2.485741646844799	0.079329192130381
Rpl10	0.1929678043617499	0.0283402926605349
Mecp2	0.07053885372102	0.0447998806682427
Irak1	3.4414004456296325	0.1141205519028119
Hcfc1	4.705560649209161	0.059435343666112
Abcd1	1.841089125186297	0.051758935588921
Bcap31	0.373317117229103	0.0293268947177191
Xlr3b	1.3176295968250995	0.007936953885941
Xlr3a	2.537983484384421	0.1029719788211239
Cd99l2	6.978313800730045	0.2728468282334278
Rplp1-ps1	1.5563827844709	0.1670033708367739
Ids	8.79667471449573	0.0892849663021854
Gm5391	5.69126898712106	0.071753055334118
Gm6743	0.1151582153595205	0.045867508469809
Gm8144	0.1348999558273904	0.0764804571335983
Gm14890	2.8140158822329395	0.064698485636856
Gm5389	4.105805207273203	0.117464931550782
Mmgt1	1.264583801017612	0.0509760747581609
Mospd1	5.32218079736706	0.057944545660651
Gm14586	1.26141681587215	0.000135014719851
Gm7803	4.317356251372071	0.0960393212001371
Rbmx2	5.5512555934610806	0.04999192516781
Slc25a14	2.0985938614232005	0.0141244941423839
Xpnpep2	4.908846033627901	0.15435005693514
Gm7722	6.6722317853431985	0.0363818227134049
Stag2	1.6916625665222398	0.0132742704306839
LOC115489130	2.7685880967014	0.0713356598358369
Btg1c	9.29448138665572	0.0586362953416188
Nkrf	4.59292494289192	0.0334716512218823
Pgrmc1	5.952316934970101	0.1153497359891377
Gm6023	1.9987721810386692	0.0524841648024149
Gm2036	0.3295262177397013	0.0245494289716369
Gm1848	11.72875391160969	0.1211080526889649
Rbm10	1.7176792894676796	0.1046046847733943
