CycID	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP	ZK1_newchange_rep1	ZK2_rep1	ZK3_rep1	ZK4_rep1	ZK1_newchange_rep2	ZK2_rep2	ZK3_rep2	ZK4_rep2
4921531C22Rik	0.91083321280647	1.0	26.3144263024971	11.3901196925091	3.55807766338098	0.654110521301172	0.183838179821972	1.9795679809179	5.00794753722809	3.31776519700359	4.10017619966603	1.9795679809179	5.00794753722809	3.31776519700359	4.10017619966603
Taf4	0.583289836356642	1.0	26.1732580037665	10.6262777471113	22.2591578652093	4.35224428249498	0.195526008164822	14.929787180933	29.2905233048864	22.7743233684439	23.3498067367976	14.929787180933	29.2905233048864	22.7743233684439	23.3498067367976
Zfp973	0.0035773954451665	0.0287825487447765	23.1863964593524	7.9632033567647	3.5122285376179	0.809073886799747	0.230359123312769	3.07402179191447	4.60531105608266	3.33157196020377	2.92540661436846	3.07402179191447	4.60531105608266	3.33157196020377	2.92540661436846
Zfp966	0.0003757352887112	0.0083082540595632	23.9052823315118	8.36466927101447	2.52859171552001	1.31366659195172	0.519524992464653	1.67020568712496	3.96101743765327	2.8722302659813	1.58823229290256	1.67020568712496	3.96101743765327	2.8722302659813	1.58823229290256
Gm6710	0.0132336271597677	0.0818996705852716	23.9052823315118	9.41616034706836	2.43601311464286	0.72209659789771	0.296425578974592	1.89074532356149	3.28040483402833	2.63984551983516	1.9204454318361	1.89074532356149	3.28040483402833	2.63984551983516	1.9204454318361
Gm14288	0.0002406266057178	0.0077637782759991	23.9052823315118	8.24949586616376	4.45095128265812	1.84038360725921	0.413480959548972	3.36888407417755	6.43934687224578	4.92238528060113	3.04160267148122	3.36888407417755	6.43934687224578	4.92238528060113	3.04160267148122
Gm4724	0.010900881282354	0.0703699766029796	23.0562882713142	6.74540641323243	1.64409466417651	0.423189460837006	0.257399692400908	1.44571697591745	2.22385488158249	1.43843274167153	1.41404034568893	1.44571697591745	2.22385488158249	1.43843274167153	1.41404034568893
Gm14440	0.0002825081149264	0.0082895267430424	24.1957578235	7.61979695051833	1.49185845332601	0.384982765457923	0.258055826006568	1.44299742721448	1.81788594319052	1.66117161450604	1.05853528809385	1.44299742721448	1.81788594319052	1.66117161450604	1.05853528809385
Edn3	8.4642525900458e-05	0.0047937682209086	23.8892823315118	11.0582198915074	46.6689819408063	16.8930437422396	0.361975835763169	32.3098937450501	50.9433208837288	63.7599181614299	39.36323713984	32.3098937450501	50.9433208837288	63.7599181614299	39.36323713984
Gm30189	0.0002968019196175	0.0082895267430424	23.9052823315118	11.5170784002527	1.76168915571926	0.442610404181038	0.251242055242334	1.37123273358791	1.78704506105077	2.23628830206074	1.64600358113876	1.37123273358791	1.78704506105077	2.23628830206074	1.64600358113876
Ppp4r1l-ps	0.485148189431611	1.0	25.0371240294905	10.1377997934526	2.53863755324594	0.865651518453832	0.340990590542158	1.26659550055372	4.41475357233923	2.2538582550675	2.36837736007075	1.26659550055372	4.41475357233923	2.2538582550675	2.36837736007075
Zbp1	0.0743099930392237	0.345824644520445	23.9052823315118	20.8314864497342	55.2387030418178	22.6075657383255	0.409270393644303	76.7471730622286	27.3584034977803	51.5380670390742	65.7074808385136	76.7471730622286	27.3584034977803	51.5380670390742	65.7074808385136
Pck1	0.0001182221128231	0.0055395660817682	23.8259172521468	11.3187151123363	142.680741522304	137.331656194826	0.962510109840983	19.8947045743356	167.303176687069	283.265404803878	96.574056760123	19.8947045743356	167.303176687069	283.265404803878	96.574056760123
Rbm38	0.672633079999899	1.0	24.8156672110187	10.6762503440121	9.38354415870684	1.50998660104706	0.160918579963836	6.54700868688992	13.1450342515701	8.59247060224862	9.44390472328211	6.54700868688992	13.1450342515701	8.59247060224862	9.44390472328211
Rae1	0.512570571033946	1.0	26.380487804878	10.80100527552	14.2131803919813	1.72434601722849	0.121320209106846	11.370081418036	16.5128052379121	14.7039426304947	14.8006831503962	11.370081418036	16.5128052379121	14.7039426304947	14.8006831503962
Bmp7	0.996667117514595	1.0	24.5873015873016	7.68900481908409	5.5735427472661	0.568678525567005	0.102031786846158	3.86839122028386	7.394114002287	4.52865406923727	6.5622370443565	3.86839122028386	7.394114002287	4.52865406923727	6.5622370443565
Gm14269	0.0040881435105883	0.0316188538705581	23.4208579526349	1.95177090276386	54.7080273742618	3.26697382176864	0.0597165348225594	56.8141906481682	56.5341633091527	50.9657264158555	54.6538782142192	56.8141906481682	56.5341633091527	50.9657264158555	54.6538782142192
Gm14270	0.204793150446621	0.693021539821622	24.5762268369847	20.4067956540078	20.7724122217317	4.62883260554369	0.222835583856799	19.1265981561181	18.1827486920404	17.0866253049252	28.2097547040207	19.1265981561181	18.1827486920404	17.0866253049252	28.2097547040207
Gm34344	0.0021908346650063	0.0208012037235787	24.1732580037665	17.106609183847	2.63947035045936	0.603163667075699	0.22851693218328	2.2381754835688	2.13904485614787	2.8867202168747	3.28370333255204	2.2381754835688	2.13904485614787	2.8867202168747	3.28370333255204
Gm14237	0.0130252285918645	0.0810106823305052	24.3201967792767	16.6607799342544	0.322067079533943	0.42013024635294	0.42013024635294	0.0	0.0	0.534444672779625	0.743039922028518	0.0	0.0	0.534444672779625	0.743039922028518
Pard6b	0.622980942617925	1.0	26.1732580037665	10.5484026416381	42.398007901276	7.89844926103309	0.186292933371414	28.9113945730808	55.8231202136934	42.8367075237981	44.4276226636363	28.9113945730808	55.8231202136934	42.8367075237981	44.4276226636363
Ptpn1	0.165980396307358	0.633248465618189	26.8752556237219	14.3940951449853	10.6667214290548	1.17247139479783	0.109918628942926	9.03966219617768	10.4675192464529	10.8454132684525	12.2993586552482	9.03966219617768	10.4675192464529	10.8454132684525	12.2993586552482
Tmem189	0.866560973981853	1.0	27.5995351747564	11.2631878643556	12.6674886532806	3.84442967186125	0.303487911225848	4.63229182109083	17.9579106982014	12.6682250201928	16.7511794186723	4.63229182109083	17.9579106982014	12.6682250201928	16.7511794186723
Rnf114	0.189313840173813	0.688169485350741	26.8752556237219	13.9621101197463	62.5688241968826	3.57212207134043	0.0570910851720689	57.0794274253757	62.6565049640584	63.4244397746485	67.2433837948262	57.0794274253757	62.6565049640584	63.4244397746485	67.2433837948262
Spata2	0.339973864476999	0.876127152968683	24.380487804878	10.7979824163988	32.2183317555346	4.13264883841918	0.128270106279145	25.8136981728795	36.8769878248392	33.4222427227079	33.0128560206523	25.8136981728795	36.8769878248392	33.4222427227079	33.0128560206523
Slc9a8	0.329263368094844	0.854141951129153	24.0819366852886	10.3811729567746	9.14360355642424	1.53760605655043	0.168161933865792	6.91752816537249	11.281876304303	9.32858328246542	9.06814442992718	6.91752816537249	11.281876304303	9.32858328246542	9.06814442992718
B4galt5	0.0027849084097976	0.0240094655089495	23.9926335174954	9.9550805011885	96.8203401028709	32.4497065483737	0.335153816996471	78.4882010862352	113.711664703827	126.160793772445	68.8778132884418	78.4882010862352	113.711664703827	126.160793772445	68.8778132884418
Gm23201	0.72392857081898	1.0	22.4495031616983	17.1949868192193	19.5780237806915	6.31413957987404	0.322511590066678	22.4320509139705	9.52822977120551	28.9320722859801	18.2837913398029	22.4320509139705	9.52822977120551	28.9320722859801	18.2837913398029
LOC115486178	0.0013641580196108	0.0165365318825063	23.5263835263835	1.53973436016178	11.8518509437916	6.08909743397953	0.51376763535566	16.6967356265276	13.6776201554402	5.03412401456937	12.2481741985991	16.6967356265276	13.6776201554402	5.03412401456937	12.2481741985991
Znfx1	0.0780337077193742	0.358859944386378	23.6065122227141	16.0594159101008	38.048189314381	5.92684427407274	0.155772045421162	34.8923035273355	32.6802183390866	44.2539170448354	40.4757458969298	34.8923035273355	32.6802183390866	44.2539170448354	40.4757458969298
Ddx27	0.974880827117015	1.0	24.3761917490867	7.44528083312988	11.6639259960505	1.06073874304935	0.090941827255122	9.4139994190574	14.7224383617585	9.84392653080434	12.7443386626628	9.4139994190574	14.7224383617585	9.84392653080434	12.7443386626628
Cse1l	1.80999186142339e-05	0.0019518597815789	23.9766335174954	23.2401528653565	11.8181007909683	2.53240091368808	0.214281546458243	14.1257003978927	10.8348133425918	9.46839067184105	12.8526208540877	14.1257003978927	10.8348133425918	9.46839067184105	12.8526208540877
Prex1	0.835931061404037	1.0	27.0985324947589	12.3272167246741	3.72024950510255	0.568964515873577	0.152937192812796	2.63272198705311	4.12318457518897	3.76402917322128	4.48554880955041	2.63272198705311	4.12318457518897	3.76402917322128	4.48554880955041
Sulf2	3.75837018182779e-05	0.0031053484929757	23.9766335174954	10.9837984306908	42.4363444446409	15.8847915420056	0.374320449838172	28.6042716076206	47.5171428162041	57.8715922846733	35.6926210247692	28.6042716076206	47.5171428162041	57.8715922846733	35.6926210247692
Slc2a10	0.367670897271278	0.931502951249677	23.1924916403554	10.1337748326875	2.68328784255764	0.650917679997054	0.242582129905458	1.77643320429505	3.82766248380256	2.52219288499319	2.51149224664677	1.77643320429505	3.82766248380256	2.52219288499319	2.51149224664677
Trp53rka	0.667497881001079	1.0	26.8752556237219	12.3429433935274	4.91027331807964	0.807620377368702	0.164475646273099	3.50317330922136	5.33412541929238	5.13787871187179	5.83652289931716	3.50317330922136	5.33412541929238	5.13787871187179	5.83652289931716
Elmo2	0.141238701013293	0.562230334976071	24.4469945355191	11.2229933927601	15.8805671557142	3.33268547583036	0.209859348419504	11.146741384312	18.2839462591076	17.727525986801	16.5857314598483	11.146741384312	18.2839462591076	17.727525986801	16.5857314598483
Slc35c2	2.00721115894975e-06	0.0003995958028179	23.9926335174954	8.81031808108623	29.3314603811979	7.29499722719248	0.248708967517647	24.2683688520372	35.3942518153456	33.5457674184531	24.1075174702586	24.2683688520372	35.3942518153456	33.5457674184531	24.1075174702586
Ncoa5	0.237859161096565	0.74170669759374	24.380487804878	10.9215654087818	13.8085066925382	2.96027415807784	0.214380470241399	9.42269163925708	16.7026657142608	14.9984402000281	14.2877372762152	9.42269163925708	16.7026657142608	14.9984402000281	14.2877372762152
4930445K14Rik	0.0393224768855633	0.204243384924717	26.4600389863548	13.5978206302833	6.11968382387086	1.90779763522803	0.311747745494032	3.58385165019857	5.90537917574715	7.43339593349087	7.70567584878043	3.58385165019857	5.90537917574715	7.43339593349087	7.70567584878043
Ctsa	0.243897944293796	0.74170669759374	24.6443927437859	11.3634140495068	43.6538611813675	8.51476967826649	0.195051925484676	30.6333986290782	49.9000523085888	47.8365066053835	47.0244187715779	30.6333986290782	49.9000523085888	47.8365066053835	47.0244187715779
Dnttip1	0.622237311934737	1.0	24.9909951961414	10.5812639192905	17.1412548576575	3.06789722970526	0.178977400148435	11.7595597562394	24.1802746683725	15.9818274438437	17.1221464442379	11.7595597562394	24.1802746683725	15.9818274438437	17.1221464442379
Dbndd2	0.950270364121701	1.0	24.5583992498006	10.4344800260167	9.89091076170682	1.45582459551128	0.147188123579841	6.39635009711677	13.6125660762229	8.62864419381896	11.0612227156195	6.39635009711677	13.6125660762229	8.62864419381896	11.0612227156195
Sys1	0.230820175796915	0.732122789718709	24.5425629362898	11.2566400973627	11.6891971821011	1.85959213937824	0.15908638637953	8.88134582988711	13.1642340420988	12.5829772634788	12.276066240995	8.88134582988711	13.1642340420988	12.5829772634788	12.276066240995
Stk4	0.99981882863608	1.0	28.5740740740741	12.2425434155943	27.189165458318	0.845490385431624	0.0310965920130131	23.795059275168	30.1911829514844	25.0452545052455	29.9276085031309	23.795059275168	30.1911829514844	25.0452545052455	29.9276085031309
0610039K10Rik	0.0374234600331048	0.195464123534478	26.4600389863548	13.7769268375195	3.83613850066521	1.27218134568144	0.33163071287985	2.21594801352518	3.56682418354276	4.67681237315672	4.96219405342074	2.21594801352518	3.56682418354276	4.67681237315672	4.96219405342074
Ttpal	0.839656066515344	1.0	24.6070484689801	10.6697151831163	21.4909564692768	1.14590591487681	0.0533203776441956	18.7125559250964	25.3594215895819	20.0658829803408	21.937700000697	18.7125559250964	25.3594215895819	20.0658829803408	21.937700000697
