CycID	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	fdr_BH
Cfl1	0	burg	1	22.7680608365019	117.037880263968	10.3174279943308	1043.015	0.708516347266715	0.591922886173401	0.0967958931216824	0.0458707148399686	0.114617662655445
Cfl2	0	mle	1	24.95	0.416504873075092	9.93086533633319	6.5647875	0.172789522118701	-0.158094669033818	0.108213594099129	0.622357699746616	0.866110742354961
Cflar	0	burg	1	22.6818181818182	1.99002369825224	13.5179325743282	13.560675	0.620683174214949	0.468956443900928	0.134165998563111	0.0886145974709394	0.178241636045667
Cfp	0	burg	1	23.0307692307692	0.540400437291175	3.04440641906963	3.21685	0.872610689609457	0.82165496545324	0.132454765134394	0.00579205219067891	0.0377571298175771
Cftr	1	default	1	24	2.04705432543195	1.12285405296152	5.2896275	0.935526935870023	0.909737710218032	0.294640984928949	0.00105546971676329	0.0140602870376676
Cga	NA	NA	NA	NA	0	NA	0	NA	NA	NA	1	1
Cggbp1	0	burg	1	23.1196911196911	0.75931785356354	16.9916338640378	14.312575	0.589281071488407	0.42499350008377	0.0487177145868034	0.108108986474374	0.196925796911233
Cgn	0	burg	1	23.8565737051793	7.3037105579765	16.3083602833019	35.29775	0.725487430939865	0.615682403315811	0.18136297559815	0.0394825855915397	0.102978516308641
Cgnl1	1	burg	1	27.8511627906977	0.0210122626062444	27.618450020073	0.19670075	0.0836500499318465	-0.282889930095415	0.28094260025907	0.803809993463635	1
Cgref1	0	mle	1	24.0481927710843	73.7497514148002	10.4889513049329	337.49525	0.97352577524197	0.962936085338758	0.157299421628703	0.000114040241652735	0.00338382416016272
Cgrrf1	0	mle	1	24.0481927710843	7.28509308711492	11.4149465070263	23.3901	0.943524001378951	0.920933601930532	0.228120590899271	0.000757983579391386	0.0115853955370446
Ch25h	0	burg	1	25.3728813559322	0.0523677990886678	24.8776536651846	0.192121	0.436807361944938	0.211530306722913	0.300679523713371	0.238035878982019	0.378058896208009
Chac1	0	burg	1	22.4269662921348	1.88854268419169	4.71579785254247	5.503005	0.285291184613238	-0.000592341541467478	0.438855478931094	0.43183997996287	0.631618576163234
Chac2	0	burg	1	22.7680608365019	0.381426001247661	14.8273741003644	3.4657375	0.241555904620594	-0.0618217335311682	0.157472765984248	0.500966789897165	0.718052398852603
