CycID	meta2d_phase_diff	meta2d_rAMP_diff	meta2d_rAMP_diff_sub
0610037P05Rik	6.69429527983643	2.618162504886065	0.1422684157045413
0610040B10Rik	0.8161053833212506	2.5182766080664414	0.317124439791495
0910001L09Rik	1.0626385781044192	2.593249148978954	0.222181770164863
1110001A16Rik	2.6159483193653594	2.2645540056642472	0.185392223694561
1110001J03Rik	5.147559229528969	2.2178552019196287	0.205159672431671
1110006O24Rik	0.9571640686135012	2.062512965512785	0.129554149286832
1110008P14Rik	6.48366993610126	2.2767692620969213	0.130435805467572
1110038B12Rik	2.60534873724424	3.0614415320645305	0.2832517261702
1110067D22Rik	0.1938329786428987	1.900427991972048	0.2439447441605849
1190005I06Rik	3.09811259696326	1.4684065979358965	0.207487249100214
1190007I07Rik	7.46637674411121	2.73317199581219	0.177984136939383
1500003O03Rik	3.2692287581873	4.076418132928028	0.2416226453731202
1500010J02Rik	6.342268615001842	2.606019898304219	0.254105699284945
1500032L24Rik	5.278184116699171	2.280189264815199	0.183465827659506
1600029D21Rik	2.156305276961604	1.4208572419211916	0.318343533165987
1700017B05Rik	2.756173486317701	26.958386220875607	0.4355915351055093
1700018L02Rik	10.26023980684499	5.871558169101911	0.3642616354975029
1700019D03Rik	2.1514205125144006	1.7811933501768555	0.289281828910568
1700019E19Rik	0.6465728860216	4.131081405772177	0.2857196281364262
1700030A11Rik	3.2826705398328397	1.5388910507634763	0.3186836856249769
1700057G04Rik	10.887547556855	5.985320167672469	0.8318478778930449
1700084C01Rik	5.332539148387376	1.9965235652816231	0.4911591959535999
1810011H11Rik	7.379257088630712	2.128361975715343	0.1988591374942649
1810013A23Rik	1.8386681799354	4.189961530950865	0.2857434919379915
1810021B22Rik	5.452674882943301	1.7776828244341298	0.20771165940094
1810027O10Rik	4.135309683183899	3.679360682673184	0.1766724461727692
1810029B16Rik	1.7990842597108312	18.58606683118717	0.5428721018451591
1810030N24Rik	9.79698137247936	9.486251429597557	0.2424383358416891
1810031K17Rik	6.091408182414179	3.5196447549801824	0.104432080116004
1810043H04Rik	7.3230039127387005	2.355356695300584	0.227451978580413
1810055G02Rik	2.86092942891446	1.4854854454024764	0.2012553058559689
2010001M06Rik	9.484209941120527	4.398714336151735	0.2557070040157537
2010002N04Rik	9.845615723722998	3.4724933769093367	0.141642001711617
2010107E04Rik	4.78912461107121	2.425045939580623	0.21781474993775
2010109I03Rik	3.1394280110346	7.011190019962359	0.4819405029718331
2010317E24Rik	1.98346501459934	2.772055183560441	0.378690472588676
2200002D01Rik	2.2636727628357995	3.429458664572472	0.369290984996426
2200002J24Rik	5.259784413765729	2.0975492589950364	0.274115011057892
2210019I11Rik	0.0390736437766996	3.014616062363379	0.41476834947549
2210039B01Rik	8.184789826942225	1.973768088461628	0.217812476240032
2210411K11Rik	0.1130203578340989	3.2551801359142445	0.309782746072584
2310010J17Rik	9.62614092549207	10.34762220748184	0.6179922733028288
2310016M24Rik	6.0898645835128296	2.0452753909000165	0.109268224068882
2310022B05Rik	2.3163043357665	3.1586757417154363	0.2156847280042029
2310034G01Rik	5.998186240220661	2.6770217826432585	0.2738019127179719
2310036O22Rik	2.5812123346461604	2.0860512957858464	0.1231791936539809
2310040G24Rik	7.08274098659687	2.25887761717027	0.344625458540701
2400009B08Rik	2.9958615484417006	1.6069353918407767	0.4808356814613501
2410002I01Rik	1.0069128177634	4.656996596694139	0.1623608548989333
2410004B18Rik	10.4957840931447	4.086406547416431	0.1237196917985077
2410022L05Rik	7.358731060695661	3.1226252279572853	0.1757295293126717
2600006L11Rik	0.7892053190854007	3.1048724145521245	0.675122776148612
2610002J02Rik	9.9159337823147	4.9828919759334855	0.19940640900775
2610204G22Rik	8.376910822790819	13.07548642498968	0.5680767177743511
2610306M01Rik	2.2857605723612	2.3183392375417657	0.146556482679822
2610318N02Rik	8.39957184769047	7.062306607548714	0.4053577951228715
2610528E23Rik	8.85414363728762	2.3984392458993167	0.3348261343177449
2700046G09Rik	7.182651243077101	4.462326829582936	0.3438439681742955
2700099C18Rik	0.6624562405648569	1.843174275785146	0.2835106400459309
2810001G20Rik	11.774524317559418	31.733107445492628	0.2060942680928763
2810405K02Rik	0.2013439719023004	4.274558174969161	0.3074975452772081
2810432D09Rik	3.7106616380246287	3.218373979954695	0.2053462397037751
2810432L12Rik	7.141437288526399	5.202559009541159	0.1640603128953937
2810453I06Rik	1.2264855679511015	2.254547571645968	0.0818905849869993
2900092E17Rik	1.9591493786911995	2.27211408678434	0.0815942111993258
3110001D03Rik	7.23460053368302	9.756006118568942	0.2389326011421402
3300002I08Rik	8.58937222624743	2.2489750652864373	0.1014073168316407
4632427E13Rik	6.058273622044837	2.434455208435794	0.186220005613889
4732471D19Rik	7.537006280164679	4.629278668362085	0.368561845021628
4831426I19Rik	8.60420268967601	4.914050921778131	0.1155320145464271
4833442J19Rik	8.976669508370968	3.554550825513068	0.299113429598912
4921508A21Rik	8.29069622786919	2.3200133294007466	0.137028705385707
4921523A10Rik	2.2661712846137	4.578063095880724	0.3008880549426966
4921531C22Rik	3.0408212363510003	2.6149815493471795	0.248308083125532
4922501C03Rik	9.639325078065188	3.442504317838258	0.1450713354886888
4930428E23Rik	0.8231639955596002	1.5146487529796793	0.212922338283088
4930455F23Rik	7.011789039705201	4.556366585576142	0.1495459168700504
4930483K19Rik	7.663050787481531	2.2115053985512474	0.3987974639402569
4930515G01Rik	8.36053102531641	2.9330461602362816	0.344757638743927
4930526I15Rik	4.72222725202709	6.239070324941907	0.3176196254822883
