CycID	ARS_pvalue	ARS_BH.Q	ARS_period	ARS_adjphase	ARS_amplitude	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
Chst15	0.0761422535958284	0.154213585704314	24.2429149797571	22.4591115588521	0.242723328177465	0.732142857142857	1	24	2	0.238539644206157	0.282941878353402	0.500766655214181	24.5197740112994	23.5283440730979	1.24629619226411	0.217013383857692	0.408343343387863	24.2542296636855	23.9755505369439	1.11534780681302	0.226336144135134	0.202928757068044
Chsy1	0.96484079626779	1	27.4678899082569	19.3915482563404	0.0117676031704052	1	1	30	23	0.0106900403179782	0.983817209278324	1	20	5.9086684316198	0.446423227407358	0.999977322510596	1	25.822629969419	17.6237690094558	0.426814153268576	0.00486764669043872	0.00486764669043872
Cib1	0.810839939787466	1	23.7619047619048	13.197718682309	7.20114051799213	1	1	30	29	16.6368083477571	0.939229252913011	1	20	19.4740880159065	529.833749414077	0.997250402464456	1	24.5873015873016	22.2066669580661	527.816850384114	5.67069722448801	0.0107436835719838
Cib2	0.0689438970283113	0.142576395819149	27.981308411215	27.8928195512704	0.386461650061323	0.169642857142857	0.483449930872753	30	2	0.633511107400652	0.170147062701603	0.415993368746885	25.6804733727811	1.2634121073062	3.33719793347392	0.0528575545042267	0.13516821924061	27.8872605946654	1.05020915393638	3.0821757191863	0.420013800393742	0.136271854255158
Cideb	0.154376898328019	0.260595732225869	22.5112781954887	7.60596593367633	15.8138306503475	1	1	24	8	11.5276083002937	0.332451343485375	0.559893984181588	21.8090452261306	8.426582686207	446.024729929021	0.43003080626224	0.710295842521903	22.7734411405398	8.02685977919874	438.837717424152	16.9564150319271	0.0386393747817674
Ciita	0.350731038149887	0.514215424496176	24.641975308642	21.9618581324552	0.220733651289326	1	1	24	2	0.209289111542204	0.61050549348189	0.880646697765809	25.3801169590643	24.1348869159628	1.1718444237931	0.798435079443855	1	24.6740307559021	24.0219031843954	1.05781413611995	0.191221931672976	0.180770822721633
Cinp	0.0615853410047086	0.136821677756903	24.1451612903226	10.4229050844688	0.223842230087262	0.732142857142857	1	24	14	0.220896622908772	0.259143389056507	0.472999371703284	24.5197740112994	8.9946212516443	2.53903920345274	0.179340186216644	0.36344548758235	24.2216451005407	11.0964564681621	2.36979900412836	0.220557077204419	0.0930699510043648
Cisd1	0.377477864101148	0.548007211219733	22.3432835820896	16.0920057816805	7.0892631609247	1	1	24	20	5.13960563905442	0.632766244745049	0.906041518606415	20.9661835748792	18.7447276833298	126.005391110361	0.825737616370692	1	22.4364890523229	18.3260308383184	122.748915327405	6.23261120103113	0.0507752853408686
Cisd2	0.038334651633798	0.0973557861306815	24.4408163265306	9.41702065301159	0.910874489694858	0.732142857142857	1	24	14	0.60659155224088	0.196454522599615	0.436487547648634	24.8	7.9843804561478	12.6807667592598	0.108748992447198	0.243065700547575	24.4136054421769	10.3566588117207	11.9366240910534	0.888146257037654	0.0744051458991094
Cisd3	0.0431314979615107	0.105840510240361	22.7680608365019	12.9511792237367	43.5838340481838	0.732142857142857	1	24	14	42.6304071775652	0.229133061313627	0.4517507216588	23.2085561497326	11.4952317938915	385.458705562242	0.130784127651584	0.282019944527142	23.3255389954115	12.8150256699979	362.733572679763	45.103724167768	0.124343947086441
