CycID	meta2d_phase_diff	meta2d_rAMP_diff
ND5	6.181113232212482	3.667344474163588
ND4L	3.844453534232869	5.146876694256096
TrnM		
Pisd-ps3	10.0698979085071	3.0348835763934683
LOC100861738	7.208466835321751	1.8950750939086736
LOC100861749	11.5476578354308	3.1629958273148886
LOC434608	8.69615132517694	2.3070592674707884
LOC673652	9.406521828986827	0.6414550347842216
Mid1-ps1	4.290663970197528	0.5902330337933409
Gm8525	9.3608143006382	2.3354675096753916
Gm4017	6.49382874631894	2.14639290314677
Zf12	11.25076885938605	0.4345785959166626
LOC100862337	4.34143660095651	0.6648383147624278
Vamp7	0.543325580726122	2.016173633272272
Akap17a	11.867982215531	0.8664775527175925
2510022D24Rik	8.652570112019859	1.3000806735126735
Gm25651	7.150084781667292	1.4138379362989482
Hccs	8.07716235788541	11.455326202575346
Prps2	7.47623392418004	1.5829798480511372
Bmx	2.4199808793418605	3.0608390566875054
Ace2	4.8967822818440006	2.421321480858084
Siah1b	4.072988706107179	5.6962277081846295
S100g	11.34980084509926	0.733322297090923
Gm15209	4.81466495037165	0.8724002878222664
Txlng	8.480016873610651	1.9091934087256677
Gm8737	7.7488639421186996	1.7589921673345033
Gm7331	2.5728207462664994	1.9406556473580097
Gm15204	8.55414200093646	2.3927178859762104
Nhs	7.968443576567822	1.3953531773635202
Prkaca-ps1	6.1542806770055005	3.535810174272921
Eif1ax	1.0499271061579902	2.273660226328623
Rps6ka3	2.21907487432296	0.6443068660687644
Gm8659	5.312772840412731	0.9212550987698478
Gm8644	3.5543457318548892	0.2717386598334548
Mbtps2	0.7575524914558469	3.317239555329984
Gm6568	1.92633976822189	0.8210800628744329
Gm15160	3.0734589506024896	0.4912876596039509
Shroom2	5.86680914347553	1.8619062063595968
Tspyl2	8.0760173865411	1.1107005766494684
Gm52430	9.6685504102219	0.5232859959537213
Gm52480	5.522927521020199	0.5768093727617087
Smc1a	11.5164645290541	0.3360763701039048
Gm15191	11.596335183119953	1.3847588771067207
Gm15151	9.091802782401896	2.078099302092526
Phf8	8.253275464328999	0.5127174836172961
Gm6451	2.241209713568889	1.5548405505438827
Maged2	3.44797846544357	1.5711050941829745
Tmem29	6.272594578544002	0.4739383205023602
Gm5644	11.031950584714863	2.1182302509276165
Amot	5.631786886785069	0.3757399856269414
Gm15066	1.2196852479267992	2.295154783017115
Gm8202	8.04912545576616	1.9396035633499336
Gm4760	1.6977577907554	8.833036968810978
Ammecr1	7.7734332203082	1.7703614637296077
Gm4995	3.567713724370402	0.3753480264190623
Gm6368	4.7802774288373	2.3331741298311113
Gm15294	0.6108075466955007	3.1586413474667543
Col4a6	1.7650331834725002	6.822018221365079
Psmd10	5.48822624202163	0.6758895337325985
Gm6088	8.32363103058733	10.67210174740391
Tsc22d3	0.5718264034731	1.120738222226562
Cldn2	1.2430573403416103	0.8578210455120361
Rnf128	0.33276806864591	0.6405948659239195
Gm6275	11.9062196461074	2.34491778436465
Btf3-ps3	1.9897862558179291	1.1396731113910905
Gm4917	7.161529300136898	0.4670102684706367
Bex3	6.76392655694083	1.529794980685961
Tceal9	0.4587911292328996	0.7728231018629128
Gm18614	5.9307452864655055	1.3548095953840602
Gprasp1	8.963146885900862	0.5300511056319169
Nxf7	0.4879351856288991	1.7203342326625637
Cenpi	11.606766966284187	0.7120157679860443
Trmt2b	10.74592378271585	0.5538217459745742
Gm7823	4.2065245159661	0.7694047437894503
Gm2836	5.91116439956712	1.7451879947438669
Gm7746	9.02886178095184	1.456532433378836
Rps12-ps22	10.139610719109502	6.1546563257095706
Rps12-ps21	8.17525286536852	2.931975062483049
Gm16421	5.990134066003598	5.153851808959438
Gm5648	0.2280012884616002	2.8080910945420947
Gm5863	0.7781460085787995	1.7818468718638116
Zfp711	10.66575962514361	2.4520211644743757
2010106E10Rik	2.664474927257398	0.4601710979201275
Gm5393	11.8539566513183	10.626403603553252
Gm14886	11.26881809329308	0.311215696191482
Taf9b	4.1144891025038	1.0438749792091904
Atp7a	1.51013015559679	0.5724866880784156
Gm26020	8.469325490943081	2.408398509611798
5530601H04Rik	3.9146329724142994	0.7905280642938302
Zdhhc15	2.2643623451873403	0.962298467995116
Vcp-rs	2.2489672765384707	11.010177246302153
Rlim	5.375111643653104	1.4797008828338465
Gm9115	0.0165877477307994	1.139157531118962
Gm9109	7.452906105171399	13.162908258600789
Ercc6l	1.7746697750449003	2.4288329172595255
Pin4	10.7308194181225	1.0086548170740048
H3f3a-ps1	7.61105044812933	11.00594495272517
Tpt1-ps6	9.45645622144012	2.617355527456489
Marcksl1-ps5	9.5384096227916	1.5200779617494309
Gm14845	0.9618843185363986	9.57437044651398
Taf1	9.043092703023	1.2041735376299068
Nono	10.149486334823608	0.5239198338349905
Med12	11.151997723240155	1.2111003104195308
Dlg3	0.4215548376205298	2.227082421053888
Gdpd2	6.0644331692951	1.4394238008750289
Kif4	8.7483302150448	1.405330648001836
Pdzd11	4.583198367997479	1.741618619523975
Gm5760	6.998845947236987e-13	0.4851886266261785
Gm14935	1.6753754236458995	1.66301133945594
Heph	1.7286587144532	6.043490876869895
Hsf3	6.693394012078299	5.016787344444794
Gm14925	5.745525798081399	1.5599305694778025
Msn	2.2520785805175976	0.5553257624094129
Las1l	7.53500116413683	0.7338133856261313
LOC118568447	1.5128354300812	2.6518327989778427
Zxda	9.643522534346598	3.446606992700281
Gm39526	9.29065832168036	15.648950723077832
Maged1	10.12112367887796	0.4074696922716179
Gm15164	2.0263131651162993	2.364389263060097
Pola1	6.84588576937209	1.892546947051266
